CURRENCY,REASON_INDEX,UNIQUE_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         <endrec>
"999","10003350","937308858"<endrec>
"999","10003351","937308859"<endrec>
"999","10003352","937308860"<endrec>
"999","10003179","937308888"<endrec>
"999","10003352","937308889"<endrec>
"999","10000119","937308933"<endrec>
"999","10003379","937313858"<endrec>
"999","10003379","937313862"<endrec>
"999","10003379","937314854"<endrec>
"999","10000119","937327914"<endrec>
"999","10000119","937328875"<endrec>
"999","10000119","937328877"<endrec>
"999","10003181","937328884"<endrec>
"999","10003175","937328885"<endrec>
"999","10003174","937328886"<endrec>
"999","10003379","937329893"<endrec>
"999","10000051","937329914"<endrec>
"999","10003351","937329965"<endrec>
"999","10002878","937330950"<endrec>
"999","10002878","937330957"<endrec>
"999","10002878","937330958"<endrec>
"999","10000051","937331879"<endrec>
"999","10000051","937331883"<endrec>
"999","10000051","937340889"<endrec>
"999","10002878","937354925"<endrec>
"999","10002878","937355923"<endrec>
"999","10003379","937356948"<endrec>
"999","10003379","937356953"<endrec>
"999","10000051","937358998"<endrec>
"999","10000119","937359040"<endrec>
"999","10000119","937359041"<endrec>
"999","10003175","937359067"<endrec>
"999","10003180","937359084"<endrec>
"999","10000051","937359094"<endrec>
"999","10000051","937359095"<endrec>
"999","10000051","937359096"<endrec>
"999","10003183","937360037"<endrec>
"999","10003184","937360038"<endrec>
"999","10003182","937360039"<endrec>
"999","10000051","937365090"<endrec>
"999","10000051","937365091"<endrec>
"999","10002878","937365115"<endrec>
"999","10000051","937365222"<endrec>
"999","10000051","937365224"<endrec>
"999","10000051","937365225"<endrec>
"999","10003379","937371578"<endrec>
"999","10000119","937371587"<endrec>
"999","10003181","937375491"<endrec>
"999","10003181","937375519"<endrec>
"999","10003181","937375522"<endrec>
"999","10000119","937377442"<endrec>
"999","10003109","937380547"<endrec>
"999","10000119","937387569"<endrec>
"999","10003191","937392592"<endrec>
"999","10003191","937392599"<endrec>
"999","10003679","937392608"<endrec>
"999","10003679","937392645"<endrec>
"999","10003191","937392717"<endrec>
"999","10003191","937392736"<endrec>
"999","10003191","937392737"<endrec>
"999","10003191","937392738"<endrec>
"999","10003191","937392740"<endrec>
"999","10003682","937392794"<endrec>
"999","10003140","937392795"<endrec>
"999","10000119","937392895"<endrec>
"999","10003109","937392907"<endrec>
"999","10003109","937395925"<endrec>
"999","10000119","937397007"<endrec>
"999","10000119","937397008"<endrec>
"999","10003191","937403938"<endrec>
"999","10003191","937403959"<endrec>
"999","10000119","937408057"<endrec>
"999","10003379","937410034"<endrec>
"999","10000119","937411102"<endrec>
"999","10000110","937411117"<endrec>
"999","10002714","937411119"<endrec>
"999","10003109","937411123"<endrec>
"999","10000110","937411151"<endrec>
"999","10003109","937411166"<endrec>
"999","10003109","937411169"<endrec>
"999","10003109","937411170"<endrec>
"999","10000119","937414091"<endrec>
"999","10000110","937415109"<endrec>
"999","10000110","937415123"<endrec>
"999","10000110","937415210"<endrec>
"999","10000119","937415213"<endrec>
"999","10002878","937415221"<endrec>
"999","10002878","937415222"<endrec>
"999","10000110","937415237"<endrec>
"999","10000110","937415262"<endrec>
"999","10000110","937416082"<endrec>
"999","10003379","937416083"<endrec>
"999","10003379","937416085"<endrec>
"999","10000110","937416086"<endrec>
"999","10000110","937417139"<endrec>
"999","10002878","937417141"<endrec>
"999","10003769","937418092"<endrec>
"999","10003109","937418102"<endrec>
"999","10003160","937418103"<endrec>
"999","10003160","937418105"<endrec>
"999","10003769","937418107"<endrec>
"999","10000119","937418117"<endrec>
"999","10003131","937418119"<endrec>
"999","10003769","937419091"<endrec>
"999","10003779","937419119"<endrec>
"999","10003779","937419125"<endrec>
"999","10003131","937419127"<endrec>
"999","10003779","937419133"<endrec>
"999","10000119","937420164"<endrec>
"999","10000119","937420165"<endrec>
"999","10003131","937424136"<endrec>
"999","10000110","937427194"<endrec>
"999","10000110","937427196"<endrec>
"999","10000119","937427206"<endrec>
"999","10003779","937428337"<endrec>
"999","10000119","937429162"<endrec>
"999","10000119","937429166"<endrec>
"999","10000119","937432149"<endrec>
"999","10000110","937434139"<endrec>
"999","10003351","937434144"<endrec>
"999","10003351","937434145"<endrec>
"999","10003230","937436148"<endrec>
"999","10000294","937436159"<endrec>
"999","10000110","937438227"<endrec>
"999","10000119","937441225"<endrec>
"999","10000119","937443226"<endrec>
"999","10002878","937443233"<endrec>
"999","10000110","937445264"<endrec>
"999","10000110","937447227"<endrec>
"999","10000110","937447228"<endrec>
"999","10000110","937448286"<endrec>
"999","10002878","937448320"<endrec>
"999","10002878","937449240"<endrec>
"999","10002878","937449241"<endrec>
"999","10002878","937449244"<endrec>
"999","10002878","937449247"<endrec>
"999","10000119","937451292"<endrec>
"999","10000119","937451299"<endrec>
"999","10000110","937451300"<endrec>
"999","10003175","937451321"<endrec>
"999","10003175","937451322"<endrec>
"999","10003175","937451323"<endrec>
"999","10003175","937451324"<endrec>
"999","10003175","937451327"<endrec>
"999","10003175","937451333"<endrec>
"999","10003175","937451341"<endrec>
"999","10000294","937453254"<endrec>
"999","10003109","937453266"<endrec>
"999","10000119","937455336"<endrec>
"999","10000119","937455340"<endrec>
"999","10000119","937456306"<endrec>
"999","10003175","937456332"<endrec>
"999","10003175","937456333"<endrec>
"999","10000110","937459356"<endrec>
"999","10003109","937459376"<endrec>
"999","10000110","937459382"<endrec>
"999","10003109","937459386"<endrec>
"999","10000110","937461519"<endrec>
"999","10000110","937461520"<endrec>
"999","10000110","937462434"<endrec>
"999","10000110","937462500"<endrec>
"999","10003109","937464404"<endrec>
"999","10003109","937464406"<endrec>
"999","10000119","937465474"<endrec>
"999","10000110","937465476"<endrec>
"999","10000110","937465486"<endrec>
"999","10003232","937465497"<endrec>
"999","10000110","937465498"<endrec>
"999","10000110","937465503"<endrec>
"999","10000119","937465511"<endrec>
"999","10000110","937466543"<endrec>
"999","10000110","937466589"<endrec>
"999","10000110","937466592"<endrec>
"999","10002878","937466611"<endrec>
"999","10003779","937467552"<endrec>
"999","10003159","937467669"<endrec>
"999","10000110","937468747"<endrec>
"999","10000110","937468748"<endrec>
"999","10000151","937469556"<endrec>
"999","10000151","937469560"<endrec>
"999","10000151","937469561"<endrec>
"999","10000151","937469562"<endrec>
"999","10000151","937469564"<endrec>
"999","10003220","937469581"<endrec>
"999","10003220","937469582"<endrec>
"999","10000110","937469649"<endrec>
"999","10000110","937470591"<endrec>
"999","10000273","937470632"<endrec>
"999","10000353","937470638"<endrec>
"999","10000361","937470640"<endrec>
"999","10000051","937470780"<endrec>
"999","10003109","937470876"<endrec>
"999","10000119","937471580"<endrec>
"999","10000119","937471581"<endrec>
"999","10000110","937473582"<endrec>
"999","10000110","937473583"<endrec>
"999","10004000","937474574"<endrec>
"999","10000110","937475546"<endrec>
"999","10000110","937475547"<endrec>
"999","10000110","937475548"<endrec>
"999","10000119","937475555"<endrec>
"999","10000110","937475557"<endrec>
"999","10000119","937475562"<endrec>
"999","10000119","937475563"<endrec>
"999","10000110","937475574"<endrec>
"999","10000110","937475620"<endrec>
"999","10000110","937478545"<endrec>
"999","10000051","937481539"<endrec>
"999","10000051","937481540"<endrec>
"999","10003140","937484594"<endrec>
"999","10004051","937489614"<endrec>
"999","10000110","937490617"<endrec>
"999","10003140","937490621"<endrec>
"999","10000119","937490623"<endrec>
"999","10004069","937491607"<endrec>
"999","10000110","937492594"<endrec>
"999","10000110","937492617"<endrec>
"999","10000110","937493590"<endrec>
"999","10002878","937496698"<endrec>
"999","10000051","937497664"<endrec>
"999","10000151","937509813"<endrec>
"999","10003140","937510044"<endrec>
"999","10004145","937510095"<endrec>
"999","10004149","937510725"<endrec>
"999","10004149","937510727"<endrec>
"999","10004150","937510731"<endrec>
"999","10000051","937513754"<endrec>
"999","10000051","937513755"<endrec>
"999","10000051","937513757"<endrec>
"999","10000051","937513760"<endrec>
"999","10000110","937514725"<endrec>
"999","10000110","937514727"<endrec>
"999","10000119","937515776"<endrec>
"999","10000110","937515792"<endrec>
"999","10000110","937515797"<endrec>
"999","10000110","937524732"<endrec>
"999","10000110","937524734"<endrec>
"999","10000110","937526728"<endrec>
"999","10004189","937527750"<endrec>
"999","10000051","937528751"<endrec>
"999","10000051","937528752"<endrec>
"999","10000119","937529756"<endrec>
"999","10000119","937531753"<endrec>
"999","10000119","937531757"<endrec>
"999","10000119","937532757"<endrec>
"999","10000110","937532873"<endrec>
"999","10000110","937532874"<endrec>
"999","10000110","937532875"<endrec>
"999","10002878","937532885"<endrec>
"999","10000051","937532921"<endrec>
"999","10000051","937532923"<endrec>
"999","10000110","937533736"<endrec>
"999","10004219","937533784"<endrec>
"999","10004219","937533789"<endrec>
"999","10004219","937535734"<endrec>
"999","10000110","937535804"<endrec>
"999","10003230","937535811"<endrec>
"999","10003230","937535816"<endrec>
"999","10000119","937535829"<endrec>
"999","10000119","937535831"<endrec>
"999","10000119","937535872"<endrec>
"999","10000051","937536738"<endrec>
"999","10000051","937536739"<endrec>
"999","10003140","937537747"<endrec>
"999","10000051","937537766"<endrec>
"999","10004219","937539761"<endrec>
"999","10004219","937539762"<endrec>
"999","10000110","937539852"<endrec>
"999","10000273","937539922"<endrec>
"999","10000110","937539948"<endrec>
"999","10000051","937544747"<endrec>
"999","10000294","937544780"<endrec>
"999","10000051","937544792"<endrec>
"999","10000051","937544817"<endrec>
"999","10000051","937544818"<endrec>
"999","10000051","937544823"<endrec>
"999","10004259","937544828"<endrec>
"999","10004259","937544883"<endrec>
"999","10004259","937545726"<endrec>
"999","10004259","937545731"<endrec>
"999","10000051","937545733"<endrec>
"999","10000051","937545736"<endrec>
"999","10004259","937547764"<endrec>
"999","10000051","937547765"<endrec>
"999","10002878","937548730"<endrec>
"999","10004279","937548863"<endrec>
"999","10004279","937549762"<endrec>
"999","10004279","937549766"<endrec>
"999","10004279","937549767"<endrec>
"999","10000051","937550748"<endrec>
"999","10000051","937550751"<endrec>
"999","10000051","937550753"<endrec>
"999","10000051","937551760"<endrec>
"999","10000051","937551761"<endrec>
"999","10000119","937552748"<endrec>
"999","10000119","937552761"<endrec>
"999","10003230","937565731"<endrec>
"999","10003232","937565736"<endrec>
"999","10000051","937566820"<endrec>
"999","10000119","937566822"<endrec>
"999","10000110","937566828"<endrec>
"999","10000110","937566833"<endrec>
"999","10003140","937567741"<endrec>
"999","10003140","937567742"<endrec>
"999","10003140","937567744"<endrec>
"999","10003140","937567746"<endrec>
"999","10000051","937568726"<endrec>
"999","10000051","937569729"<endrec>
"999","10000294","937572776"<endrec>
"999","10003109","937574760"<endrec>
"999","10003109","937583760"<endrec>
"999","10000119","937583907"<endrec>
"999","10000119","937583914"<endrec>
"999","10000110","937585791"<endrec>
"999","10003109","937585829"<endrec>
"999","10003109","937585831"<endrec>
"999","10003109","937585832"<endrec>
"999","10003109","937585839"<endrec>
"999","10003109","937588761"<endrec>
"999","10003109","937588763"<endrec>
"999","10003109","937588765"<endrec>
"999","10003109","937594801"<endrec>
"999","10003109","937594802"<endrec>
"999","10000110","937612772"<endrec>
"999","10000110","937612805"<endrec>
"999","10000110","937612806"<endrec>
"999","10000119","937612818"<endrec>
"999","10000051","937612843"<endrec>
"999","10000110","937619777"<endrec>
"999","10002878","937619891"<endrec>
"999","10000110","937664914"<endrec>
"999","10000110","937664940"<endrec>
"999","10000110","937664947"<endrec>
"999","10000110","937664949"<endrec>
"999","10000110","937664950"<endrec>
"999","10000051","937664955"<endrec>
"999","10000110","937664976"<endrec>
"999","10000110","937664998"<endrec>
"999","10000110","937664999"<endrec>
"999","10000110","937665000"<endrec>
"999","10000110","937665001"<endrec>
"999","10002878","937665006"<endrec>
"999","10000110","937665031"<endrec>
"999","10000110","937665033"<endrec>
"999","10003779","937665089"<endrec>
"999","10000110","937683763"<endrec>
"999","10000110","937683775"<endrec>
"999","10000051","937683862"<endrec>
"AUD","10004089","937495627"<endrec>
"AUD","10004099","937496675"<endrec>
"CAD","10000110","937392894"<endrec>
"CAD","10000119","937392895"<endrec>
"CAD","10000110","937394923"<endrec>
"CAD","10000119","937397007"<endrec>
"CAD","10000119","937397008"<endrec>
"CAD","10000119","937408057"<endrec>
"CAD","10000119","937411102"<endrec>
"CAD","10000119","937414091"<endrec>
"CAD","10003739","937414128"<endrec>
"CAD","10003749","937415102"<endrec>
"CAD","10003750","937415179"<endrec>
"CAD","10000119","937415213"<endrec>
"CAD","10003751","937415248"<endrec>
"CAD","10003759","937417128"<endrec>
"CAD","10003759","937417133"<endrec>
"CAD","10003759","937417135"<endrec>
"CAD","10003759","937417137"<endrec>
"CAD","10003760","937417156"<endrec>
"CAD","10003759","937417178"<endrec>
"CAD","10003759","937417179"<endrec>
"CAD","10003759","937417180"<endrec>
"CAD","10003759","937417182"<endrec>
"CAD","10003769","937418092"<endrec>
"CAD","10003769","937418107"<endrec>
"CAD","10000119","937418117"<endrec>
"CAD","10003131","937418119"<endrec>
"CAD","10003770","937418134"<endrec>
"CAD","10003769","937419091"<endrec>
"CAD","10003779","937419119"<endrec>
"CAD","10003779","937419125"<endrec>
"CAD","10003131","937419127"<endrec>
"CAD","10003779","937419133"<endrec>
"CAD","10000119","937420164"<endrec>
"CAD","10000119","937420165"<endrec>
"CAD","10003739","937421176"<endrec>
"CAD","10003789","937422140"<endrec>
"CAD","10003801","937423243"<endrec>
"CAD","10003802","937423247"<endrec>
"CAD","10003802","937423273"<endrec>
"CAD","10003131","937424136"<endrec>
"CAD","10000119","937427206"<endrec>
"CAD","10003809","937427215"<endrec>
"CAD","10003819","937428153"<endrec>
"CAD","10003820","937428288"<endrec>
"CAD","10003779","937428337"<endrec>
"CAD","10000119","937429162"<endrec>
"CAD","10000119","937429166"<endrec>
"CAD","10000119","937432149"<endrec>
"CAD","10000119","937441225"<endrec>
"CAD","10000119","937443226"<endrec>
"CAD","10003869","937448253"<endrec>
"CAD","10003889","937451267"<endrec>
"CAD","10000119","937451292"<endrec>
"CAD","10000119","937451299"<endrec>
"CAD","10000119","937455336"<endrec>
"CAD","10000119","937455340"<endrec>
"CAD","10000119","937456306"<endrec>
"CAD","10003909","937456372"<endrec>
"CAD","10003909","937456374"<endrec>
"CAD","10003919","937461497"<endrec>
"CAD","10000119","937465474"<endrec>
"CAD","10000119","937465511"<endrec>
"CAD","10003939","937465527"<endrec>
"CAD","10003779","937467552"<endrec>
"CAD","10003949","937467672"<endrec>
"CAD","10003960","937468683"<endrec>
"CAD","10003961","937468732"<endrec>
"CAD","10003969","937469643"<endrec>
"CAD","10003969","937469644"<endrec>
"CAD","10003969","937470593"<endrec>
"CAD","10003969","937470594"<endrec>
"CAD","10003969","937470607"<endrec>
"CAD","10003969","937470610"<endrec>
"CAD","10003969","937470611"<endrec>
"CAD","10000273","937470632"<endrec>
"CAD","10000353","937470638"<endrec>
"CAD","10000361","937470640"<endrec>
"CAD","10003979","937470693"<endrec>
"CAD","10003980","937470696"<endrec>
"CAD","10003979","937470697"<endrec>
"CAD","10003981","937470743"<endrec>
"CAD","10003982","937470748"<endrec>
"CAD","10003982","937470760"<endrec>
"CAD","10003982","937470762"<endrec>
"CAD","10003981","937470785"<endrec>
"CAD","10003939","937470801"<endrec>
"CAD","10003983","937470805"<endrec>
"CAD","10003982","937470848"<endrec>
"CAD","10003982","937470852"<endrec>
"CAD","10003739","937470874"<endrec>
"CAD","10003989","937471538"<endrec>
"CAD","10000119","937471580"<endrec>
"CAD","10000119","937471581"<endrec>
"CAD","10003749","937472578"<endrec>
"CAD","10003749","937472580"<endrec>
"CAD","10003749","937473549"<endrec>
"CAD","10003749","937473550"<endrec>
"CAD","10003749","937473558"<endrec>
"CAD","10003999","937474549"<endrec>
"CAD","10000119","937475555"<endrec>
"CAD","10000119","937475562"<endrec>
"CAD","10000119","937475563"<endrec>
"CAD","10003759","937481542"<endrec>
"CAD","10003980","937483551"<endrec>
"CAD","10003980","937483553"<endrec>
"CAD","10003980","937483554"<endrec>
"CAD","10004029","937487631"<endrec>
"CAD","10004029","937487641"<endrec>
"CAD","10004039","937488614"<endrec>
"CAD","10004049","937489603"<endrec>
"CAD","10004050","937489604"<endrec>
"CAD","10004029","937490606"<endrec>
"CAD","10000119","937490623"<endrec>
"CAD","10004049","937490652"<endrec>
"CAD","10004079","937492616"<endrec>
"CAD","10003739","937495598"<endrec>
"CAD","10003909","937495616"<endrec>
"CAD","10004089","937495627"<endrec>
"CAD","10003739","937496651"<endrec>
"CAD","10004099","937496675"<endrec>
"CAD","10004100","937496682"<endrec>
"CAD","10004101","937496688"<endrec>
"CAD","10004102","937496709"<endrec>
"CAD","10004103","937496712"<endrec>
"CAD","10004104","937496799"<endrec>
"CAD","10003983","937497696"<endrec>
"CAD","10003983","937497719"<endrec>
"CAD","10004119","937498753"<endrec>
"CAD","10004120","937498766"<endrec>
"CAD","10004119","937499729"<endrec>
"CAD","10004129","937503726"<endrec>
"CAD","10004104","937504726"<endrec>
"CAD","10004104","937509731"<endrec>
"CAD","10003939","937509732"<endrec>
"CAD","10004139","937509762"<endrec>
"CAD","10004142","937509878"<endrec>
"CAD","10004143","937509889"<endrec>
"CAD","10004144","937509890"<endrec>
"CAD","10004145","937510095"<endrec>
"CAD","10004146","937510225"<endrec>
"CAD","10003980","937510227"<endrec>
"CAD","10004147","937510290"<endrec>
"CAD","10004148","937510430"<endrec>
"CAD","10004150","937510729"<endrec>
"CAD","10004150","937510731"<endrec>
"CAD","10004159","937512808"<endrec>
"CAD","10004160","937512847"<endrec>
"CAD","10004161","937512877"<endrec>
"CAD","10004161","937512885"<endrec>
"CAD","10004162","937512887"<endrec>
"CAD","10004163","937512929"<endrec>
"CAD","10004161","937513741"<endrec>
"CAD","10004162","937513742"<endrec>
"CAD","10004169","937514816"<endrec>
"CAD","10004170","937514824"<endrec>
"CAD","10004170","937514827"<endrec>
"CAD","10004170","937514828"<endrec>
"CAD","10004170","937514829"<endrec>
"CAD","10004170","937514831"<endrec>
"CAD","10004171","937514836"<endrec>
"CAD","10004171","937514841"<endrec>
"CAD","10004171","937514848"<endrec>
"CAD","10004172","937514871"<endrec>
"CAD","10004173","937514872"<endrec>
"CAD","10004174","937514882"<endrec>
"CAD","10004175","937514893"<endrec>
"CAD","10004176","937514922"<endrec>
"CAD","10004177","937514924"<endrec>
"CAD","10004180","937515774"<endrec>
"CAD","10000119","937515776"<endrec>
"CAD","10004181","937515778"<endrec>
"CAD","10004182","937515782"<endrec>
"CAD","10004184","937515816"<endrec>
"CAD","10003980","937526740"<endrec>
"CAD","10004189","937527750"<endrec>
"CAD","10003980","937528753"<endrec>
"CAD","10000119","937529756"<endrec>
"CAD","10000119","937531753"<endrec>
"CAD","10000119","937531757"<endrec>
"CAD","10004199","937531776"<endrec>
"CAD","10000119","937532757"<endrec>
"CAD","10004209","937532759"<endrec>
"CAD","10004210","937532761"<endrec>
"CAD","10004211","937532804"<endrec>
"CAD","10004029","937532805"<endrec>
"CAD","10004029","937532809"<endrec>
"CAD","10004049","937532810"<endrec>
"CAD","10004049","937532813"<endrec>
"CAD","10004050","937532818"<endrec>
"CAD","10004050","937532820"<endrec>
"CAD","10004050","937532836"<endrec>
"CAD","10003939","937532852"<endrec>
"CAD","10003983","937532869"<endrec>
"CAD","10004212","937532907"<endrec>
"CAD","10004219","937533784"<endrec>
"CAD","10004219","937533789"<endrec>
"CAD","10004220","937533794"<endrec>
"CAD","10004223","937533861"<endrec>
"CAD","10004219","937535734"<endrec>
"CAD","10000119","937535829"<endrec>
"CAD","10000119","937535831"<endrec>
"CAD","10000119","937535872"<endrec>
"CAD","10004229","937536775"<endrec>
"CAD","10004239","937537732"<endrec>
"CAD","10004240","937537733"<endrec>
"CAD","10004239","937537735"<endrec>
"CAD","10004229","937537737"<endrec>
"CAD","10004229","937537738"<endrec>
"CAD","10004229","937537739"<endrec>
"CAD","10004249","937539740"<endrec>
"CAD","10004250","937539745"<endrec>
"CAD","10004219","937539761"<endrec>
"CAD","10004219","937539762"<endrec>
"CAD","10004251","937539810"<endrec>
"CAD","10004250","937539821"<endrec>
"CAD","10004250","937539824"<endrec>
"CAD","10004250","937539827"<endrec>
"CAD","10004252","937539860"<endrec>
"CAD","10004252","937539862"<endrec>
"CAD","10000273","937539922"<endrec>
"CAD","10003989","937542755"<endrec>
"CAD","10003989","937542756"<endrec>
"CAD","10003989","937542757"<endrec>
"CAD","10004252","937544872"<endrec>
"CAD","10004269","937545735"<endrec>
"CAD","10004239","937548830"<endrec>
"CAD","10004250","937548861"<endrec>
"CAD","10004177","937551735"<endrec>
"CAD","10004250","937552732"<endrec>
"CAD","10004239","937552734"<endrec>
"CAD","10000119","937552748"<endrec>
"CAD","10000119","937552761"<endrec>
"CAD","10003759","937566759"<endrec>
"CAD","10000119","937566822"<endrec>
"CAD","10004289","937566842"<endrec>
"CAD","10004289","937566891"<endrec>
"CAD","10004289","937566893"<endrec>
"CAD","10003739","937571744"<endrec>
"CAD","10003739","937571746"<endrec>
"CAD","10003739","937571750"<endrec>
"CAD","10004309","937572785"<endrec>
"CAD","10004310","937572795"<endrec>
"CAD","10000119","937583907"<endrec>
"CAD","10000119","937583914"<endrec>
"CAD","10003983","937585817"<endrec>
"CAD","10003983","937585819"<endrec>
"CAD","10004379","937594783"<endrec>
"CAD","10004104","937594807"<endrec>
"CAD","10004104","937594808"<endrec>
"CAD","10004389","937596761"<endrec>
"CAD","10004399","937598767"<endrec>
"CAD","10004389","937607774"<endrec>
"CAD","10004409","937607779"<endrec>
"CAD","10004410","937607780"<endrec>
"CAD","10004429","937611759"<endrec>
"CAD","10004430","937611760"<endrec>
"CAD","10004431","937611761"<endrec>
"CAD","10004432","937611762"<endrec>
"CAD","10000119","937612818"<endrec>
"CAD","10003983","937612922"<endrec>
"CAD","10003909","937619760"<endrec>
"CAD","10004500","937619787"<endrec>
"CAD","10004501","937619799"<endrec>
"CAD","10003980","937664952"<endrec>
"CAD","10003980","937664954"<endrec>
"CAD","10003980","937664960"<endrec>
"CAD","10003980","937664961"<endrec>
"CAD","10003980","937664964"<endrec>
"CAD","10003980","937665060"<endrec>
"CAD","10003779","937665089"<endrec>
"CAD","10003980","937665128"<endrec>
"CAD","10005369","937707786"<endrec>
"CAD","10005370","937707803"<endrec>
"GBP","10000007","937255706"<endrec>
"GBP","10000008","937255707"<endrec>
"GBP","10000009","937255708"<endrec>
"GBP","10002878","937255709"<endrec>
"GBP","10000110","937255710"<endrec>
"GBP","10000054","937255711"<endrec>
"GBP","10002401","937255712"<endrec>
"GBP","10000071","937255713"<endrec>
"GBP","10000057","937255714"<endrec>
"GBP","10000059","937255715"<endrec>
"GBP","10000097","937255716"<endrec>
"GBP","10000136","937255717"<endrec>
"GBP","10000120","937255718"<endrec>
"GBP","10002819","937255719"<endrec>
"GBP","10000133","937255720"<endrec>
"GBP","10000132","937255721"<endrec>
"GBP","10000156","937255722"<endrec>
"GBP","10000056","937255723"<endrec>
"GBP","10000058","937255724"<endrec>
"GBP","10002587","937258771"<endrec>
"GBP","10000051","937258789"<endrec>
"GBP","10000378","937258798"<endrec>
"GBP","10003129","937259686"<endrec>
"GBP","10003130","937259688"<endrec>
"GBP","10003131","937259689"<endrec>
"GBP","10003132","937259690"<endrec>
"GBP","10003133","937259691"<endrec>
"GBP","10003134","937259692"<endrec>
"GBP","10003135","937259693"<endrec>
"GBP","10003136","937259694"<endrec>
"GBP","10000374","937260721"<endrec>
"GBP","10000121","937260722"<endrec>
"GBP","10003140","937260723"<endrec>
"GBP","10003141","937260724"<endrec>
"GBP","10003142","937260725"<endrec>
"GBP","10003143","937260726"<endrec>
"GBP","10003144","937260727"<endrec>
"GBP","10003145","937260728"<endrec>
"GBP","10003146","937260729"<endrec>
"GBP","10003147","937260730"<endrec>
"GBP","10003129","937260736"<endrec>
"GBP","10003130","937260764"<endrec>
"GBP","10003133","937260765"<endrec>
"GBP","10003134","937260766"<endrec>
"GBP","10003135","937260767"<endrec>
"GBP","10003136","937260768"<endrec>
"GBP","10003140","937260772"<endrec>
"GBP","10003142","937260773"<endrec>
"GBP","10003143","937260774"<endrec>
"GBP","10003144","937260775"<endrec>
"GBP","10003141","937260776"<endrec>
"GBP","10003145","937260777"<endrec>
"GBP","10003129","937260779"<endrec>
"GBP","10003130","937260780"<endrec>
"GBP","10003133","937260781"<endrec>
"GBP","10003134","937260782"<endrec>
"GBP","10003135","937260783"<endrec>
"GBP","10003136","937260784"<endrec>
"GBP","10003140","937260785"<endrec>
"GBP","10003142","937260786"<endrec>
"GBP","10003143","937260787"<endrec>
"GBP","10003144","937260788"<endrec>
"GBP","10003141","937260789"<endrec>
"GBP","10003145","937260790"<endrec>
"GBP","10003149","937261712"<endrec>
"GBP","10003149","937261714"<endrec>
"GBP","10000051","937262715"<endrec>
"GBP","10002878","937262771"<endrec>
"GBP","10003135","937263683"<endrec>
"GBP","10003135","937263695"<endrec>
"GBP","10003135","937263696"<endrec>
"GBP","10003129","937263697"<endrec>
"GBP","10002401","937265753"<endrec>
"GBP","10002401","937265754"<endrec>
"GBP","10002878","937266792"<endrec>
"GBP","10003199","937270826"<endrec>
"GBP","10003200","937270829"<endrec>
"GBP","10000054","937270832"<endrec>
"GBP","10000097","937273822"<endrec>
"GBP","10002878","937276823"<endrec>
"GBP","10000054","937277818"<endrec>
