CHANNEL,LOAD_DATA_TS,SERVICE_UNIQUE_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  <endrec>
"1002","","937417105"<endrec>
"1002","","937417126"<endrec>
"1002","","937417129"<endrec>
"1002","","937417131"<endrec>
"1002","","937417157"<endrec>
"1002","","937417161"<endrec>
"1002","","937417162"<endrec>
"1002","","937417166"<endrec>
"1002","","937417176"<endrec>
"1002","","937418071"<endrec>
"1002","","937418094"<endrec>
"1002","","937418096"<endrec>
"1002","","937418100"<endrec>
"1002","","937418116"<endrec>
"1002","","937418121"<endrec>
"1002","","937418150"<endrec>
"1002","","937418191"<endrec>
"1002","","937418192"<endrec>
"1002","","937418195"<endrec>
"1002","","937419067"<endrec>
"1002","","937419086"<endrec>
"1002","","937419100"<endrec>
"1002","","937419101"<endrec>
"1002","","937419120"<endrec>
"1002","","937419126"<endrec>
"1002","","937420147"<endrec>
"1002","","937420150"<endrec>
"1002","","937420159"<endrec>
"1002","","937422141"<endrec>
"1002","","937423144"<endrec>
"1002","","937423145"<endrec>
"1002","","937423150"<endrec>
"1002","","937423154"<endrec>
"1002","","937423158"<endrec>
"1002","","937423164"<endrec>
"1002","","937423249"<endrec>
"1002","","937425139"<endrec>
"1002","","937425142"<endrec>
"1002","","937425156"<endrec>
"1002","","937426143"<endrec>
"1002","","937426177"<endrec>
"1002","","937427216"<endrec>
"1002","","937428154"<endrec>
"1002","","937428155"<endrec>
"1002","","937429144"<endrec>
"1002","","937429158"<endrec>
"1002","","937429171"<endrec>
"1002","","937429172"<endrec>
"1002","","937429175"<endrec>
"1002","","937429177"<endrec>
"1002","","937429183"<endrec>
"1002","","937429184"<endrec>
"1002","","937430142"<endrec>
"1002","","937430143"<endrec>
"1002","","937430168"<endrec>
"1002","","937430195"<endrec>
"1002","","937430212"<endrec>
"1002","","937430213"<endrec>
"1002","","937430214"<endrec>
"1002","","937430215"<endrec>
"1002","","937430223"<endrec>
"1002","","937430225"<endrec>
"1002","","937430242"<endrec>
"1002","","937430288"<endrec>
"1002","","937430312"<endrec>
"1002","","937432138"<endrec>
"1002","","937432170"<endrec>
"1002","","937432186"<endrec>
"1002","","937433137"<endrec>
"1002","","937433138"<endrec>
"1002","","937433141"<endrec>
"1002","","937433142"<endrec>
"1002","","937433143"<endrec>
"1002","","937433162"<endrec>
"1002","","937433165"<endrec>
"1002","","937433228"<endrec>
"1002","","937433232"<endrec>
"1002","","937434146"<endrec>
"1002","","937436139"<endrec>
"1002","","937436140"<endrec>
"1002","","937436150"<endrec>
"1002","","937437137"<endrec>
"1002","","937437138"<endrec>
"1002","","937437151"<endrec>
"1002","","937437157"<endrec>
"1002","","937437204"<endrec>
"1002","","937437210"<endrec>
"1002","","937442227"<endrec>
"1002","","937443235"<endrec>
"1002","","937447258"<endrec>
"1002","","937447259"<endrec>
"1002","","937447260"<endrec>
"1002","","937447265"<endrec>
