CREDIT_MESSAGE,DEBIT_MESSAGE,REASON_TYPE,TAX_CHARGETYPE_ID,TAX_CHARGE_UNIQUE_ID,TAX_PAYER_ACCOUNT,TAX_PAYER_IDENTITY_TYPE,TAX_RECEIVER_ACCOUNT,TAX_RECEIVER_IDENTITY_TYPE,TRANSACTION_TYPE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              <endrec>
"","","10000119","0","937284845","10011","1004","10011","1003","20020"<endrec>
"Tax Receiver","Tax Payer","10000119","0","937298837","10011","1004","10033","1005","20020"<endrec>
"Tax Receiver","Tax Payer","10000119","0","937320885","10011","1004","10033","1005","20020"<endrec>
"Tax Receiver","Tax Payer","10000119","0","937324876","10011","1004","10033","1005","20020"<endrec>
"Tax Receiver","Tax Payer","10000119","0","937330976","10011","1004","10033","1005","20020"<endrec>
"Tax amount","Tax amount","10000119","0","937365102","10011","1004","10011","1003","20020"<endrec>
"Tax amount","Tax amount","10000119","0","937365103","10011","1004","10011","1003","20020"<endrec>
"Tax amount","Tax amount","10000119","0","937365117","10011","1004","10011","1003","20020"<endrec>
"Tax amount","Tax amount","10000119","0","937365120","10011","1004","10011","1003","20020"<endrec>
"Tax amount","Tax amount","10000119","0","937366316","10011","1004","10011","1003","20020"<endrec>
"Tax amount","Tax amount","10000119","0","937378469","10011","1004","10011","1003","20020"<endrec>
"Tax amount","Tax amount","10000119","0","937378478","10011","1004","10011","1003","20020"<endrec>
"Tax amount","Tax amount","10000119","0","937378486","10011","1004","10011","1003","20020"<endrec>
"test tax amount","test amount","10000119","0","937389576","10011","1003","10011","1005","20020"<endrec>
"Tax amount","Tax amount","10000119","0","937416103","10011","1004","10011","1003","20020"<endrec>
"Tax amount","Tax amount","10000119","0","937423184","10011","1004","10011","1003","20020"<endrec>
"test tax amount","test amount","10000119","0","937423192","10011","1003","10011","1005","20020"<endrec>
"test tax amount","test amount","10000119","0","937423196","10011","1003","10011","1005","20020"<endrec>
"Tax amount","Tax amount","10000119","0","937423197","10011","1004","10011","1003","20020"<endrec>
"Tax amount","Tax amount","10000119","0","937423199","10011","1004","10011","1003","20020"<endrec>
"Tax amount","Tax amount","10000119","0","937423231","10011","1004","10011","1003","20020"<endrec>
"Tax amount","Tax amount","10000119","0","937423251","10011","1004","10011","1003","20020"<endrec>
"Tax amount","Tax amount","10000119","0","937461505","10011","1004","10011","1003","20020"<endrec>
"Tax amount","Tax amount","10000119","0","937461514","10011","1004","10011","1003","20020"<endrec>
"Tax amount","Tax amount","10000119","0","937462322","10011","1004","10011","1003","20020"<endrec>
"test tax amount","test amount","10000119","0","937468626","10011","1003","10011","1005","20020"<endrec>
"Tax amount","Tax amount","10000119","0","937468628","10011","1004","10011","1003","20020"<endrec>
"Tax amount","Tax amount","10000119","0","937502732","10011","1004","10011","1003","20020"<endrec>
"test tax amount","test amount","10000119","0","937512845","10011","1003","10011","1005","20020"<endrec>
"test tax amount","test amount","10000119","0","937512920","10011","1003","10011","1005","20020"<endrec>
"test tax amount","test amount","10000119","0","937512922","10011","1003","10011","1005","20020"<endrec>
"test tax amount","test amount","10000119","0","937539892","10011","1003","10011","1005","20020"<endrec>
"test tax amount","test amount","10000119","0","937545742","10011","1003","10011","1005","20020"<endrec>
"test tax amount","test amount","10000119","0","937547748","10011","1003","10011","1005","20020"<endrec>
"","","10000119","15010","937260761","10011","1009","10011","1008","20020"<endrec>
"{SP}","{CreditParty}","10000133","0","937212542","10011","1003","10033","1005","20008"<endrec>
"Tax on charge tier decrease","Tax on charge tier decrease","10000133","10009","937218910","10011","1009","10033","1005","20008"<endrec>
"Tax on charge tier decrease","Tax on charge tier decrease","10000133","10023","937219096","10011","1009","10033","1005","20008"<endrec>
"","","10000133","22016","937320884","10011","1008","10033","1005","20008"<endrec>
"Tax on charge tier decrease","Tax on charge tier decrease","10000133","33078","937417083","10011","1009","10033","1005","20008"<endrec>
"Tax on charge tier decrease","Tax on charge tier decrease","10000133","35122","937423278","10011","1009","10033","1005","20008"<endrec>
"Tax on charge tier decrease","Tax on charge tier decrease","10000133","35125","937423283","10011","1009","10033","1005","20008"<endrec>
"Tax on charge tier decrease","Tax on charge tier decrease","10000133","35136","937423292","10011","1009","10033","1005","20008"<endrec>
"","","10000133","39198","937468564","10011","1008","10033","1005","20008"<endrec>
"Tax on charge tier decrease","Tax on charge tier decrease","10000133","46206","937522737","10011","1009","10033","1005","20008"<endrec>
"","","10000133","5008","937212540","10011","1008","10033","1005","20008"<endrec>
"","","10000133","51206","937569734","10011","1008","10033","1005","20008"<endrec>
"","","10000133","51214","937569738","10011","1008","10033","1005","20008"<endrec>
"","","10000133","6016","937213569","10011","1008","10033","1005","20008"<endrec>
"","","10000133","6018","937213570","10011","1008","10033","1005","20008"<endrec>
"","","10000133","6031","937213597","10011","1008","10033","1005","20008"<endrec>
"","","10000133","6034","937213599","10011","1008","10033","1005","20008"<endrec>
"","","10000133","6037","937213602","10011","1008","10033","1005","20008"<endrec>
"","","10000133","6039","937213603","10011","1008","10033","1005","20008"<endrec>
"","","10000133","6042","937213606","10011","1008","10033","1005","20008"<endrec>
"","","10000133","6045","937213614","10011","1008","10033","1005","20008"<endrec>
"","","10000133","7008","937214551","10011","1008","10033","1005","20008"<endrec>
"","","10000133","7012","937214556","10011","1008","10033","1005","20008"<endrec>
"Tax on charge tier decrease","Tax on charge tier decrease","10000133","8008","937216642","10011","1009","10033","1005","20008"<endrec>
"","","10000133","8009","937216643","10011","1008","10033","1005","20008"<endrec>
"Tax on charge tier increase","Tax on charge tier increase","10000133","8011","937216644","10011","1009","10033","1005","20008"<endrec>
"","","10000134","0","937217594","10011","1004","10011","1005","20008"<endrec>
"Tax on charge tier decrease","Tax on charge tier decrease","10000134","10009","937218910","10011","1009","10033","1005","20008"<endrec>
"Tax on charge tier decrease","Tax on charge tier decrease","10000134","10023","937219096","10011","1009","10033","1005","20008"<endrec>
"tax on charge","tax on charge","10000134","22016","937320884","10011","1009","10033","1005","20008"<endrec>
"Tax on charge tier decrease","Tax on charge tier decrease","10000134","33078","937417083","10011","1009","10033","1005","20008"<endrec>
"Tax on charge tier decrease","Tax on charge tier decrease","10000134","35122","937423278","10011","1009","10033","1005","20008"<endrec>
"Tax on charge tier decrease","Tax on charge tier decrease","10000134","35125","937423283","10011","1009","10033","1005","20008"<endrec>
"Tax on charge tier decrease","Tax on charge tier decrease","10000134","35136","937423292","10011","1009","10033","1005","20008"<endrec>
"tax on charge","tax on charge","10000134","39198","937468564","10011","1009","10033","1005","20008"<endrec>
"Tax on charge tier decrease","Tax on charge tier decrease","10000134","46206","937522737","10011","1009","10033","1005","20008"<endrec>
"tax on charge","tax on charge","10000134","51206","937569734","10011","1009","10033","1005","20008"<endrec>
"tax on charge","tax on charge","10000134","51214","937569738","10011","1009","10033","1005","20008"<endrec>
"tax on charge","tax on charge","10000134","7012","937214556","10011","1009","10033","1005","20008"<endrec>
"Tax on charge tier decrease","Tax on charge tier decrease","10000134","8008","937216642","10011","1009","10033","1005","20008"<endrec>
"tax on charge","tax on charge","10000134","8009","937216643","10011","1009","10033","1005","20008"<endrec>
"Tax on charge tier increase","Tax on charge tier increase","10000134","8011","937216644","10011","1009","10033","1005","20008"<endrec>
"tax on airtime","tax on airtime","10000248","0","937211545","10011","1004","10033","1005","20018"<endrec>
"tax on airtime","tax on airtime","10000248","0","937211547","10011","1004","10033","1005","20018"<endrec>
"tax on airtime","tax on airtime","10000248","0","937211550","10011","1004","10033","1005","20018"<endrec>
"tax on airtime","tax on airtime","10000248","0","937212542","10011","1004","10033","1005","20018"<endrec>
"tax on airtime","tax on airtime","10000248","0","937212546","10011","1004","10033","1005","20018"<endrec>
"tax on airtime","tax on airtime","10000248","0","937212552","10011","1004","10033","1005","20018"<endrec>
"tax on airtime","tax on airtime","10000248","0","937213554","10011","1004","10033","1005","20018"<endrec>
"tax on airtime","tax on airtime","10000248","0","937213565","10011","1004","10033","1005","20018"<endrec>
"tax on airtime","tax on airtime","10000248","0","937213566","10011","1004","10033","1005","20018"<endrec>
"tax on airtime","tax on airtime","10000248","0","937213574","10011","1004","10033","1005","20018"<endrec>
"tax on airtime","tax on airtime","10000248","0","937213575","10011","1004","10033","1005","20018"<endrec>
"tax on airtime","tax on airtime","10000248","0","937213577","10011","1004","10033","1005","20018"<endrec>
"tax on airtime","tax on airtime","10000248","0","937213581","10011","1004","10033","1005","20018"<endrec>
"tax on airtime","tax on airtime","10000248","0","937214645","10011","1004","10033","1005","20018"<endrec>
"tax on airtime","tax on airtime","10000248","0","937214646","10011","1004","10033","1005","20018"<endrec>
"tax on airtime","tax on airtime","10000248","0","937229598","10011","1004","10033","1005","20018"<endrec>
"Discount tax","Discount tax","10000248","19016","937285835","10011","1009","10011","1005","20018"<endrec>
"Discount tax","Discount tax","10000248","23019","937348958","10011","1009","10011","1005","20018"<endrec>
"Discount tax","Discount tax","10000248","24019","937349903","10011","1009","10011","1005","20018"<endrec>
"Discount tax","Discount tax","10000248","24023","937349905","10011","1009","10011","1005","20018"<endrec>
"Discount tax","Discount tax","10000248","25027","937361004","10011","1009","10011","1005","20018"<endrec>
"Discount tax","Discount tax","10000248","28048","937382565","10011","1009","10011","1005","20018"<endrec>
"Discount tax","Discount tax","10000248","30060","937389602","10011","1009","10011","1005","20018"<endrec>
"Discount tax","Discount tax","10000248","30064","937389608","10011","1009","10011","1005","20018"<endrec>
"Discount tax","Discount tax","10000248","30069","937389610","10011","1009","10011","1005","20018"<endrec>
"test23","test23","10000248","35084","937423179","10011","1009","10033","1008","20018"<endrec>
"55test45","test45","10000248","35087","937423181","10011","1009","10033","1008","20018"<endrec>
"Discount tax","Discount tax","10000248","35090","937423201","10011","1009","10011","1005","20018"<endrec>
"Discount tax","Discount tax","10000248","35096","937423204","10011","1009","10011","1005","20018"<endrec>
"test23","test23","10000248","35101","937423205","10011","1009","10033","1008","20018"<endrec>
"test23","test23","10000248","35102","937423209","10011","1009","10033","1008","20018"<endrec>
"test23","test23","10000248","35121","937423277","10011","1009","10033","1008","20018"<endrec>
"test23","test23","10000248","35139","937423298","10011","1009","10033","1008","20018"<endrec>
"test23","test23","10000248","36146","937445289","10011","1009","10033","1008","20018"<endrec>
"Tax on charge percentage decrease","Tax on charge percentage decrease","10000248","37156","937461393","10011","1009","10033","1005","20018"<endrec>
"Tax on charge percentage decrease","Tax on charge percentage decrease","10000248","37159","937461488","10011","1008","10033","1005","20018"<endrec>
"test23","test23","10000248","38167","937462390","10011","1009","10033","1008","20018"<endrec>
"Discount tax","Discount tax","10000248","54205","937609786","10011","1009","10011","1005","20018"<endrec>
"","","10000302","0","937279990","10011","1004","10011","1003","20009"<endrec>
"","","10000302","0","937280001","10011","1004","10011","1003","20009"<endrec>
"","","10000302","0","937281884","10011","1004","10011","1003","20009"<endrec>
"","","10000302","0","937281923","10011","1004","10011","1003","20009"<endrec>
"","","10000302","0","937281953","10011","1004","10011","1003","20009"<endrec>
"","","10000302","0","937281956","10011","1004","10011","1003","20009"<endrec>
"","","10000302","0","937283819","10011","1004","10011","1003","20009"<endrec>
"","","10000302","0","937283834","10011","1004","10011","1003","20009"<endrec>
"","","10000302","0","937283837","10011","1004","10011","1003","20009"<endrec>
"","","10000302","0","937283838","10011","1004","10011","1003","20009"<endrec>
"","","10000302","0","937283847","10011","1004","10011","1003","20009"<endrec>
"","","10000302","0","937283856","10011","1004","10011","1003","20009"<endrec>
"","","10000302","0","937284845","10011","1004","10011","1003","20009"<endrec>
"","","10000302","0","937298837","10011","1004","10011","1003","20009"<endrec>
"","","10000302","0","937320885","10011","1004","10011","1003","20009"<endrec>
"","","10000302","0","937324876","10011","1004","10011","1003","20009"<endrec>
"","","10000302","0","937330976","10011","1004","10011","1003","20009"<endrec>
"","","10000302","0","937356930","10011","1004","10011","1003","20009"<endrec>
"","","10000302","0","937358009","10011","1004","10011","1003","20009"<endrec>
"","","10000302","0","937365092","10011","1004","10011","1003","20009"<endrec>
"","","10000302","0","937365102","10011","1004","10011","1003","20009"<endrec>
"","","10000302","0","937365103","10011","1004","10011","1003","20009"<endrec>
"","","10000302","0","937365117","10011","1004","10011","1003","20009"<endrec>
"","","10000302","0","937365120","10011","1004","10011","1003","20009"<endrec>
"","","10000302","0","937366316","10011","1004","10011","1003","20009"<endrec>
"","","10000302","0","937378469","10011","1004","10011","1003","20009"<endrec>
"","","10000302","0","937378478","10011","1004","10011","1003","20009"<endrec>
"","","10000302","0","937378486","10011","1004","10011","1003","20009"<endrec>
"","","10000302","0","937416103","10011","1004","10011","1003","20009"<endrec>
"","","10000302","0","937423184","10011","1004","10011","1003","20009"<endrec>
"","","10000302","0","937423197","10011","1004","10011","1003","20009"<endrec>
"","","10000302","0","937423199","10011","1004","10011","1003","20009"<endrec>
"","","10000302","0","937423231","10011","1004","10011","1003","20009"<endrec>
"","","10000302","0","937423251","10011","1004","10011","1003","20009"<endrec>
"","","10000302","0","937461505","10011","1004","10011","1003","20009"<endrec>
"","","10000302","0","937461514","10011","1004","10011","1003","20009"<endrec>
"","","10000302","0","937462322","10011","1004","10011","1003","20009"<endrec>
"","","10000302","0","937468628","10011","1004","10011","1003","20009"<endrec>
"","","10000302","0","937502732","10011","1004","10011","1003","20009"<endrec>
"Tax on Principle fixed increase","Tax on Principle fixed increase","10000302","0","937513765","10011","1004","10011","1003","20009"<endrec>
"Tax on Principle fixed increase","Tax on Principle fixed increase","10000302","0","937514930","10011","1004","10011","1003","20009"<endrec>
"Tax on Principle fixed increase","Tax on Principle fixed increase","10000302","0","937514931","10011","1004","10011","1003","20009"<endrec>
"Tax on Principle fixed increase","Tax on Principle fixed increase","10000302","0","937522736","10011","1004","10011","1003","20009"<endrec>
"Tax on Principle fixed increase","Tax on Principle fixed increase","10000302","0","937522743","10011","1004","10011","1003","20009"<endrec>
"Tax on Principle fixed increase","Tax on Principle fixed increase","10000302","0","937535854","10011","1004","10011","1003","20009"<endrec>
"Tax on Principle fixed increase","Tax on Principle fixed increase","10000302","0","937539885","10011","1004","10011","1003","20009"<endrec>
"Tax on Principle fixed increase","Tax on Principle fixed increase","10000302","0","937539893","10011","1004","10011","1003","20009"<endrec>
"tax","tax","10000339","0","937331875","10011","1004","10019","1003","20003"<endrec>
"tax","tax","10000339","0","937356931","10011","1004","10019","1003","20003"<endrec>
"tax","tax","10000339","0","937358010","10011","1004","10019","1003","20003"<endrec>
"tax","tax","10000339","0","937365118","10011","1004","10019","1003","20003"<endrec>
"tax","tax","10000339","0","937366296","10011","1004","10019","1003","20003"<endrec>
"tax","tax","10000339","0","937378474","10011","1004","10019","1003","20003"<endrec>
"tax","tax","10000339","0","937423259","10011","1004","10019","1003","20003"<endrec>
"","","10002367","0","937340916","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937365146","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937365147","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937365148","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937365212","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937365219","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937366268","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937366269","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937366270","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937366317","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937366319","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937366320","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937366364","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937368399","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937368401","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937369388","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937369389","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937369390","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937371460","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937371461","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937371462","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937371606","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937371625","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937375496","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937375498","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937375499","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937376458","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937376504","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937376505","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937376506","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937376619","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937376620","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937376621","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937376649","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937376650","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937376653","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937377497","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937404943","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937426187","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937445273","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937533805","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937601802","10011","1004","10011","1003","20798"<endrec>
"","","10002367","0","937619808","10011","1004","10011","1003","20798"<endrec>
"","","10002475","0","937512795","21188","1005","10011","1005","20004"<endrec>
"tset","tset","10002561","0","937571734","10011","1003","10024","1004","20006"<endrec>
"test","test","10002619","0","937217787","10011","1004","10011","1005","21499"<endrec>
"Principle percent increase","Principle percent increase","10002619","0","937219002","10011","1004","10033","1005","21499"<endrec>
"Principle percent increase","Principle percent increase","10002619","0","937219004","10011","1003","10033","1005","21499"<endrec>
"test","test","10002619","0","937224557","10011","1004","10011","1005","21499"<endrec>
"test","test","10002619","0","937253708","10011","1004","10011","1005","21499"<endrec>
"","","10002619","0","937416103","10011","1004","21047","1005","21499"<endrec>
"","","10002619","0","937423184","10011","1004","21047","1005","21499"<endrec>
"TAX","TAX","10002619","10012","937218910","10011","1008","10033","1005","21499"<endrec>
"{CreditParty}","{DebitParty}","10002620","0","937229573","10011","1003","21047","1005","21499"<endrec>
"Auto Sweep","Auto Sweep","10002626","0","937217593","10011","1005","10152","1003","21505"<endrec>
"","","10002626","0","937217596","10011","1004","10033","1005","21505"<endrec>
"","","10002626","0","937218866","10011","1004","10033","1005","21505"<endrec>
"Auto Sweep","Auto Sweep","10002626","0","937224556","10011","1005","10152","1003","21505"<endrec>
"Auto Sweep","Auto Sweep","10002626","0","937253707","10011","1005","10152","1003","21505"<endrec>
"test","test","10002687","44206","937512781","10011","1009","10011","1005","27"<endrec>
"Test","Test","10002833","0","937378472","10011","1003","10033","1005","20020"<endrec>
"test","test","10002834","0","937218859","10011","1003","10033","1005","21499"<endrec>
"test","test","10002834","0","937218864","10011","1003","10033","1005","21499"<endrec>
"test","test","10002834","0","937218866","10011","1003","10033","1005","21499"<endrec>
"test","test","10002834","0","937218869","10011","1003","10033","1005","21499"<endrec>
"TAX","TAX","10002834","0","937218882","10011","1004","10033","1005","21499"<endrec>
"TAX","TAX","10002834","0","937218884","10011","1003","10033","1005","21499"<endrec>
"TAX","TAX","10002834","0","937218894","10011","1003","10033","1005","21499"<endrec>
"TAX","TAX","10002834","0","937218900","10011","1003","10033","1005","21499"<endrec>
"TAX","TAX","10002834","0","937218907","10011","1003","10033","1005","21499"<endrec>
"TAX","TAX","10002834","0","937218911","10011","1003","10033","1005","21499"<endrec>
"TAX","TAX","10002834","0","937218913","10011","1003","10033","1005","21499"<endrec>
"IT4Testing","IT4Testing","10002834","0","937227565","10011","1005","10011","1005","21499"<endrec>
"{CreditParty}","{DebitParty}","10002834","0","937233572","10011","1004","10033","1005","21499"<endrec>
"","","10002834","0","937278838","10013","1004","10033","1005","21499"<endrec>
"","","10002834","0","937281871","10011","1003","10011","1004","21499"<endrec>
"","","10002834","0","937281885","10011","1003","10011","1004","21499"<endrec>
"","","10002834","0","937281922","10011","1003","10011","1004","21499"<endrec>
"","","10002834","0","937281943","10011","1003","10011","1004","21499"<endrec>
"","","10002834","0","937281946","10011","1003","10011","1004","21499"<endrec>
"","","10002834","0","937281947","10011","1003","10011","1004","21499"<endrec>
"","","10002834","0","937281951","10011","1003","10011","1004","21499"<endrec>
"","","10002834","0","937281954","10011","1003","10011","1004","21499"<endrec>
"","","10002834","0","937283829","10011","1003","10011","1004","21499"<endrec>
"","","10002834","0","937283833","10011","1003","10011","1004","21499"<endrec>
"","","10002834","0","937284843","10011","1003","10011","1004","21499"<endrec>
"","","10002834","0","937285831","10011","1003","10011","1004","21499"<endrec>
"","","10002834","0","937290851","21145","1005","10024","1003","21499"<endrec>
"","","10002834","0","937297818","10011","1005","10024","1004","21499"<endrec>
"","","10002834","0","937297821","10011","1004","10011","1003","21499"<endrec>
"","","10002834","0","937297822","10019","1004","10019","1003","21499"<endrec>
"","","10002834","0","937324878","10011","1003","10011","1004","21499"<endrec>
"df","dd","10002834","0","937331873","10011","1003","10019","1004","21499"<endrec>
"df","dd","10002834","0","937331875","10011","1003","10019","1004","21499"<endrec>
"df","dd","10002834","0","937356931","10011","1003","10019","1004","21499"<endrec>
"df","dd","10002834","0","937358010","10011","1003","10019","1004","21499"<endrec>
"Tax on principle value","Tax on principle value","10002834","0","937365092","10011","1004","10011","1003","21499"<endrec>
"Tax on principle value","Tax on principle value","10002834","0","937365102","10011","1004","10011","1003","21499"<endrec>
"Tax on principle value","Tax on principle value","10002834","0","937365103","10011","1004","10033","1005","21499"<endrec>
"df","dd","10002834","0","937365118","10011","1003","10019","1004","21499"<endrec>
"ss","ss","10002834","0","937365120","10011","1004","10011","1003","21499"<endrec>
"Tax increase","Tax increase","10002834","0","937366316","10024","1003","10023","1005","21499"<endrec>
"Tax increase","Tax increase","10002834","0","937378469","10024","1003","10023","1005","21499"<endrec>
"Tax increase","Tax increase","10002834","0","937378478","10024","1003","10023","1005","21499"<endrec>
"Org purchase airtime","Org purchase airtime","10002834","0","937378483","10011","1004","10033","1005","21499"<endrec>
"Org purchase airtime increase","Org purchase airtime increase","10002834","0","937378485","10011","1004","10033","1005","21499"<endrec>
"Org increase fixed purchase airtime","Org increase fixed purchase airtime","10002834","0","937378486","10024","1003","10023","1005","21499"<endrec>
"Org increase fixed purchase airtime","Org increase fixed purchase airtime","10002834","0","937416103","10024","1003","10023","1005","21499"<endrec>
"Tax on Principle amount Fixed Increase","Tax on Principle amount Fixed Increase","10002834","0","937423182","10011","1004","10011","1003","21499"<endrec>
"Tax on Principle amount Fixed Increase","Tax on Principle amount Fixed Increase","10002834","0","937423187","10011","1003","10023","1005","21499"<endrec>
"Tax on principle tier Increase Tax Amount","Tax on principle tier Increase Tax Amount","10002834","0","937423192","10011","1003","10023","1005","21499"<endrec>
"Tax on principle amount tier increase","Tax on principle amount tier increase","10002834","0","937423195","10011","1003","10023","1005","21499"<endrec>
"Tax on principle percentage increase","Tax on principle percentage increase","10002834","0","937423197","10011","1003","10023","1005","21499"<endrec>
"Tax on principle increase tier partial amount charge","Tax on principle increase tier partial amount charge","10002834","0","937423251","10013","1004","10023","1005","21499"<endrec>
"Tax on Principle precentage increase","Tax on Principle precentage increase","10002834","0","937445279","10011","1004","10011","1005","21499"<endrec>
"Tax on principle percentage increase","Tax on principle percentage increase","10002834","0","937445286","10011","1004","10011","1005","21499"<endrec>
"Tax on Principle precentage increase","Tax on Principle precentage increase","10002834","0","937459422","10011","1004","10011","1005","21499"<endrec>
"Tax on principle increase tier partial amount charge","Tax on principle increase tier partial amount charge","10002834","0","937461505","10013","1004","10023","1005","21499"<endrec>
"Tax on principle increase tier partial amount charge","Tax on principle increase tier partial amount charge","10002834","0","937461514","10013","1004","10023","1005","21499"<endrec>
"Tax on principle increase tier partial amount charge","Tax on principle increase tier partial amount charge","10002834","0","937462322","10013","1004","10023","1005","21499"<endrec>
"Tax on Principle precentage increase","Tax on Principle precentage increase","10002834","0","937468620","10011","1004","10011","1005","21499"<endrec>
"Tax on Principle precentage increase","Tax on Principle precentage increase","10002834","0","937468623","10011","1004","10011","1005","21499"<endrec>
"Tax on principle percentage increase","Tax on principle percentage increase","10002834","0","937468627","10011","1004","10011","1005","21499"<endrec>
"Tax on principle increase tier partial amount charge","Tax on principle increase tier partial amount charge","10002834","0","937468628","10013","1004","10023","1005","21499"<endrec>
"Tax on Principle precentage increase","Tax on Principle precentage increase","10002834","0","937487618","10011","1003","10023","1005","21499"<endrec>
"Tax on Principle precentage increase","Tax on Principle precentage increase","10002834","0","937487619","10013","1004","10023","1005","21499"<endrec>
"Tax on principle increase tier partial amount charge","Tax on principle increase tier partial amount charge","10002834","0","937502732","10013","1004","10023","1005","21499"<endrec>
"tax on principle amount increase","tax on principle amount increase","10002834","0","937512920","10011","1004","10033","1005","21499"<endrec>
"Tax on Principle Fixed increase","Tax on Principle Fixed increase","10002834","0","937512927","10013","1004","10023","1005","21499"<endrec>
"Tax on Principle amount fixed Increase","Tax on Principle amount fixed Increase","10002834","0","937512928","10013","1004","10023","1005","21499"<endrec>
"Tax on Principle amount fixed Tier Increase","Tax on Principle amount fixed Tier Increase","10002834","0","937512932","10013","1004","10023","1005","21499"<endrec>
"TAX on principle increase tier partial amount charge","TAX on principle increase tier partial amount charge","10002834","0","937513737","10013","1004","10023","1005","21499"<endrec>
"TAX on principle increase tier partial amount charge","TAX on principle increase tier partial amount charge","10002834","0","937513753","10013","1004","10023","1005","21499"<endrec>
"TAX on principle increase tier partial amount charge","TAX on principle increase tier partial amount charge","10002834","0","937513765","10013","1004","10023","1005","21499"<endrec>
"TAX on principle increase tier partial amount charge","TAX on principle increase tier partial amount charge","10002834","0","937514930","10013","1004","10023","1005","21499"<endrec>
"TAX on principle increase tier partial amount charge","TAX on principle increase tier partial amount charge","10002834","0","937514931","10013","1004","10023","1005","21499"<endrec>
"Tax on principle amount fixed increase","Tax on principle amount fixed increase","10002834","0","937522743","10013","1004","10023","1005","21499"<endrec>
"Tax on principle percentage increase","Tax on principle percentage increase","10002834","0","937535854","10013","1004","10023","1005","21499"<endrec>
"Tax on principle percentage increase","Tax on principle percentage increase","10002834","0","937539885","10013","1004","10023","1005","21499"<endrec>
"Tax on principle amount increase","Tax on principle amount increase","10002834","0","937539892","10011","1004","10033","1005","21499"<endrec>
"Tax on principle percentage increase","Tax on principle percentage increase","10002834","0","937539893","10013","1004","10023","1005","21499"<endrec>
"Tax on Principle amount fixed Tier Increase","Tax on Principle amount fixed Tier Increase","10002834","0","937539894","10013","1004","10023","1005","21499"<endrec>
"Tax on Principle amount fixed Tier Increase","Tax on Principle amount fixed Tier Increase","10002834","0","937544882","10013","1004","10023","1005","21499"<endrec>
"Tax on Principle amount fixed Tier Increase","Tax on Principle amount fixed Tier Increase","10002834","0","937545738","10013","1004","10023","1005","21499"<endrec>
"Tax on Principle amount fixed Tier Increase","Tax on Principle amount fixed Tier Increase","10002834","0","937545741","10013","1004","10023","1005","21499"<endrec>
"Tax on Principle amount percentage  Tier Increase","Tax on Principle amount percentage Tier Increase","10002834","0","937545744","10013","1004","10023","1005","21499"<endrec>
"Tax on Principle amount percentage Increase","Tax on Principle amount percentage Increase","10002834","0","937545749","10013","1004","10023","1005","21499"<endrec>
"tax on principle amount increase","tax on principle amount increase","10002834","0","937547748","10011","1004","10033","1005","21499"<endrec>
