APPLYDATE,CREATE_OPER_ID,CREATE_OPER_TIME,DESCRIPTION,EFFECTIVEMODE,EXPIREDATE,IDENTITY_TYPE,LAST_OPER_ID,LAST_OPER_TIME,LOAD_DATA_TS,NAME,PROFILE_ID,STATUS,UNIQUE_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  <endrec>
"2017-10-02 13:20:34.546000","203000000000014911","2017-10-02 13:20:11.572000","TZ Default Organisation Charges","1","2017-10-11 12:35:22.027000","5000","203000000000025034","2017-10-11 12:35:22.029000","","TZ Default Organisation Charges","20134","50","937415230"<endrec>
"2017-10-03 07:33:44.901000","203000000000014911","2017-10-03 07:32:21.446000","customer test charge profile","1","2017-10-03 07:39:11.776000","1000","203000000000015423","2017-10-03 07:39:11.777000","","customer test charge profile","20264","50","937415234"<endrec>
"2017-10-03 07:39:11.776000","203000000000015423","2017-10-03 07:38:05.250000","customer test charge profile","1","2017-10-12 08:34:18.794000","1000","203000000000014911","2017-10-12 08:34:18.795000","","customer test charge profile","20264","50","937415236"<endrec>
"2017-10-03 09:58:15.566000","203000000000015423","2017-10-03 09:57:58.407000","Default Group Charge Profile","1","2017-11-08 09:01:40.194000","7000","203000000000014911","2017-11-08 09:01:40.195000","","Default Group Charge Profile","20304","50","937415245"<endrec>
"2017-10-11 12:35:22.027000","203000000000025034","2017-10-11 12:35:04.598000","TZ Default Organisation Charges","1","2017-10-18 08:24:40.530000","5000","203000000000015423","2017-10-18 08:24:40.532000","","TZ Default Organisation Charges","20134","50","937417115"<endrec>
"2017-10-11 12:38:29.570000","203000000000019121","2017-10-11 12:38:18.020000","B2CCustomerDepositDynamicCharge","1","2017-10-11 13:58:58.490000","5000","203000000000019121","2017-10-11 13:58:58.492000","","B2CCustomerDepositDynamicCharge","20216","50","937417117"<endrec>
"2017-10-11 13:58:58.490000","203000000000019121","2017-10-11 13:58:42.523000","B2CCustomerDepositDynamicCharge","1","2017-10-12 06:47:26.534000","5000","203000000000018910","2017-10-12 06:47:26.535000","","B2CCustomerDepositDynamicCharge","20216","50","937417120"<endrec>
"2017-10-12 06:47:26.534000","203000000000018910","2017-10-12 06:44:25.726000","B2CCustomerDepositDynamicCharge","1","2017-10-12 09:52:33.945000","5000","203000000000014911","2017-10-12 09:52:33.946000","","B2CCustomerDepositDynamicCharge","20216","50","937417138"<endrec>
"2017-10-12 07:36:05.547000","203000000000019121","2017-10-12 07:35:45.769000","Default Customer Charge Profile","1","2017-11-10 06:33:38.175000","1000","203000000000018910","2017-11-10 06:33:38.176000","","Default Customer Charge Profile","20002","50","937417140"<endrec>
"2017-10-12 08:34:18.794000","203000000000014911","2017-10-12 08:33:53.509000","customer test charge profile","1","2017-10-12 09:01:47.116000","1000","203000000000014911","2017-10-12 09:01:47.117000","","customer test charge profile","20264","50","937417142"<endrec>
"2017-10-12 08:41:45.477000","203000000000014911","2017-10-12 08:40:13.974000","TZ Default Customer Charges","1","2017-10-12 08:54:59.688000","1000","203000000000014911","2017-10-12 08:54:59.689000","","TZ Default Customer Charges","20132","50","937417143"<endrec>
"2017-10-12 08:54:59.688000","203000000000014911","2017-10-12 08:54:17.133000","TZ Default Customer Charges","1","2017-10-12 08:56:32.517000","1000","203000000000014911","2017-10-12 08:56:32.518000","","TZ Default Customer Charges","20132","50","937417145"<endrec>
"2017-10-12 08:56:32.517000","203000000000014911","2017-10-12 08:55:55.734000","TZ Default Customer Charges","1","2017-10-12 08:57:59.552000","1000","203000000000014911","2017-10-12 08:57:59.553000","","TZ Default Customer Charges","20132","50","937417146"<endrec>
"2017-10-12 08:57:59.552000","203000000000014911","2017-10-12 08:57:23.442000","TZ Default Customer Charges","1","2017-10-17 12:09:25.945000","1000","203000000000018910","2017-10-17 12:09:25.947000","","TZ Default Customer Charges","20132","50","937417147"<endrec>
"2017-10-12 09:01:47.116000","203000000000014911","2017-10-12 09:01:23.649000","customer test charge profile","1","2017-10-16 09:29:13.532000","1000","203000000000010811","2017-10-16 09:29:13.534000","","customer test charge profile","20264","50","937417148"<endrec>
"2017-10-12 09:52:33.945000","203000000000014911","2017-10-12 09:49:19.189000","B2CCustomerDepositDynamicCharge","1","2017-10-12 09:56:14.970000","5000","203000000000014911","2017-10-12 09:56:14.971000","","B2CCustomerDepositDynamicCharge","20216","50","937417152"<endrec>
"2017-10-12 09:56:14.970000","203000000000014911","2017-10-12 09:55:52.489000","B2CCustomerDepositDynamicCharge","1","2017-10-13 13:35:26.721000","5000","203000000000024612","2017-10-13 13:35:26.723000","","B2CCustomerDepositDynamicCharge","20216","50","937417154"<endrec>
"2017-10-13 13:35:26.721000","203000000000024612","2017-10-13 13:34:57.359000","B2CCustomerDepositDynamicCharge","1","2017-10-30 03:22:05.881000","5000","203000000000027802","2017-10-30 03:22:05.882000","","B2CCustomerDepositDynamicCharge","20216","50","937417188"<endrec>
"2017-10-16 09:29:13.532000","203000000000010811","2017-10-16 09:29:01.638000","customer test charge profile","1","2017-10-19 06:47:22.918000","1000","203000000000014911","2017-10-19 06:47:22.920000","","customer test charge profile","20264","50","937418079"<endrec>
"2017-10-16 10:27:25.636000","203000000000010806","2017-10-16 10:27:14.170000","Default Organization Charge Profile","1","2017-10-16 13:51:08.364000","5000","203000000000024612","2017-10-16 13:51:08.365000","","Default Organization Charge Profile","20013","50","937418081"<endrec>
"2017-10-16 13:19:02.510000","203000000000010806","2017-10-16 13:18:30.756000","IBM_Default Customer Charge Profile2_Dynamic","1","2017-11-17 09:00:05.292000","1000","203000000000019121","2017-11-17 09:00:05.293000","","IBM_Default Customer Charge Profile2_Dynamic","20205","50","937418086"<endrec>
"2017-10-16 13:51:08.364000","203000000000024612","2017-10-16 13:50:47.514000","Default Organization Charge Profile","1","2017-10-16 13:56:24.490000","5000","203000000000024612","2017-10-16 13:56:24.491000","","Default Organization Charge Profile","20013","50","937418088"<endrec>
"2017-10-16 13:56:24.490000","203000000000024612","2017-10-16 13:56:11.946000","Default Organization Charge Profile","1","2017-10-16 14:05:44.822000","5000","203000000000024612","2017-10-16 14:05:44.823000","","Default Organization Charge Profile","20013","50","937418089"<endrec>
"2017-10-16 14:05:44.822000","203000000000024612","2017-10-16 14:05:24.464000","Default Organization Charge Profile","1","2017-10-16 14:16:29.353000","5000","203000000000024612","2017-10-16 14:16:29.354000","","Default Organization Charge Profile","20013","50","937418091"<endrec>
"2017-10-16 14:16:29.353000","203000000000024612","2017-10-16 14:16:14.960000","Default Organization Charge Profile","1","2017-10-16 14:20:47.504000","5000","203000000000024612","2017-10-16 14:20:47.505000","","Default Organization Charge Profile","20013","50","937418095"<endrec>
"2017-10-16 14:20:47.504000","203000000000024612","2017-10-16 14:20:22.032000","Default Organization Charge Profile","1","2017-10-16 14:28:13.872000","5000","203000000000024612","2017-10-16 14:28:13.874000","","Default Organization Charge Profile","20013","50","937418098"<endrec>
"2017-10-16 14:28:13.872000","203000000000024612","2017-10-16 14:27:59.709000","Default Organization Charge Profile","1","2017-10-16 14:40:54.152000","5000","203000000000024612","2017-10-16 14:40:54.153000","","Default Organization Charge Profile","20013","50","937418099"<endrec>
"2017-10-16 14:40:54.152000","203000000000024612","2017-10-16 14:40:31.246000","Default Organization Charge Profile","1","2017-10-17 04:44:48.190000","5000","203000000000024612","2017-10-17 04:44:48.191000","","Default Organization Charge Profile","20013","50","937418104"<endrec>
"2017-10-17 04:44:48.190000","203000000000024612","2017-10-17 04:44:33.972000","Default Organization Charge Profile","1","2017-10-27 05:43:50.966000","5000","203000000000025034","2017-10-27 05:43:50.968000","","Default Organization Charge Profile","20013","50","937418112"<endrec>
"2017-10-17 12:09:25.945000","203000000000018910","2017-10-17 12:09:05.788000","TZ Default Customer Charges","1","2017-10-18 08:33:26.936000","1000","203000000000018910","2017-10-18 08:33:26.937000","","TZ Default Customer Charges","20132","50","937418127"<endrec>
"2017-10-18 08:24:40.530000","203000000000015423","2017-10-18 08:24:23.354000","TZ Default Organisation Charges","1","2017-10-18 09:16:32.342000","5000","203000000000015423","2017-10-18 09:16:32.343000","","TZ Default Organisation Charges","20134","50","937418149"<endrec>
"2017-10-18 08:33:26.936000","203000000000018910","2017-10-18 08:28:47.014000","TZ Default Customer Charges","1","2017-10-18 12:34:28.903000","1000","203000000000018910","2017-10-18 12:34:28.905000","","TZ Default Customer Charges","20132","50","937418152"<endrec>
"2017-10-18 09:16:32.342000","203000000000015423","2017-10-18 09:16:16.016000","TZ Default Organisation Charges","1","2017-11-10 12:23:17.289000","5000","203000000000019121","2017-11-10 12:23:17.290000","","TZ Default Organisation Charges","20134","50","937418155"<endrec>
"2017-10-18 12:34:28.903000","203000000000018910","2017-10-18 12:34:11.974000","TZ Default Customer Charges","1","2017-10-18 12:42:25.614000","1000","203000000000018910","2017-10-18 12:42:25.616000","","TZ Default Customer Charges","20132","50","937418161"<endrec>
"2017-10-18 12:42:25.614000","203000000000018910","2017-10-18 12:42:10.995000","TZ Default Customer Charges","1","2017-10-18 12:46:11.384000","1000","203000000000018910","2017-10-18 12:46:11.386000","","TZ Default Customer Charges","20132","50","937418162"<endrec>
"2017-10-18 12:46:11.384000","203000000000018910","2017-10-18 12:45:50.012000","TZ Default Customer Charges","1","2017-10-25 05:51:11.191000","1000","203000000000015702","2017-10-25 05:51:11.197000","","TZ Default Customer Charges","20132","50","937418163"<endrec>
"2017-10-19 06:47:22.918000","203000000000014911","2017-10-19 06:47:02.346000","customer test charge profile","1","2017-10-20 08:27:02.790000","1000","203000000000019121","2017-10-20 08:27:02.792000","","customer test charge profile","20264","50","937418171"<endrec>
"2017-10-20 08:27:02.790000","203000000000019121","2017-10-20 08:26:50.480000","customer test charge profile","1","2017-11-07 06:21:46.071000","1000","203000000000010811","2017-11-07 06:21:46.073000","","customer test charge profile","20264","50","937418185"<endrec>
"2017-10-25 05:51:11.191000","203000000000015702","2017-10-25 05:50:35.341000","TZ Default Customer Charges","1","2017-10-25 06:42:24.080000","1000","203000000000015702","2017-10-25 06:42:24.081000","","TZ Default Customer Charges","20132","50","937419122"<endrec>
"2017-10-25 06:42:24.080000","203000000000015702","2017-10-25 06:41:32.007000","TZ Default Customer Charges","1","2017-11-10 06:05:24.180000","1000","203000000000018910","2017-11-10 06:05:24.181000","","TZ Default Customer Charges","20132","50","937419128"<endrec>
"2017-10-27 05:43:50.966000","203000000000025034","2017-10-27 05:42:44.889000","Default Organization Charge Profile","1","2017-10-27 05:49:47.941000","5000","203000000000025034","2017-10-27 05:49:47.942000","","Default Organization Charge Profile","20013","50","937420170"<endrec>
"2017-10-27 05:49:47.941000","203000000000025034","2017-10-27 05:49:19.253000","Default Organization Charge Profile","1","2017-10-27 10:39:44.374000","5000","203000000000010806","2017-10-27 10:39:44.375000","","Default Organization Charge Profile","20013","50","937420171"<endrec>
"2017-10-27 10:39:44.374000","203000000000010806","2017-10-27 10:39:31.529000","Default Organization Charge Profile","1","2017-10-31 08:30:56.505000","5000","203000000000010811","2017-10-31 08:30:56.506000","","Default Organization Charge Profile","20013","50","937420178"<endrec>
"2017-10-30 03:22:05.881000","203000000000027802","2017-10-30 03:21:51.935000","B2CCustomerDepositDynamicCharge","1","2017-10-30 04:03:51.904000","5000","203000000000027802","2017-10-30 04:03:51.905000","","B2CCustomerDepositDynamicCharge","20216","50","937421139"<endrec>
"2017-10-30 04:03:51.904000","203000000000027802","2017-10-30 04:03:38.444000","B2CCustomerDepositDynamicCharge","1","2017-10-30 04:14:35.893000","5000","203000000000027802","2017-10-30 04:14:35.894000","","B2CCustomerDepositDynamicCharge","20216","50","937421142"<endrec>
"2017-10-30 04:14:35.893000","203000000000027802","2017-10-30 04:14:23.048000","B2CCustomerDepositDynamicCharge","1","2017-10-30 04:41:05.864000","5000","203000000000027802","2017-10-30 04:41:05.865000","","B2CCustomerDepositDynamicCharge","20216","50","937421143"<endrec>
"2017-10-30 04:41:05.864000","203000000000027802","2017-10-30 04:40:44.400000","B2CCustomerDepositDynamicCharge","1","2017-10-30 09:07:15.876000","5000","203000000000027802","2017-10-30 09:07:15.878000","","B2CCustomerDepositDynamicCharge","20216","50","937421144"<endrec>
"2017-10-30 09:07:15.876000","203000000000027802","2017-10-30 09:07:01.701000","B2CCustomerDepositDynamicCharge","1","2017-10-30 10:18:43.035000","5000","203000000000027802","2017-10-30 10:18:43.037000","","B2CCustomerDepositDynamicCharge","20216","50","937421145"<endrec>
"2017-10-30 10:18:43.035000","203000000000027802","2017-10-30 10:18:15.131000","B2CCustomerDepositDynamicCharge","1","2017-10-31 05:33:04.286000","5000","203000000000018910","2017-10-31 05:33:04.288000","","B2CCustomerDepositDynamicCharge","20216","50","937421149"<endrec>
"2017-10-31 05:33:04.286000","203000000000018910","2017-10-31 05:32:03.248000","B2CCustomerDepositDynamicCharge","1","2017-11-07 09:32:04.162000","5000","203000000000018910","2017-11-07 09:32:04.164000","","B2CCustomerDepositDynamicCharge","20216","50","937421151"<endrec>
"2017-10-31 08:30:56.505000","203000000000010811","2017-10-31 08:30:44.880000","Default Organization Charge Profile","1","2017-11-14 05:54:52.542000","5000","203000000000014911","2017-11-14 05:54:52.544000","","Default Organization Charge Profile","20013","50","937421156"<endrec>
"2017-11-07 06:21:46.071000","203000000000010811","2017-11-07 06:21:23.451000","customer test charge profile","1","2017-11-13 15:05:41.909000","1000","203000000000010811","2017-11-13 15:05:41.911000","","customer test charge profile","20264","50","937423180"<endrec>
"2017-11-07 09:32:04.162000","203000000000018910","2017-11-07 09:31:47.547000","B2CCustomerDepositDynamicCharge","1","2017-11-08 04:17:03.183000","5000","203000000000028306","2017-11-08 04:17:03.184000","","B2CCustomerDepositDynamicCharge","20216","50","937423203"<endrec>
"2017-11-08 04:17:03.183000","203000000000028306","2017-11-08 04:16:46.463000","B2CCustomerDepositDynamicCharge","1","2017-11-08 04:24:10.004000","5000","203000000000028306","2017-11-08 04:24:10.005000","","B2CCustomerDepositDynamicCharge","20216","50","937423218"<endrec>
"2017-11-08 04:24:10.004000","203000000000028306","2017-11-08 04:23:57.068000","B2CCustomerDepositDynamicCharge","1","2017-11-14 12:46:31.667000","5000","203000000000010811","2017-11-14 12:46:31.668000","","B2CCustomerDepositDynamicCharge","20216","50","937423219"<endrec>
"2017-11-08 09:01:40.194000","203000000000014911","2017-11-08 09:01:24.712000","Default Group Charge Profile","1","2017-11-08 09:05:19.675000","7000","203000000000014911","2017-11-08 09:05:19.677000","","Default Group Charge Profile","20304","50","937423262"<endrec>
"2017-11-08 09:05:19.675000","203000000000014911","2017-11-08 09:04:59.660000","Default Group Charge Profile","1","2017-11-08 09:09:34.594000","7000","203000000000014911","2017-11-08 09:09:34.595000","","Default Group Charge Profile","20304","50","937423263"<endrec>
"2017-11-08 09:09:34.594000","203000000000014911","2017-11-08 09:09:21.650000","Default Group Charge Profile","1","2017-11-08 11:08:04.150000","7000","203000000000014911","2017-11-08 11:08:04.151000","","Default Group Charge Profile","20304","50","937423264"<endrec>
"2017-11-08 11:08:04.150000","203000000000014911","2017-11-08 11:07:40.165000","Default Group Charge Profile","1","2017-11-28 07:10:13.389000","7000","203000000000014911","2017-11-28 07:10:13.391000","","Default Group Charge Profile","20304","50","937423282"<endrec>
"2017-11-10 06:05:24.180000","203000000000018910","2017-11-10 05:56:09.501000","TZ Default Customer Charges","1","2017-11-14 11:23:23.617000","1000","203000000000019121","2017-11-14 11:23:23.619000","","TZ Default Customer Charges","20132","50","937425143"<endrec>
"2017-11-10 06:33:38.175000","203000000000018910","2017-11-10 06:33:07.058000","Default Customer Charge Profile","1","2017-11-14 07:36:46.040000","1000","203000000000016349","2017-11-14 07:36:46.042000","","Default Customer Charge Profile","20002","50","937425144"<endrec>
"2017-11-10 12:23:17.289000","203000000000019121","2017-11-10 12:22:48.994000","TZ Default Organisation Charges","1","2017-11-14 07:36:20.377000","5000","203000000000014911","2017-11-14 07:36:20.378000","","TZ Default Organisation Charges","20134","50","937425166"<endrec>
"2017-11-13 15:05:41.909000","203000000000010811","2017-11-13 15:05:27.919000","customer test charge profile","1","2017-11-14 11:22:04.628000","1000","203000000000015423","2017-11-14 11:22:04.630000","","customer test charge profile","20264","50","937426197"<endrec>
"2017-11-14 05:54:52.542000","203000000000014911","2017-11-14 05:54:22.722000","Default Organization Charge Profile","1","2017-11-14 12:12:24.169000","5000","203000000000016350","2017-11-14 12:12:24.170000","","Default Organization Charge Profile","20013","50","937427150"<endrec>
"2017-11-14 07:36:20.377000","203000000000014911","2017-11-14 07:35:59.610000","TZ Default Organisation Charges","1","2017-11-14 09:50:50.948000","5000","203000000000014911","2017-11-14 09:50:50.949000","","TZ Default Organisation Charges","20134","50","937427168"<endrec>
"2017-11-14 07:36:46.040000","203000000000016349","2017-11-14 07:36:24.459000","Default Customer Charge Profile","1","2017-11-14 10:49:21.502000","1000","203000000000014911","2017-11-14 10:49:21.503000","","Default Customer Charge Profile","20002","50","937427169"<endrec>
"2017-11-14 09:50:50.948000","203000000000014911","2017-11-14 09:49:48.592000","TZ Default Organisation Charges","1","2017-11-14 10:07:16.899000","5000","203000000000014911","2017-11-14 10:07:16.900000","","TZ Default Organisation Charges","20134","50","937427183"<endrec>
"2017-11-14 10:07:16.899000","203000000000014911","2017-11-14 10:06:50.158000","TZ Default Organisation Charges","1","2017-11-14 12:01:18.481000","5000","203000000000016350","2017-11-14 12:01:18.482000","","TZ Default Organisation Charges","20134","50","937427187"<endrec>
"2017-11-14 10:49:21.502000","203000000000014911","2017-11-14 10:48:19.883000","Default Customer Charge Profile","1","2017-11-28 11:20:29.061000","1000","203000000000010811","2017-11-28 11:20:29.062000","","Default Customer Charge Profile","20002","50","937427193"<endrec>
"2017-11-14 11:22:04.628000","203000000000015423","2017-11-14 11:21:26.682000","customer test charge profile","1","2017-11-14 12:16:39.926000","1000","203000000000010811","2017-11-14 12:16:39.927000","","customer test charge profile","20264","50","937427198"<endrec>
"2017-11-14 11:23:23.617000","203000000000019121","2017-11-14 11:22:57.993000","TZ Default Customer Charges","1","2017-11-15 15:33:26.940000","1000","203000000000010806","2017-11-15 15:33:26.941000","","TZ Default Customer Charges","20132","50","937427199"<endrec>
"2017-11-14 12:01:18.481000","203000000000016350","2017-11-14 12:00:42.601000","TZ Default Organisation Charges","1","2017-11-15 08:05:24.656000","5000","203000000000015423","2017-11-15 08:05:24.657000","","TZ Default Organisation Charges","20134","50","937427202"<endrec>
"2017-11-14 12:12:24.169000","203000000000016350","2017-11-14 12:12:07.147000","Default Organization Charge Profile","1","2017-11-14 12:16:47.487000","5000","203000000000016350","2017-11-14 12:16:47.488000","","Default Organization Charge Profile","20013","50","937427205"<endrec>
"2017-11-14 12:16:47.487000","203000000000016350","2017-11-14 12:16:10.540000","Default Organization Charge Profile","1","2017-11-15 06:41:14.331000","5000","203000000000015423","2017-11-15 06:41:14.333000","","Default Organization Charge Profile","20013","50","937427207"<endrec>
"2017-11-14 12:16:39.926000","203000000000010811","2017-11-14 12:16:21.483000","customer test charge profile","1","2017-11-14 12:43:54.245000","1000","203000000000010811","2017-11-14 12:43:54.246000","","customer test charge profile","20264","50","937427208"<endrec>
"2017-11-14 12:43:54.245000","203000000000010811","2017-11-14 12:43:40.212000","customer test charge profile","1","2017-11-15 07:43:04.408000","1000","203000000000015423","2017-11-15 07:43:04.409000","","customer test charge profile","20264","50","937427213"<endrec>
"2017-11-14 12:46:31.667000","203000000000010811","2017-11-14 12:46:13.783000","B2CCustomerDepositDynamicCharge","1","2017-11-14 14:26:32.753000","5000","203000000000010811","2017-11-14 14:26:32.754000","","B2CCustomerDepositDynamicCharge","20216","50","937427214"<endrec>
"2017-11-14 14:26:32.753000","203000000000010811","2017-11-14 14:26:19.518000","B2CCustomerDepositDynamicCharge","1","2017-11-16 12:04:39.267000","5000","203000000000016350","2017-11-16 12:04:39.268000","","B2CCustomerDepositDynamicCharge","20216","50","937428142"<endrec>
"2017-11-15 06:41:14.331000","203000000000015423","2017-11-15 06:41:03.541000","Default Organization Charge Profile","1","2017-11-15 06:54:54.857000","5000","203000000000016349","2017-11-15 06:54:54.859000","","Default Organization Charge Profile","20013","50","937428169"<endrec>
"2017-11-15 06:54:54.857000","203000000000016349","2017-11-15 06:53:40.992000","Default Organization Charge Profile","1","2017-11-15 08:12:40.137000","5000","203000000000014911","2017-11-15 08:12:40.138000","","Default Organization Charge Profile","20013","50","937428176"<endrec>
"2017-11-15 07:43:04.408000","203000000000015423","2017-11-15 07:42:46.207000","customer test charge profile","1","2017-11-17 07:56:24.490000","1000","203000000000019121","2017-11-17 07:56:24.492000","","customer test charge profile","20264","50","937428188"<endrec>
"2017-11-15 08:05:24.656000","203000000000015423","2017-11-15 08:05:00.533000","TZ Default Organisation Charges","1","2017-11-22 07:48:04.011000","5000","203000000000026611","2017-11-22 07:48:04.019000","","TZ Default Organisation Charges","20134","50","937428190"<endrec>
"2017-11-15 08:12:40.137000","203000000000014911","2017-11-15 08:11:36.995000","Default Organization Charge Profile","1","2017-11-16 11:45:21.168000","5000","203000000000016349","2017-11-16 11:45:21.172000","","Default Organization Charge Profile","20013","50","937428191"<endrec>
"2017-11-15 15:33:26.940000","203000000000010806","2017-11-15 15:33:13.260000","TZ Default Customer Charges","1","2017-11-15 15:37:12.098000","1000","203000000000010806","2017-11-15 15:37:12.099000","","TZ Default Customer Charges","20132","50","937428237"<endrec>
"2017-11-15 15:37:12.098000","203000000000010806","2017-11-15 15:36:46.423000","TZ Default Customer Charges","1","2017-11-16 05:50:58.923000","1000","203000000000014912","2017-11-16 05:50:58.925000","","TZ Default Customer Charges","20132","50","937428238"<endrec>
"2017-11-16 05:50:58.923000","203000000000014912","2017-11-16 05:50:30.674000","TZ Default Customer Charges","1","2017-11-16 06:23:34.692000","1000","203000000000018910","2017-11-16 06:23:34.694000","","TZ Default Customer Charges","20132","50","937428285"<endrec>
"2017-11-16 06:23:34.692000","203000000000018910","2017-11-16 06:22:49.859000","TZ Default Customer Charges","1","2017-11-16 06:35:41.068000","1000","203000000000014912","2017-11-16 06:35:41.070000","","TZ Default Customer Charges","20132","50","937428287"<endrec>
"2017-11-16 06:35:41.068000","203000000000014912","2017-11-16 06:34:44.338000","TZ Default Customer Charges","1","2017-11-16 06:39:44.027000","1000","203000000000014912","2017-11-16 06:39:44.028000","","TZ Default Customer Charges","20132","50","937428289"<endrec>
"2017-11-16 06:39:44.027000","203000000000014912","2017-11-16 06:39:10.206000","TZ Default Customer Charges","1","2017-11-16 07:24:24.501000","1000","203000000000015728","2017-11-16 07:24:24.503000","","TZ Default Customer Charges","20132","50","937428291"<endrec>
"2017-11-16 07:24:24.501000","203000000000015728","2017-11-16 07:23:48.230000","TZ Default Customer Charges","1","2017-11-16 07:37:16.001000","1000","203000000000015423","2017-11-16 07:37:16.003000","","TZ Default Customer Charges","20132","50","937428298"<endrec>
"2017-11-16 07:37:16.001000","203000000000015423","2017-11-16 07:36:59.673000","TZ Default Customer Charges","1","2017-11-16 07:43:34.134000","1000","203000000000028306","2017-11-16 07:43:34.135000","","TZ Default Customer Charges","20132","50","937428302"<endrec>
"2017-11-16 07:43:34.134000","203000000000028306","2017-11-16 07:41:39.795000","TZ Default Customer Charges","1","2017-11-16 08:00:45.150000","1000","203000000000015728","2017-11-16 08:00:45.151000","","TZ Default Customer Charges","20132","50","937428303"<endrec>
"2017-11-16 08:00:45.150000","203000000000015728","2017-11-16 08:00:00.969000","TZ Default Customer Charges","1","2017-11-16 08:48:13.049000","1000","203000000000010806","2017-11-16 08:48:13.057000","","TZ Default Customer Charges","20132","50","937428304"<endrec>
"2017-11-16 08:48:13.049000","203000000000010806","2017-11-16 08:47:01.521000","TZ Default Customer Charges","1","2017-11-16 09:16:35.822000","1000","203000000000015423","2017-11-16 09:16:35.823000","","TZ Default Customer Charges","20132","50","937428306"<endrec>
"2017-11-16 09:16:35.822000","203000000000015423","2017-11-16 09:16:10.395000","TZ Default Customer Charges","1","2017-11-16 09:18:53.901000","1000","203000000000014912","2017-11-16 09:18:53.903000","","TZ Default Customer Charges","20132","50","937428308"<endrec>
"2017-11-16 09:18:53.901000","203000000000014912","2017-11-16 09:17:49.478000","TZ Default Customer Charges","1","2017-11-16 09:34:41.318000","1000","203000000000015423","2017-11-16 09:34:41.319000","","TZ Default Customer Charges","20132","50","937428309"<endrec>
"2017-11-16 09:34:41.318000","203000000000015423","2017-11-16 09:34:09.508000","TZ Default Customer Charges","1","2017-11-16 11:10:28.851000","1000","203000000000015423","2017-11-16 11:10:28.852000","","TZ Default Customer Charges","20132","50","937428310"<endrec>
"2017-11-16 11:10:28.851000","203000000000015423","2017-11-16 11:10:04.275000","TZ Default Customer Charges","1","2017-11-16 11:32:04.858000","1000","203000000000014912","2017-11-16 11:32:04.859000","","TZ Default Customer Charges","20132","50","937428311"<endrec>
"2017-11-16 11:32:04.858000","203000000000015423","2017-11-16 11:22:09.745000","TZ Default Customer Charges","1","2017-11-16 11:59:34.614000","1000","203000000000014912","2017-11-16 11:59:34.616000","","TZ Default Customer Charges","20132","50","937428312"<endrec>
"2017-11-16 11:45:21.168000","203000000000016349","2017-11-16 11:44:59.264000","Default Organization Charge Profile","1","2017-11-24 12:29:42.511000","5000","203000000000016350","2017-11-24 12:29:42.512000","","Default Organization Charge Profile","20013","50","937428317"<endrec>
"2017-11-16 11:59:34.614000","203000000000014912","2017-11-16 11:58:41.600000","TZ Default Customer Charges","1","2017-11-16 12:31:37.458000","1000","203000000000014912","2017-11-16 12:31:37.459000","","TZ Default Customer Charges","20132","50","937428320"<endrec>
"2017-11-16 12:04:39.267000","203000000000016350","2017-11-16 12:04:13.362000","B2CCustomerDepositDynamicCharge","1","2017-11-16 12:22:59.148000","5000","203000000000015728","2017-11-16 12:22:59.152000","","B2CCustomerDepositDynamicCharge","20216","50","937428321"<endrec>
"2017-11-16 12:22:59.148000","203000000000015728","2017-11-16 12:22:27.330000","B2CCustomerDepositDynamicCharge","1","2017-11-16 12:35:39.715000","5000","203000000000015728","2017-11-16 12:35:39.716000","","B2CCustomerDepositDynamicCharge","20216","50","937428323"<endrec>
"2017-11-16 12:31:37.458000","203000000000014912","2017-11-16 12:30:17.999000","TZ Default Customer Charges","1","2017-11-16 12:44:54.953000","1000","203000000000014912","2017-11-16 12:44:54.954000","","TZ Default Customer Charges","20132","50","937428324"<endrec>
"2017-11-16 12:35:39.715000","203000000000015728","2017-11-16 12:35:06.328000","B2CCustomerDepositDynamicCharge","1","2017-11-16 13:32:05.729000","5000","203000000000014912","2017-11-16 13:32:05.730000","","B2CCustomerDepositDynamicCharge","20216","50","937428325"<endrec>
"2017-11-16 12:44:54.953000","203000000000014912","2017-11-16 12:43:44.393000","TZ Default Customer Charges","1","2017-11-16 13:52:54.870000","1000","203000000000028306","2017-11-16 13:52:54.871000","","TZ Default Customer Charges","20132","50","937428329"<endrec>
"2017-11-16 13:32:05.729000","203000000000014912","2017-11-16 13:31:35.519000","B2CCustomerDepositDynamicCharge","1","2017-11-17 06:13:50.325000","5000","203000000000019121","2017-11-17 06:13:50.326000","","B2CCustomerDepositDynamicCharge","20216","50","937428333"<endrec>
"2017-11-16 13:52:54.870000","203000000000028306","2017-11-16 13:51:50.702000","TZ Default Customer Charges","1","2017-11-16 14:00:43.284000","1000","203000000000028306","2017-11-16 14:00:43.286000","","TZ Default Customer Charges","20132","50","937428334"<endrec>
"2017-11-16 14:00:43.284000","203000000000028306","2017-11-16 13:59:43.823000","TZ Default Customer Charges","1","2017-11-17 07:23:16.234000","1000","203000000000019121","2017-11-17 07:23:16.235000","","TZ Default Customer Charges","20132","50","937428335"<endrec>
