IS_DEFAULT,LOAD_DATA_TS,MAX_NUM_ALLOWED,MIN_NUM_REQUIRED,PRODUCT_UNIQUE_ID,ROLE_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      <endrec>
"1","2019-03-18 10:33:54.000000","5","0","937586760","500000000000011902"<endrec>
"1","2019-03-19 02:22:40.000000","1","1","937586770","500000000000011802"<endrec>
"1","2019-03-19 02:22:40.000000","5","2","937586770","500000000000011803"<endrec>
"1","2019-03-19 02:22:40.000000","5","0","937586770","500000000000011902"<endrec>
"1","2019-03-28 14:51:22.000000","1","1","937594762","500000000000011802"<endrec>
"1","2019-03-28 14:51:22.000000","5","1","937594762","500000000000011803"<endrec>
"1","2019-03-28 14:51:22.000000","5","0","937594762","500000000000011902"<endrec>
"1","2019-04-10 16:26:33.000000","1","0","937594849","500000000000011802"<endrec>
"1","2019-04-10 16:26:33.000000","3","2","937594849","500000000000011803"<endrec>
"1","2019-04-10 16:26:33.000000","3","2","937594849","500000000000011902"<endrec>
"1","2019-04-10 16:36:15.000000","3","2","937594850","500000000000011802"<endrec>
"1","2019-04-10 16:36:15.000000","3","0","937594850","500000000000011803"<endrec>
"1","2019-04-10 16:36:15.000000","3","2","937594850","500000000000011902"<endrec>
"1","2019-04-11 14:41:55.000000","1","1","937594856","500000000000011802"<endrec>
"1","2019-04-11 14:41:55.000000","1","0","937594856","500000000000011803"<endrec>
"1","2019-04-11 14:41:55.000000","1","1","937594856","500000000000011902"<endrec>
"1","2019-04-12 04:12:56.000000","1","1","937595759","500000000000011802"<endrec>
"1","2019-04-12 04:12:56.000000","1","0","937595759","500000000000011803"<endrec>
"1","2019-04-12 04:12:56.000000","1","1","937595759","500000000000011902"<endrec>
"1","2019-05-03 10:22:16.000000","1","1","937601776","500000000000011802"<endrec>
"1","2019-05-03 10:22:16.000000","1","0","937601776","500000000000011803"<endrec>
"1","2019-05-03 10:22:16.000000","1","1","937601776","500000000000011902"<endrec>
"1","2019-05-07 12:01:43.000000","6","1","937601830","500000000000011802"<endrec>
"1","2019-05-07 12:01:43.000000","1","0","937601830","500000000000011803"<endrec>
"1","2019-05-07 12:01:43.000000","1","1","937601830","500000000000011902"<endrec>
"1","2019-05-10 13:07:38.000000","6","1","937605769","500000000000011802"<endrec>
"1","2019-05-10 13:07:38.000000","6","0","937605769","500000000000011803"<endrec>
"1","2019-05-10 13:07:38.000000","1","1","937605769","500000000000011902"<endrec>
"1","2019-05-14 12:28:09.000000","6","1","937605777","500000000000011802"<endrec>
"1","2019-05-14 12:28:09.000000","6","0","937605777","500000000000011803"<endrec>
"1","2019-05-14 12:28:09.000000","3","1","937605777","500000000000011902"<endrec>
"1","2019-05-14 12:30:09.000000","6","1","937605778","500000000000011802"<endrec>
"1","2019-05-14 12:30:09.000000","6","0","937605778","500000000000011803"<endrec>
"1","2019-05-14 12:30:09.000000","3","2","937605778","500000000000011902"<endrec>
"1","2019-05-28 09:51:25.000000","6","1","937607792","500000000000011802"<endrec>
"1","2019-05-28 09:51:25.000000","1","0","937607792","500000000000011803"<endrec>
"1","2019-05-28 09:51:25.000000","3","2","937607792","500000000000011902"<endrec>
"1","2019-06-26 07:37:49.000000","6","1","937612780","500000000000011802"<endrec>
"1","2019-06-26 07:37:49.000000","1","1","937612780","500000000000011803"<endrec>
"1","2019-06-26 07:37:49.000000","3","1","937612780","500000000000011902"<endrec>
"1","2019-06-26 07:39:54.000000","6","1","937612781","500000000000011802"<endrec>
"1","2019-06-26 07:39:54.000000","1","1","937612781","500000000000011803"<endrec>
"1","2019-06-26 07:39:54.000000","3","1","937612781","500000000000011902"<endrec>
"1","2019-06-26 07:42:38.000000","6","1","937612782","500000000000011802"<endrec>
"1","2019-06-26 07:42:38.000000","1","1","937612782","500000000000011803"<endrec>
"1","2019-06-26 07:42:38.000000","3","1","937612782","500000000000011902"<endrec>
"1","2019-06-26 07:47:32.000000","6","1","937612784","500000000000011802"<endrec>
"1","2019-06-26 07:47:32.000000","1","1","937612784","500000000000011803"<endrec>
"1","2019-06-26 07:47:32.000000","3","1","937612784","500000000000011902"<endrec>
"1","2019-06-26 07:51:51.000000","6","1","937612786","500000000000011802"<endrec>
"1","2019-06-26 07:51:51.000000","1","1","937612786","500000000000011803"<endrec>
"1","2019-06-26 07:51:51.000000","3","2","937612786","500000000000011902"<endrec>
"1","2019-06-26 07:53:51.000000","6","1","937612787","500000000000011802"<endrec>
"1","2019-06-26 07:53:51.000000","1","1","937612787","500000000000011803"<endrec>
"1","2019-06-26 07:53:51.000000","3","1","937612787","500000000000011902"<endrec>
"1","2019-07-10 08:15:55.000000","4","1","937612851","500000000000011802"<endrec>
"1","2019-07-10 08:15:55.000000","1","1","937612851","500000000000011803"<endrec>
"1","2019-07-10 08:23:11.000000","4","1","937612852","500000000000011802"<endrec>
"1","2019-07-10 08:23:11.000000","5","2","937612852","500000000000011803"<endrec>
"1","2019-07-10 13:47:26.000000","4","1","937612857","500000000000011802"<endrec>
"1","2019-07-10 13:47:26.000000","1","1","937612857","500000000000011803"<endrec>
"1","2019-07-10 13:51:05.000000","4","1","937612858","500000000000011802"<endrec>
"1","2019-07-10 13:51:05.000000","5","2","937612858","500000000000011803"<endrec>
"1","2019-07-19 07:41:15.000000","6","1","937612909","500000000000011802"<endrec>
"1","2019-07-19 07:41:15.000000","1","1","937612909","500000000000011803"<endrec>
"1","2019-07-19 07:41:15.000000","3","1","937612909","500000000000011902"<endrec>
"1","2019-08-12 06:18:21.000000","6","1","937619792","500000000000011802"<endrec>
"1","2019-08-12 06:18:21.000000","3","1","937619792","500000000000011803"<endrec>
"1","2019-08-12 06:18:21.000000","3","1","937619792","500000000000011902"<endrec>
"1","2019-08-13 21:27:46.000000","4","1","937619837","500000000000011802"<endrec>
"1","2019-08-13 21:27:46.000000","1","1","937619837","500000000000011803"<endrec>
"1","2019-08-15 15:45:10.000000","4","1","937619846","500000000000011802"<endrec>
"1","2019-08-15 15:45:10.000000","1","1","937619846","500000000000011803"<endrec>
"1","2019-08-15 23:47:46.000000","10","1","937619854","500000000000011802"<endrec>
"0","2019-08-15 23:47:46.000000","10","1","937619854","500000000000011902"<endrec>
"1","2019-08-16 21:22:14.000000","10","1","937619881","500000000000011802"<endrec>
"0","2019-08-16 21:22:14.000000","10","1","937619881","500000000000011902"<endrec>
"1","2019-08-23 12:46:33.000000","6","1","937641806","500000000000011802"<endrec>
"1","2019-08-23 12:46:33.000000","3","1","937641806","500000000000011803"<endrec>
"1","2019-08-23 12:46:33.000000","2","1","937641806","500000000000011902"<endrec>
"1","2019-08-29 06:56:51.000000","6","1","937641858","500000000000011802"<endrec>
"1","2019-08-29 06:56:51.000000","3","1","937641858","500000000000011803"<endrec>
"1","2019-08-29 06:56:51.000000","2","1","937641858","500000000000011902"<endrec>
"1","2019-09-03 09:16:20.000000","6","1","937641905","500000000000011802"<endrec>
"1","2019-09-03 09:16:20.000000","3","1","937641905","500000000000011803"<endrec>
"1","2019-09-03 09:16:20.000000","2","1","937641905","500000000000011902"<endrec>
"1","2019-09-19 11:53:58.000000","10","1","937648770","500000000000011802"<endrec>
"0","2019-09-19 11:53:58.000000","20","0","937648770","500000000000011803"<endrec>
"0","2019-09-19 11:53:58.000000","10","1","937648770","500000000000011902"<endrec>
"1","2019-12-03 16:03:16.000000","6","1","937683829","500000000000011802"<endrec>
"1","2019-12-03 16:03:16.000000","3","1","937683829","500000000000011803"<endrec>
"1","2019-12-03 16:03:16.000000","2","2","937683829","500000000000011902"<endrec>
"1","2019-12-03 16:40:07.000000","6","1","937683830","500000000000011802"<endrec>
"1","2019-12-03 16:40:07.000000","3","1","937683830","500000000000011803"<endrec>
"1","2019-12-03 16:40:07.000000","4","2","937683830","500000000000011902"<endrec>
"1","2020-01-21 17:59:48.000000","6","1","937707774","500000000000011802"<endrec>
"1","2020-01-21 17:59:48.000000","3","1","937707774","500000000000011803"<endrec>
"1","2020-01-21 17:59:48.000000","4","2","937707774","500000000000011902"<endrec>
