ALLOW_MSG_LOG,CATALOG_ID,CHANNEL,COMMAND_HANDLE_MODULE,COMMAND_SCOPE,COMMAND_TYPE,COMMAND_VERSION,DESCRIPTION,DIRECT,HAS_SOAP_FAULT,INTERFACE_CODE,MSG_CODE,PARANT_COMMAND_SCOPE,REQUEST_FLAG,RESPONSE_COMMAND,SYC_ASC                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  <endrec>
"","114","API","TC Event Service","TopupviaDiameterResponseFailed","S","","Topup via Diameter Response failed","I","","","","","0","","S"<endrec>
"","114","API","TC Event Service","TopupviaDiameterResponseTimeOut","S","","Topup via Diameter Response timeout","I","","","","","0","","S"<endrec>
"","","API","BO Service","TransactionStatusQuery","S","","NA","I","N","","","BOBusiness","1","","A"<endrec>
"","2","API","TC Event Service","TransferEmergencyCredit","S","","NA","I","Y","","","","1","","S"<endrec>
"","2","API","","TransferEmergencyCreditResponse","S","","NA","O","N","","","","0","",""<endrec>
"","","API","BO Service","UnSubscribeSavingPlanForCustomer","S","","UnSubscribeSavingPlanForCustomer","I","","","","BOBusiness","1","","S"<endrec>
"","","API","BO Service","UnSubscribeSavingPlanForGroup","S","","UnSubscribeSavingPlanForGroup","I","","","","BOBusiness","1","","S"<endrec>
"","","API","BO Service","UnSubscribeSavingPlanForOrg","S","","UnSubscribeSavingPlanForOrg","I","","","","BOBusiness","1","","S"<endrec>
"","2","API","BO Service","UnlinkAccount","S","","NA","I","Y","","","","1","","S"<endrec>
"","2","API","","UnlinkAccountResponse","S","","NA","O","N","","","","0","",""<endrec>
"","-1","API","Outgoing GOA Service","UpdateOrganizationKYCInfoNotifyRequest","G","","UpdateOrganizationKYCInfoNotifyRequest","O","N","69","","GOAHeader","1","ApplyTransactionResponse",""<endrec>
"","3","API","Outgoing API Service","VMTInitiatedMoneyTransferFromAccountToVMT","S","","NA","O","N","18","","","1","VMTInitiatedMoneyTransferFromAccountToVMTResponse","S"<endrec>
"","3","API","TC Event Service","VMTInitiatedMoneyTransferFromAccountToVMTResponse","S","","NA","I","N","","","","0","",""<endrec>
"","3","API","Outgoing API Service","VMTInitiatedMoneyTransferFromVMTToAccount","S","","NA","O","N","17","","","1","VMTInitiatedMoneyTransferFromVMTToAccountResponse","S"<endrec>
"","3","API","TC Event Service","VMTInitiatedMoneyTransferFromVMTToAccountResponse","S","","NA","I","N","","","","0","",""<endrec>
"","3","API","Outgoing API Service","VMTInitiatedSavingsDeposit","S","","NA","O","N","17","","","1","VMTInitiatedSavingsDepositResponse","S"<endrec>
"","3","API","TC Event Service","VMTInitiatedSavingsDepositResponse","S","","NA","I","N","","","","0","",""<endrec>
"","3","API","Outgoing API Service","VMTInitiatedSavingsWithdrawal","S","","NA","O","N","18","","","1","VMTInitiatedSavingsWithdrawalResponse","S"<endrec>
"","3","API","TC Event Service","VMTInitiatedSavingsWithdrawalResponse","S","","NA","I","N","","","","0","",""<endrec>
"","104","API","Outgoing API Service","ValidateBillRefNum","S","","","O","N","2","","","1","ValidateBillRefNumResult",""<endrec>
"","104","API","TC Event Service","ValidateBillRefNumResult","S","","ValidateBillRefNumResult","I","N","","","","0","",""<endrec>
"","104","API","TC Event Service","ValidateBillRefNumResultSendFailed","S","","ValidateBillRefNumResultSendFailed","I","N","","","","0","",""<endrec>
"","104","API","TC Event Service","ValidateBillRefNumResultSoapFault","S","","","I","N","","","","0","",""<endrec>
"","104","API","TC Event Service","ValidateBillRefNumResultTimeOut","S","","ValidateBillRefNumResultTimeOut","I","N","","","","0","",""<endrec>
"","104","API","Outgoing API Service","ValidateC2BPayment","S","","C2BpaymentValidation","O","N","2","","","1","C2BPaymentValidationResult",""<endrec>
"","-1","API","Outgoing GOA Service","XBillValidation","G","","","O","N","2","GOA_BillValidation","GOAHeader","1","GOAConfirmBillValidateResponse",""<endrec>
"","104","API","Outgoing API Service","im2PrePayment","S","","Cipika Reload","O","N","89","CipikaReload","","1","im2PrePaymentResponse","S"<endrec>
"","117","API","Outbound Callback Service","im2PrePaymentResponse","S","","Cipika Reload Response","I","N","","","","0","","S"<endrec>
"","106","API","TC Event Service","rechargeAmountSFCResponse","S","","TC Event Service","I","","","","","0","",""<endrec>
"","106","API","TC Event Service","rechargeAmountSFCResponseSendFailed","S","","","I","","","","","0","",""<endrec>
"","106","API","TC Event Service","rechargeAmountSFCResponseTimeOut","S","","","I","","","","","0","",""<endrec>
"","","APIResult","","ActivateCustomer","S","","","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","ActivateCustomerDirectDebitMandate","S","","ActivateCustomerDirectDebitMandate","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","ActivateGroupDirectDebitMandate","S","","ActivateGroupDirectDebitMandate","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","ActivateOrganizationDirectDebitMandate","S","","ActivateOrganizationDirectDebitMandate","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","ActivateTill","S","","","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","AddCustomerBeneficiary","S","","","O","N","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","AddCustomerStateTag","S","","Add Cusotmer State Tag Result","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","AddDormantWhitelist","S","","AddDormantWhitelist","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","AddGroupBeneficiary","S","","Add Group Beneficiary","O","N","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","AddGroupMember","S","","Add Group Member","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","AddGroupMemberByGroupLeader","S","","Add Group Member by Group Leader","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","AddO2CLink","S","","","O","N","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","AddOrgBeneficiary","S","","","O","N","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","AddOrgStateTag","S","","Add Org State Tag Result","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","ApproveGroupActionOrTransaction","S","","Approve Group Action Or Transaction","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","BulkTask","S","","","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","CCHCollectCustomerDoB","S","","CCHCollectCustomerDoB","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","CCHReverseTransaction","S","","CCHReverseTransaction","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","CCHSendCustomerStartKey","S","","CCHSendCustomerStartKey","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","CCHSendOperatorStartKey","S","","CCHSendOperatorStartKey","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","CCHUnlockCustPIN","S","","CCHUnlockCustPIN","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","CCHUnlockOperatorPIN","S","","CCHUnlockOperatorPIN","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","CancelCustomerDirectDebitMandateByPayee","S","","CancelCustomerDirectDebitMandateByPayee","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","CancelCustomerDirectDebitMandateByPayer","S","","CancelCustomerDirectDebitMandateByPayer","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","CancelGroupDirectDebitMandateByPayee","S","","CancelGroupDirectDebitMandateByPayee","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","CancelGroupDirectDebitMandateByPayer","S","","CancelGroupDirectDebitMandateByPayer","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","CancelOrgDirectDebitMandateByPayee","S","","CancelOrgDirectDebitMandateByPayee","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","CancelOrgDirectDebitMandateByPayer","S","","CancelOrgDirectDebitMandateByPayer","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","ChangeAccountStatus","S","","","O","N","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","ChangeCustAcctRuleProfile","S","","Change Customer Account RuleProfile","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","ChangeCustRuleProfile","S","","Change Customer RuleProfile","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","ChangeCustomerLanguage","S","","","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","ChangeCustomerMSISDN","S","","","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","ChangeCustomerPIN","S","","","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","ChangeCustomerQA","S","","ChangeCustomerQA","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","ChangeCustomerSecretWord","S","","","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","ChangeCustomerStatus","S","","","O","N","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","ChangeGroupAccountRuleProfile","S","","Change Group Account RuleProfile","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","ChangeGroupChargeProfile","S","","Change Group ChargeProfile","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","ChangeGroupMemberRoles","S","","Change Group Member Roles","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","ChangeGroupMemberRolesByGroupLeader","S","","Change Group Member Role by Group Leader","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","ChangeGroupRuleProfile","S","","Change Group RuleProfile","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","ChangeGroupStatusResult","S","","Change Group Status.","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","ChangeOrgAcctRuleProfile","S","","Change Org Account RuleProfile","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","ChangeOrgOperatorLanguage","S","","","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","ChangeOrgOperatorPIN","S","","","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","ChangeOrgOperatorSecretWord","S","","","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","ChangeOrgOperatorStatus","S","","","O","N","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","ChangeOrgRuleProfile","S","","Change Org RuleProfile","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","ChangeOrganizationStatus","S","","","O","N","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","ChangeSPOperatorLanguage","S","","","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","ChangeSPOperatorStatus","S","","","O","N","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","ChangeTillLanguage","S","","","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","ChangeTillMSISDN","S","","","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","ChangeTillStatus","S","","","O","N","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","CommonResultBusiness","S","","","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","ConfirmGroupMembership","S","","ConfirmGroupMembership","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","ConfirmTransaction","S","","","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","CreateChildOrg","S","","","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","CreateCustLoyaltyAccount","S","","CreateCustLoyaltyAccount","O","N","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","CreateCustomerBundle","S","","CreateCustomerBundle","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","CreateCustomerDirectDebitMandateByPayee","S","","CreateCustomerDirectDebitMandateByPayee","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","CreateCustomerPIN","S","","CreateCustomerPINResult","O","N","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","CreateDirectDebitMandateByCustomer","S","","CreateDirectDebitMandateByCustomer","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","CreateDirectDebitMandateByGroup","S","","CreateDirectDebitMandateByGroup","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","CreateDirectDebitMandateByOrganization","S","","CreateDirectDebitMandateByOrganization","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","CreateDirectDebitMandateByPayee","S","","CreateDirectDebitMandateByPayee","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","CreateGroup","S","","Create Group","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","CreateGroupBundle","S","","CreateGroupBundle","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","CreateGroupByCustomer","S","","Create Group by Customer","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","CreateGroupDirectDebitMandateByPayee","S","","CreateGroupDirectDebitMandateByPayee","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","CreateGroupLoyaltyAccount","S","","CreateGroupLoyaltyAccount","O","N","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","CreateOrgDirectDebitMandateByPayee","S","","CreateOrgDirectDebitMandateByPayee","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","CreateOrgLoyaltyAccount","S","","CreateOrgLoyaltyAccount","O","N","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","CreateOrgOperator","S","","","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","CreateOrganizationBundle","S","","CreateOrganizationBundle","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","CreateSPOperator","S","","CreateSPOperator","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","CreateTill","S","","","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","CreateTopOrg","S","","","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","CreditLimitBalance","S","","Increase Credit Limit","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","CreditLimitBalanceSync","S","","Increase Credit Limit Sync","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","CustomerForgetPin","S","","CustomerForgetPin","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","CustomerGetStartPIN","S","","CustomerGetStartPIN","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","CustomerSelfRegistration","S","","","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","CustomerSelfRegistration4PIN","S","","CustomerSelfRegistration4PIN","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","DebitLimitBalance","S","","Decrease Credit Limit","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","DebitLimitBalanceSync","S","","Decrease Credit Limit Sync","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","DeleteCustomerBeneficiary","S","","","O","N","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","DeleteDormantWhitelist","S","","DeleteDormantWhitelist","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","DeleteGroupBeneficiary","S","","Delete Group Beneficiary","O","N","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","DeleteGroupReminderSchedule","S","","Delete Group Reminder Schedule Result","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","DeleteIndividualReminderScheduleRequest","S","","Delete Individual Reminder Schedule Result","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","DeleteO2CLink","S","","","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","DeleteOrgBeneficiary","S","","","O","N","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","EMoneyIssueEntrySubmit","S","","EMoney IssueEntry Submit","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","EditCustomerDirectDebitMandateByPayee","S","","EditCustomerDirectDebitMandateByPayee","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","EditCustomerDirectDebitMandateByPayer","S","","EditCustomerDirectDebitMandateByPayer","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","EditGroupDirectDebitMandateByPayee","S","","EditGroupDirectDebitMandateByPayee","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","EditGroupDirectDebitMandateByPayer","S","","EditGroupDirectDebitMandateByPayer","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","EditOrgDirectDebitMandateByPayee","S","","EditOrgDirectDebitMandateByPayee","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","EditOrgDirectDebitMandateByPayer","S","","EditOrgDirectDebitMandateByPayer","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","GenerateCustQRCode","S","","Generate Customer QRCode","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","InitTrans_1001","S","","","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","InitTrans_1005","S","","","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","InitTrans_1100","S","","","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","InitTrans_Customer Pay Bill","S","","Customer Pay Bill","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","InitTrans_CustomerPayMerchant","S","","CustomerPayMerchant","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","InitTrans_FSI_Deposit_Mkcb","S","","InitTrans_FSI_Deposit_Mkcb","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","InitTrans_FSI_Req_Bal_Mkcb","S","","InitTrans_FSI_Req_Bal_Mkcb","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","InitTrans_FSI_Req_Credit_Limit_Mkcb","S","","InitTrans_FSI_Req_Credit_Limit_Mkcb","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","InitTrans_FSI_Req_Statement_Mkcb","S","","InitTrans_FSI_Req_Statement_Mkcb","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","InitTrans_FSI_Withdraw_Mkcb","S","","InitTrans_FSI_Withdraw_Mkcb","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","InitTrans_In-net B2C Payment","S","","","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","InitTrans_In-net B2C Payment Reversal","S","","","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","InitTrans_In-net C2C","S","","","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","InitTrans_In-net C2C Reversal","S","","","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","InitTrans_ODRepayment","S","","InitTrans_ODRepayment","O","","","","NewResultBusiness","1","","A"<endrec>
"","-1","APIResult","","InitTrans_Query Group Mini Statement","S","","Query Group Account Statements Result.","O","N","","","NewResultBusiness","1","","A"<endrec>
"","-1","APIResult","","InitTrans_QueryCustomerBalanceApp","S","","","O","N","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","InitTrans_QueryCustomerLoanAccount","S","","Query Customer Loan Account","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","InitTrans_Send Money","S","","Send Money","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","InitiateTransactionbyReminder","S","","Initiate Transaction by Reminder","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","InviteFriend","S","","Invite a Friend Result","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","LinkMyStaticQR","S","","LinkMyStaticQRCode","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","ListAllOrganizationOperators","S","","ListAllOrganizationOperators","O","N","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","ListGroupMembers","S","","List Group Members","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","ListGroupMembersByCustomer","S","","List Group Members by customer","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","ListOrganizationChildStores","S","","ListOrganizationChildStores","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","ListOrganizationOperators","S","","","O","N","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","ListOrganizationTills","S","","","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","LookupCustomerBeneficiary","S","","","O","N","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","LookupGroupBeneficiary","S","","Lookup Group Beneficiary","O","N","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","LookupOrgBeneficiary","S","","","O","N","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","Schematic API Reply Service","NewResultBusiness","P","","","O","","","","","1","","A"<endrec>
"","","APIResult","","ODOptIn","S","","ODOptIn","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","ODQuery","S","","ODQuery","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","OperatorLogin","S","","Operator Login for Indosa APP","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","OperatorLogout","S","","Operator Logout for Indosa APP","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","PreValidation","S","","Pre Validation Result","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","PreValidationConfirmation","S","","Pre Validation Confirmation Result","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","QueryBillIssuer","S","","Query Bill Issuer Result for Indosa APP","O","N","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","QueryCustLoyaltyPoint","S","","Query Cust LoyaltyPoint Result","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","QueryCustLoyaltyPointStatement","S","","Query Cust Loyalty Point Statement Result","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","QueryCustomerAccountStatements","S","","","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","QueryCustomerBalance","S","","","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","QueryCustomerBankAccountList","S","","QueryCustomerBankAccountList","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","QueryCustomerBankAccountLookupList","S","","QueryCustomerBankAccountLookupList","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","QueryCustomerBankCardList","S","","Query Customer Bank Card List","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","QueryCustomerInfo","S","","","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","QueryCustomerKYC","S","","","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","QueryCustomerLoanAccount","S","","Query Customer Loan Account","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","QueryCustomerName","S","","Query Customer Name","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","QueryCustomerProducts","S","","","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","QueryCustomerQuestion","S","","QueryCustomerQuestion","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","QueryCustomerStateTag","S","","Query Customer State Tag","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","QueryCustomerStatement","S","","QueryCustomerStatement","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","QueryCustomerTransactions","S","","","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","QueryDirectDebitMandateByPayer","S","","Query Direct Debit Mandate By Payer Result.","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","QueryDormantWhitelist","S","","QueryDormantWhitelist","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","QueryExchangeRate","S","","QueryExchangeRate","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","QueryFSIResult","S","","","O","","","","NewResultBusiness","1","","A"<endrec>
"","-1","APIResult","","QueryGroupBalance","S","","Query Group Account Balance Result","O","N","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","QueryGroupBankAccountList","S","","QueryGroupBankAccountList","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","QueryGroupBankAccountLookupList","S","","QueryGroupBankAccountLookupList","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","QueryGroupInfo","S","","Query Group Info","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","QueryGroupKYC","S","","Query Group KYC","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","QueryGroupLoyaltyPoint","S","","Query Group Loyalty Point Result","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","QueryGroupLoyaltyPointStatement","S","","Query Group Loyalty Point Statement Result","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","QueryGroupProducts","S","","Query Group Products","O","","","","NewResultBusiness","1","","A"<endrec>
"","-1","APIResult","","QueryGroupTransactions","S","","Query Group Transactions Result.","O","N","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","QueryIdentityBundle","S","","Query Identity Bundle","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","QueryIdentityLimitUsage","S","","Query Identity Limit Usage","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","QueryIndividualReminderScheduleDetails","S","","QueryIndividualReminderScheduleDetails","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","QueryLoyaltyConsumerByOrgOperator","S","","Query Loyalty Consumer Result","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","QueryLoyaltyConsumerStatementByOrgOperator","S","","Query Loyalty Consumer Statement Result","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","QueryMerchantInfoByQRCode","S","","QueryMerchantInfoByQRCodeResult","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","QueryMerchantStaticQR","S","","QueryMerchantStaticQR","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","QueryMiniStatements","S","","QueryMiniStatements","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","QueryMyStaticQR","S","","QueryMyStaticQR","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","QueryO2CLink","S","","","O","N","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","QueryOfflineWalletRecentTransactions","S","","QueryOfflineWalletRecentTransactions","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","QueryOperatorQuestion","S","","QueryOperatorQuestion For App","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","QueryOrgLoyaltyPoint","S","","Query Org Loyalty Point Result","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","QueryOrgLoyaltyPointStatement","S","","Query Org Loyalty Point Statement Result","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","QueryOrgName","S","","Query Organization Name","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","QueryOrgOpCNSKYCFlag","S","","Query Cust CNS KYC Flag","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","QueryOrgOperatorInfo","S","","QueryOrgOperatorInfo","O","N","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","QueryOrgOperatorKYC","S","","","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","QueryOrgStateTag","S","","Query Org State Tag","O","","","","NewResultBusiness","1","","S"<endrec>
"","","APIResult","","QueryOrganizationAccountStatements","S","","","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","QueryOrganizationBalance2","S","","","O","","","","NewResultBusiness","1","","A"<endrec>
"","","APIResult","","QueryOrganizationBankAccountList","S","","QueryOrganizationBankAccountList","O","","","","NewResultBusiness","1","","S"<endrec>
