ALLOW_MSG_LOG,CATALOG_ID,CHANNEL,COMMAND_HANDLE_MODULE,COMMAND_SCOPE,COMMAND_TYPE,COMMAND_VERSION,DESCRIPTION,DIRECT,HAS_SOAP_FAULT,INTERFACE_CODE,MSG_CODE,PARANT_COMMAND_SCOPE,REQUEST_FLAG,RESPONSE_COMMAND,SYC_ASC                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  <endrec>
"","","SchemaAPI","","InitTrans_Buy goods via Static QRCode","S","","Buy goods via Static QR-Code","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","TC Service","InitTrans_BuyGoodsWithForeignExchange","S","","BuyGoodsWithForeignExchange","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_BuyGoodsWithRedeemVoucher","S","","Buy goods with redeem voucher y","I","","","","NEWTCBusiness","1","","S"<endrec>
"","","SchemaAPI","TC Service","InitTrans_C2B Direct Debit Auth Transaction","S","","Initiate C2B Direct Debit Auth Transaction","I","","","","NEWTCBusiness","1","","S"<endrec>
"","","SchemaAPI","","InitTrans_CashOutbyMSISDNandPIN","S","","Out by MSISDN and PIN","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_Checkout_C2B_Auth_VDF_Demo","S","","InitTrans_Checkout_C2B_VDF_Demo","I","","","","NEWTCBusiness","1","","S"<endrec>
"","","SchemaAPI","","InitTrans_Checkout_C2B_VDF_Demo","S","","InitTrans_Checkout_C2B_VDF_Demo","I","","","","NEWTCBusiness","1","","S"<endrec>
"","","SchemaAPI","Confirm Transaction","InitTrans_ConfirmTransaction","S","","Confirm Transaction","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_Credit Remittance Cus2Cus","S","","Customer Remittance API Channel","I","","","","NEWTCBusiness","1","","S"<endrec>
"","","SchemaAPI","","InitTrans_Customer Account Management - PIN","S","","InitTrans_1003","I","","","","NEWBOBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_Customer Buy Airtime","S","","","I","","","","NEWTCBusiness","1","","A"<endrec>
"","-1","SchemaAPI","","InitTrans_Customer Initiate reversal request","S","","Customer Initiate reversal request","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_Customer Pay Bill","S","","Customer Pay Bill","I","","","","NEWTCBusiness","1","","A"<endrec>
"","-1","SchemaAPI","","InitTrans_Customer Transfer 2 Factors","S","","Send Money 2 factor ID Type","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","TC Service","InitTrans_CustomerBuyForeignCurrency","S","","Customer Buy Foreign Currency","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","TC Service","InitTrans_CustomerBuyForeignCurrencyIndirect","S","","Customer Buy Foreign Currency","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_CustomerPayMerchant","S","","CustomerPayMerchant","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_CustomerPayMerchantnew","S","","before is 2301","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","TC Service","InitTrans_CustomerPaymentWithForeignExchange","S","","Customer Payment With Foreign Exchange","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","TC Service","InitTrans_CustomerSellForeignCurrency","S","","Customer Sell Foreign Currency","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","TC Service","InitTrans_CustomerSellForeignCurrencyIndirect","S","","Customer Sell Foreign Currency Indirect","I","","","","NEWTCBusiness","1","","A"<endrec>
"","-1","SchemaAPI","","InitTrans_CustomerToBusOpenAPI","S","","InitTrans_CustomerToBusOpenAPI","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_Deposit from Bank Card","S","","Deposit from Bank Card","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_DirectPaymentFromBankPurchaseX","S","","DirectPaymentFromBankPurchaseX","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","TC Service","InitTrans_Dompetku Bill Payment","S","","Dompetku Bill Payment","I","","","","NEWTCBusiness","1","","S"<endrec>
"","","SchemaAPI","TC Service","InitTrans_Dompetku Cash In","S","","Dompetku Cash In","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","TC Service","InitTrans_Dompetku Cash Out","S","","Dompetku Cash Out","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_DompetkuAllocationRequestByCanvasser","S","","Sub Organizatoin Request Dompetku Allocation by Canvasser","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_DompetkuAllocationRequestBySubOrg","S","","Sub Organization Request Dompetku Allocation from it’s Parent","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_DompetkuAllocationToSubOrg","S","","(Dompetku Allocation) Parent Organizatoin Allocate to sub Organization","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","TC Service","InitTrans_Emoney Deposit From Bank API","S","","Online Emoney Deposit","I","","","","NEWTCBusiness","1","","A"<endrec>
"","113","SchemaAPI","","InitTrans_FSI_Active_Mshwari","S","","before is ActiveFSIProducts","I","N","","","NEWBOBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_FSI_Deposit_Mkcb","S","","FSI KCB Savings Deposit","I","","","","NEWTCBusiness","1","","S"<endrec>
"","113","SchemaAPI","","InitTrans_FSI_Deposit_Mshwari","S","","before is 2307","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_FSI_Fixed_Deposit_Close_Mkcb","S","","FSI Fixed Deposit Close for KCB M-PES","I","","","","NEWTCBusiness","1","","S"<endrec>
"","","SchemaAPI","","InitTrans_FSI_Fixed_Deposit_Sav_Mkcb","S","","FSI Fixed Deposit from Savings For KCB M-PESA","I","","","","NEWTCBusiness","1","","S"<endrec>
"","","SchemaAPI","","InitTrans_FSI_Loan_Repay_Mkcb","S","","FSI Loan Repayment For KCB M-PESA","I","","","","NEWTCBusiness","1","","A"<endrec>
"","113","SchemaAPI","","InitTrans_FSI_Loan_Repay_Mshwari","S","","before is 3204","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_FSI_Loan_Req_Mkcb","S","","customer loan request","I","","","","NEWTCBusiness","1","","S"<endrec>
"","113","SchemaAPI","","InitTrans_FSI_Loan_Req_Mshwari","S","","Before is 3202","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_FSI_Req_Bal_Mkcb","S","","FSI_Req_Bal_Mkcb","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","113","SchemaAPI","","InitTrans_FSI_Req_Bal_Mshwari","S","","before is 1024","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_FSI_Req_Credit_Limit_Mkcb","S","","FSI Request Credit Limit For KCB M-PESA","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","113","SchemaAPI","","InitTrans_FSI_Req_Credit_Limit_Mshwari","S","","before is 1015","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","113","SchemaAPI","","InitTrans_FSI_Req_Mini_Staement_Mshwari","S","","before is 1014","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_FSI_Target_Deposit_Close_Mkcb","S","","FSI KCB Savings close","I","","","","NEWTCBusiness","1","","S"<endrec>
"","","SchemaAPI","","InitTrans_FSI_Target_Deposit_Sav_Mkcb","S","","FSI Target Deposit from Savings For KCB M-PESA","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_FSI_Target_First_Deposit_Sav_Mkcb","S","","FSI Target First Deposit from Savings For KCB M-PESA","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_FSI_Withdraw_Mkcb","S","","FSI KCB Savings Withdrad","I","","","","NEWTCBusiness","1","","S"<endrec>
"","113","SchemaAPI","","InitTrans_FSI_Withdraw_Mshwari","S","","Before is3208","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_GeolockingCheck","S","","Geo locking Check","I","","","","NEWBOBusiness","1","","S"<endrec>
"","-1","SchemaAPI","TC Service","InitTrans_Group ATM Deposit via Voucher","S","","Group ATM Deposit","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","TC Service","InitTrans_Group ATM Deposit via Voucher Two Messages","S","","Group ATM Deposit Two Messages","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","TC Service","InitTrans_Group ATM Withdrawal With Voucher","S","","Group ATM Withdraw","I","","","","NEWTCBusiness","1","","A"<endrec>
"","-1","SchemaAPI","TC Service","InitTrans_Group Buy Goods 2 Factor Auth Linked Card (Group Sponsor)","S","","","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_Group Buy Goods with Voucher","S","","InitTrans_2302","I","","","","NEWTCBusiness","1","","A"<endrec>
"","-1","SchemaAPI","TC Service","InitTrans_Group Buy Goods with Voucher Old","S","","InitTrans_Group Buy Goods with Voucher","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","-1","SchemaAPI","TC Service","InitTrans_Group G2G Transfer Service","S","","Group G2G Transfer Service","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","-1","SchemaAPI","TC Service","InitTrans_Group P2G Transfer","S","","Group P2G Transfer","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","-1","SchemaAPI","TC Service","InitTrans_Group Request Deposit Voucher","S","","Customer Apply Group Deposit Voucher","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","-1","SchemaAPI","TC Service","InitTrans_Group Request Withdrawal Voucher","S","","Customer Apply Group Withdraw Voucher","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","TC Service","InitTrans_Group Two Part Voucher Redeeming","S","","Group Two Part Voucher Redeeming","I","","","","NEWTCBusiness","1","","A"<endrec>
"","-1","SchemaAPI","TC Service","InitTrans_Group request Buy Goods Voucher","S","","Apply for a Buy Goods from Group Account","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","-1","SchemaAPI","TC Service","InitTrans_Group transfer to group member","S","","Group G2P Transfer Service","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","TC Service","InitTrans_GroupBuyForeignCurrency","S","","Group Buy Foreign Currency","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","TC Service","InitTrans_GroupBuyForeignCurrencyIndirect","S","","Group Buy Foreign Currency Indirect","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","TC Service","InitTrans_GroupPaymentWithForeignExchange","S","","Group Payment With Foreign Exchange","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","TC Service","InitTrans_GroupSellForeignCurrency","S","","Group Sell Foreign Currency","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","TC Service","InitTrans_GroupSellForeignCurrencyIndirect","S","","Group Sell Foreign Currency Indirect","I","","","","NEWTCBusiness","1","","A"<endrec>
"","-1","SchemaAPI","","InitTrans_IMTRequestQuote","S","","","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_In-net B2C Payment","S","","","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","Txn Reversal Service","InitTrans_In-net B2C Payment Reversal","S","","","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_In-net C2C","S","","","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","Txn Reversal Service","InitTrans_In-net C2C Reversal","S","","","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","TC Service","InitTrans_Indosat Reload","S","","Indosat Reload","I","","","","NEWTCBusiness","1","","S"<endrec>
"","","SchemaAPI","TC Service","InitTrans_Initiate Direct Debit Transaction","S","","Initiate Direct Debit Transaction","I","","","","NEWTCBusiness","1","","A"<endrec>
"","-1","SchemaAPI","","InitTrans_JL_C2BWithConfirm","S","","","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_KCB CustomerDepositfromThirdParty","S","","Customer Deposit from Third Party","I","","","","NEWTCBusiness","1","","S"<endrec>
"","-1","SchemaAPI","","InitTrans_KT BusinessPayBill","S","","","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","-1","SchemaAPI","","InitTrans_MShwariActivate","S","","","I","N","","","NEWBOBusiness","1","","A"<endrec>
"","-1","SchemaAPI","","InitTrans_MShwariBalance","S","","","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","-1","SchemaAPI","","InitTrans_MShwariDeposit","S","","","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_ManualIssuingPoint","S","","org issuer points","I","","","","NEWTCBusiness","1","","A"<endrec>
"","-1","SchemaAPI","","InitTrans_Merchant POS Payment","S","","","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","-1","SchemaAPI","","InitTrans_MerchantTransferFromMerchantToWorking","S","","","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_No Card Holder Authentication Transaction Service","S","","No Card Holder Authentication Transaction Service","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","TC Service","InitTrans_ODRepayment","S","","ODRepayment","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_OTC Buy AirTime Via Voucher","S","","OTC Buy AirTime","I","","","","NEWTCBusiness","1","","A"<endrec>
"","-1","SchemaAPI","","InitTrans_OTC Buy AirTime_VDF_Demo","S","","","I","N","","","NEWTCBusiness","1","","S"<endrec>
"","","SchemaAPI","","InitTrans_OTC IMT Request Quote Via Voucher","S","","OTC IMT Request Quote","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_OTC IMT Transfer Abroad Via Voucher","S","","OTC IMT transfer abroad","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_OTC P2P Transaction","S","","OTC P2P Transaction","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_OTC Pay Bill Via Voucher","S","","OTC Pay Bill","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","TC Service","InitTrans_Online Bank Charge","S","","Online Bank Charge","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","TC Service","InitTrans_Online Bank Interest","S","","Online Bank Interest","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","TC Service","InitTrans_Online Emoney Deposit","S","","Online Emoney Deposit","I","","","","NEWTCBusiness","1","","A"<endrec>
"","-1","SchemaAPI","","InitTrans_Organisation Initiate reversal request","S","","Organisation Initiate reversal request","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","-1","SchemaAPI","","InitTrans_Organization Funds Management - Business Deposit","S","","","I","N","","","NEWTCBusiness","1","","S"<endrec>
"","","SchemaAPI","","InitTrans_Organization Loan","S","","Organization Loan","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","TC Service","InitTrans_OrganizationBuyForeignCurrency","S","","Organization Buy Foreign Currency","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","TC Service","InitTrans_OrganizationBuyForeignCurrencyIndirect","S","","Organization Buy Foreign Currency Indirect","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","TC Service","InitTrans_OrganizationPaymentWithForeignExchange","S","","Organization Payment With Foreign Exchange","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","TC Service","InitTrans_OrganizationSellForeignCurrency","S","","Organization Sell Foreign Currency","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","TC Service","InitTrans_OrganizationSellForeignCurrencyIndirect","S","","Organization Sell Foreign Currency Indirect","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_Pay Bill from Bank Account","S","","Pay Bill from Bank Account","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_Pay Bill from Bank Card","S","","Pay Bill from Bank Card","I","","","","NEWTCBusiness","1","","A"<endrec>
"","-1","SchemaAPI","","InitTrans_PayDividendToRegisteredUser","S","","","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","-1","SchemaAPI","","InitTrans_PromotionPayment","S","","","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","TC Service","InitTrans_Purchase Data Package","S","","Confirmation Replace Package","I","","","","NEWTCBusiness","1","","S"<endrec>
"","","SchemaAPI","TC Service","InitTrans_Purchase VAS Package","S","","Confirmation Replace Package","I","","","","NEWTCBusiness","1","","S"<endrec>
"","-1","SchemaAPI","","InitTrans_Query Group Mini Statement","S","","QueryGroupAccountStatements","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","-1","SchemaAPI","","InitTrans_QueryCustomerBalanceApp","S","","","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_QueryCustomerLoanAccount","S","","Query Customer Loan Account","I","","","","NEWTCBusiness","1","","S"<endrec>
"","-1","SchemaAPI","","InitTrans_QueryFSIResult","S","","","I","N","","","NEWBOBusiness","1","","A"<endrec>
"","","SchemaAPI","TC Service","InitTrans_Redeem Coupon Voucher","S","","Redeem Issued Voucher","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","TC Service","InitTrans_Redeem Issued Voucher","S","","Redeem Issued Voucher","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","TC Service","InitTrans_Redeem Ticket Voucher","S","","Redeem Ticket Voucher","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_Redeem Voucher","S","","","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_RedeemPoint","S","","org redeem points","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_Remittance Cus2Cus","S","","Customer Remittance API Channel","I","","","","NEWTCBusiness","1","","S"<endrec>
"","","SchemaAPI","TC Service","InitTrans_Retrieve Balance","S","","Retrieve Balance","I","","","","NEWTCBusiness","1","","A"<endrec>
"","-1","SchemaAPI","Txn Reversal Service","InitTrans_Reversal by Customer","S","","Registered Customer Initiate Reversal Transaction","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","-1","SchemaAPI","Txn Reversal Service","InitTrans_Reversal by Organisation","S","","Org Operator Initiate Reversal Transaction From a Received Reversal Request","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","-1","SchemaAPI","","InitTrans_ReversalRequest","S","","Reversal Request","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","-1","SchemaAPI","","InitTrans_SalaryPayment","S","","","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","-1","SchemaAPI","","InitTrans_SalaryPaymentWithWithdrawalChargePaid","S","","Salary Payment To Customer Withdrawal Charge Paid","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_Send Money","S","","CustomerPayMerchant","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","TC Service","InitTrans_Set Balance","S","","Set Balance","I","","","","NEWTCBusiness","1","","A"<endrec>
"","-1","SchemaAPI","Txn Reversal Service","InitTrans_TransactionReversal","S","","","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_Transfer from Bank Account","S","","Transfer from Bank Account    DirectPaymentFromBankPurchaseX","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_Transfer from Bank Card","S","","Transfer from Bank Card","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_Transfer from M-Pesa to Bank","S","","InitTrans_TransferfromCPSToBank","I","","","","NEWTCBusiness","1","","A"<endrec>
"","-1","SchemaAPI","TC Service","InitTrans_Transfer funds to Group Account","S","","Group B2G Transfer Service","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_TransferfromBankToCPS","S","","InitTrans_TransferfromBankToCPS","I","","","","NEWTCBusiness","1","","A"<endrec>
"","-1","SchemaAPI","TC Service","InitTrans_Two Factor Authentication Transaction Service","S","","Two Factor Authentication Transaction Service","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_Two Part Buy Goods","S","","Two Part Buy Goods","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_Two Part Payment Confirm","S","","Two Part Payment Confirm","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_Two Part Voucher Redeeming","S","","Two Part Voucher Redeeming","I","","","","NEWTCBusiness","1","","A"<endrec>
"","-1","SchemaAPI","TC Event Service","InitTrans_Two Step Authentication Transaction Service","S","","Two Step Authentication Transaction Service","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","InitTrans_Withdraw to Bank Card","S","","Withdraw to Bank Card","I","","","","NEWTCBusiness","1","","A"<endrec>
"","113","SchemaAPI","","InitTransportKey","S","","","I","N","","","NEWBOBusiness","1","","S"<endrec>
"","","SchemaAPI","","InitiateTransactionbyReminder","S","","Initiate Transaction by Reminder","I","","","","NEWBOBusiness","1","","A"<endrec>
"","","SchemaAPI","","InviteFriend","S","","Invite a Friend Code","I","","","","NEWBOBusiness","1","","A"<endrec>
"","","SchemaAPI","","LinkCustomerBankAccount","S","","LinkCustomerBankAccount","I","","","","NEWBOBusiness","1","","S"<endrec>
"","","SchemaAPI","","LinkCustomerBankCard","S","","Link Customer Bank Card","I","","","","NEWBOBusiness","1","","A"<endrec>
"","","SchemaAPI","","LinkGroupBankAccount","S","","LinkGroupBankAccount","I","","","","NEWBOBusiness","1","","S"<endrec>
"","113","SchemaAPI","","LinkMyStaticQR","P","","LinkMyStaticQRRequest","I","N","","","NEWBOBusiness","1","","A"<endrec>
"","","SchemaAPI","","LinkOrganizationBankAccount","S","","LinkOrganizationBankAccount","I","","","","NEWBOBusiness","1","","S"<endrec>
"","","SchemaAPI","","LinkOrganizationBankCard","S","","Link Organization Bank Card","I","","","","NEWBOBusiness","1","","A"<endrec>
"","","SchemaAPI","","LinkingIdentities","S","","LinkingIdentities","I","","","","NEWBOBusiness","1","","A"<endrec>
"","","SchemaAPI","","ListAllOrganizationOperators","S","","ListAllOrganizationOperators","I","N","","","NEWBOBusiness","1","","A"<endrec>
"","","SchemaAPI","","ListGroupMembers","S","","List Group Members","I","","","","NEWBOBusiness","1","","A"<endrec>
"","","SchemaAPI","","ListGroupMembersByCustomer","S","","List Group Members By Customer","I","","","","NEWBOBusiness","1","","A"<endrec>
"","","SchemaAPI","","ListOrganizationChildStores","S","","ListOrganizationChildStores","I","N","","","NEWBOBusiness","1","","A"<endrec>
"","","SchemaAPI","","ListOrganizationOperators","S","","","I","N","","","NEWBOBusiness","1","","A"<endrec>
"","","SchemaAPI","","ListOrganizationTills","S","","","I","","","","NEWBOBusiness","1","","A"<endrec>
"","","SchemaAPI","","LookupCustomerBeneficiary","S","","","I","N","","","NEWBOBusiness","1","","A"<endrec>
"","","SchemaAPI","","LookupGroupBeneficiary","S","","Lookup Group Beneficiary","I","N","","","NEWBOBusiness","1","","A"<endrec>
"","","SchemaAPI","","LookupOrgBeneficiary","S","","","I","N","","","NEWBOBusiness","1","","A"<endrec>
"","","SchemaAPI","BC Service","NEWBCBusiness","P","","","I","N","","","","1","","A"<endrec>
"","","SchemaAPI","BO Service","NEWBOBusiness","P","","","I","","","","","1","","A"<endrec>
"","","SchemaAPI","TC Service","NEWTCBusiness","P","","","I","N","","","","1","","A"<endrec>
"","","SchemaAPI","","ODOptIn","S","","ODOptIn","I","","","","NEWBOBusiness","1","","A"<endrec>
"","","SchemaAPI","","ODQuery","S","","ODQuery","I","","","","NEWBOBusiness","1","","A"<endrec>
"","","SchemaAPI","BO Service","OperatorForgetPassword","S","","OperatorForgetPassword For App","I","","","","NEWBOBusiness","1","","S"<endrec>
"","","SchemaAPI","BO Service","OperatorLogin","S","","Operator Login for APP","I","N","","","NEWBOBusiness","1","","S"<endrec>
"","","SchemaAPI","BO Service","OperatorLogout","S","","Operator Logout for APP","I","N","","","NEWBOBusiness","1","","S"<endrec>
"","","SchemaAPI","","OrgActivateCard","S","","OrgActivateCard","I","","","","NEWBOBusiness","1","","A"<endrec>
"","","SchemaAPI","","OrgCancelCard","S","","OrgCancelCard","I","","","","NEWBOBusiness","1","","A"<endrec>
"","","SchemaAPI","","OrgRegisterCard","S","","OrgRegisterCard","I","","","","NEWBOBusiness","1","","A"<endrec>
"","","SchemaAPI","","PreValidation","S","","Pre Validation Request","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","TC Event Service","PreValidationConfirmation","S","","Pre Validation Confirmation Request","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","BO Service","QueryBillIssuer","S","","Query Bill Issuer for Indosa APP","I","","","","NEWBOBusiness","1","","S"<endrec>
"","","SchemaAPI","","QueryCustLoyaltyPoint","S","","QueryCustLoyaltyPoint","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","QueryCustLoyaltyPointStatement","S","","QueryCustLoyaltyPointStatement","I","N","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","QueryCustomerAccountStatements","S","","","I","","","","NEWBOBusiness","1","","A"<endrec>
"","","SchemaAPI","","QueryCustomerBalance","S","","","I","","","","NEWTCBusiness","1","","A"<endrec>
"","","SchemaAPI","","QueryCustomerBankAccountList","S","","QueryCustomerBankAccountList","I","","","","NEWBOBusiness","1","","S"<endrec>
"","","SchemaAPI","","QueryCustomerBankAccountLookupList","S","","QueryCustomerBankAccountLookupList","I","","","","NEWBOBusiness","1","","S"<endrec>
"","","SchemaAPI","","QueryCustomerBankCardList","S","","Query Customer Bank Card List","I","","","","NEWBOBusiness","1","","A"<endrec>
"","","SchemaAPI","","QueryCustomerInfo","S","","","I","","","","NEWBOBusiness","1","","A"<endrec>
"","","SchemaAPI","","QueryCustomerKYC","S","","","I","","","","NEWBOBusiness","1","","A"<endrec>
"","","SchemaAPI","","QueryCustomerLoanAccount","S","","Query Customer Loan Account","I","","","","NEWBOBusiness","1","","S"<endrec>
"","113","SchemaAPI","","QueryCustomerName","S","","Query Customer Name","I","","","","NEWBOBusiness","1","","S"<endrec>
"","","SchemaAPI","","QueryCustomerProducts","S","","","I","","","","NEWBOBusiness","1","","A"<endrec>
"","113","SchemaAPI","","QueryCustomerQuestion","P","","QueryCustomerQuestion","I","N","","","NEWBOBusiness","1","","A"<endrec>
"","","SchemaAPI","","QueryCustomerStateTag","S","","Query Customer State Tag by Sync","I","","","","NEWBOBusiness","1","","S"<endrec>
"","","SchemaAPI","","QueryCustomerStatement","S","","QueryCustomerStatement","I","","","","NEWBOBusiness","1","","A"<endrec>
"","","SchemaAPI","","QueryCustomerTransactions","S","","","I","N","","","NEWBOBusiness","1","","A"<endrec>
"","","SchemaAPI","","QueryDirectDebitMandateByPayer","S","","Query Direct Debit Mandate By Payer","I","","","","NEWBOBusiness","1","","A"<endrec>
"","","SchemaAPI","","QueryDormantWhitelist","S","","QueryDormantWhitelist","I","N","","","NEWBOBusiness","1","","A"<endrec>
