AUTO_WF_SWITCH,CREATE_OPER_ID,CREATE_OPER_TIME,END_TIME,INTERVAL_TYPE,INTERVAL_VALUE,LAST_OPER_ID,LAST_OPER_TIME,LOAD_DATA_TS,MANUAL_WF_SWITCH,NOTIFICATION_ORG_ROLE,NOTIFICATION_SP_ROLE,NOTIFICATION_TYPE,PERIODIC_SWITCH,SETTLEMENT_PROFILE_DESC,SETTLEMENT_PROFILE_ID,SETTLEMENT_PROFILE_NAME,SP_NOTIFICATION_TYPE,START_TIME,STATUS,UNIQUE_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      <endrec>
"0","203000000000016350","2018-06-26 07:42:54.331000","","5","3","203000000000026608","2018-10-29 07:32:41.053000","","0","500000000000010102","500000000000010004","107000000000062034","1","IBM Parent to child profile Automatic","126","IBM Parent to child profile Automatic","107000000000062034","2018-01-25 00:00:00.000000","50","937460360"<endrec>
"0","203000000000017402","2018-01-30 06:53:39.664000","","","","203000000000010806","2018-02-23 07:55:41.438000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Manual","125","IBM Parent to child profile Manual","107000000000062034","","50","937460367"<endrec>
"0","203000000000010806","2018-02-23 07:55:26.428000","","","","203000000000014911","2018-06-22 07:56:31.137000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Manual","125","IBM Parent to child profile Manual","107000000000062034","","50","937462563"<endrec>
"1","203000000000014911","2018-06-05 11:23:36.669000","","5","3","203000000000015728","2018-06-22 09:06:30.999000","","0","500000000000010102","500000000000010004","107000000000062034","1","IBM Parent to child profile Trigger Balance","129","IBM Parent to child profile Manual - 1","107000000000062034","2018-06-05 14:56:49.000000","50","937498799"<endrec>
"0","203000000000026821","2018-06-06 07:13:18.490000","","","","203000000000016349","2018-06-26 11:02:20.388000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Auto Sweep from Organisation Bank profile","130","IBM Auto Sweep from Organisation Bank profile","107000000000062034","","50","937498828"<endrec>
"0","203000000000014911","2018-06-22 07:56:18.830000","","","","203000000000015728","2018-06-22 08:56:36.112000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Manual","125","IBM Parent to child profile Manual","107000000000062034","","50","937510228"<endrec>
"0","203000000000015728","2018-06-22 08:55:54.726000","","","","203000000000016350","2018-06-22 09:05:53.002000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Manual","125","IBM Parent to child profile Manual","107000000000062034","","50","937510235"<endrec>
"0","203000000000016350","2018-06-22 09:05:39.884000","","","","203000000000014912","2018-10-30 08:53:41.222000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Manual","125","IBM Parent to child profile Manual","107000000000062034","","50","937510237"<endrec>
"1","203000000000015728","2018-06-22 09:06:01.639000","","5","3","203000000000016349","2018-06-26 07:37:01.261000","","0","500000000000010102","500000000000010004","107000000000062034","1","IBM Parent to child profile Trigger Balance","129","IBM Parent to child profile Manual - 1","107000000000062034","2018-06-05 14:56:49.000000","50","937510238"<endrec>
"1","203000000000016349","2018-06-26 07:36:41.316000","","5","3","203000000000016349","2018-06-26 07:37:01.274000","","0","500000000000010102","500000000000010004","107000000000062034","1","IBM Parent to child profile Trigger Balance","129","IBM Parent to child profile Manual - 1","107000000000062034","2018-06-05 14:56:49.000000","30","937510394"<endrec>
"0","203000000000016349","2018-06-26 10:53:15.302000","","","","203000000000016349","2018-06-26 12:02:28.926000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Auto Sweep from Organisation Bank profile_Manual","139","IBM Auto Sweep from Organisation Bank profile_Manual","107000000000062034","","50","937510429"<endrec>
"0","203000000000016349","2018-06-26 11:02:07.177000","","","","203000000000014911","2018-11-21 07:52:01.047000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Auto Sweep from Organisation Bank profile","130","IBM Auto Sweep from Organisation Bank profile","107000000000062034","","50","937510433"<endrec>
"0","203000000000016349","2018-06-26 12:02:00.503000","","","","203000000000016349","2018-06-26 12:38:22.781000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Auto Sweep from Organisation Bank profile_Manual","139","IBM Auto Sweep from Organisation Bank profile_Manual","107000000000062034","","50","937510440"<endrec>
"1","203000000000016349","2018-06-26 12:38:09.801000","","","","203000000000016349","2018-06-26 12:38:22.789000","","0","500000000000010102","500000000000010004","107000000000062034","0","IBM Auto Sweep from Organisation Bank profile_Manual","139","IBM Auto Sweep from Organisation Bank profile_Manual","107000000000062034","","30","937510447"<endrec>
"0","203000000000026608","2018-10-29 07:32:30.364000","","","","203000000000014911","2018-12-04 06:11:50.050000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Automatic","126","IBM Parent to child profile Automatic","107000000000062034","","50","937539880"<endrec>
"0","203000000000014912","2018-10-30 08:53:29.726000","","","","203000000000014911","2018-10-31 10:23:39.279000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Manual","125","IBM Parent to child profile Manual","107000000000062034","","50","937539895"<endrec>
"0","203000000000014911","2018-10-31 10:23:28.677000","","","","203000000000014911","2018-12-06 11:57:14.151000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Manual","125","IBM Parent to child profile Manual","107000000000062034","","50","937539911"<endrec>
"0","203000000000014911","2018-11-21 07:51:45.748000","","","","203000000000014911","2018-11-21 08:13:49.724000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Auto Sweep from Organisation Bank profile","130","IBM Auto Sweep from Organisation Bank profile","107000000000062034","","50","937547762"<endrec>
"0","203000000000014911","2018-11-21 08:13:39.362000","","","","203000000000014911","2018-11-21 11:24:04.138000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Auto Sweep from Organisation Bank profile","130","IBM Auto Sweep from Organisation Bank profile","107000000000062034","","50","937547767"<endrec>
"0","203000000000014911","2018-11-21 11:23:54.921000","","","","203000000000014911","2018-11-21 12:20:06.662000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Auto Sweep from Organisation Bank profile","130","IBM Auto Sweep from Organisation Bank profile","107000000000062034","","50","937547791"<endrec>
"0","203000000000014911","2018-11-21 12:19:54.534000","","","","203000000000014911","2018-11-21 12:20:06.668000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Auto Sweep from Organisation Bank profile","130","IBM Auto Sweep from Organisation Bank profile","107000000000062034","","30","937547803"<endrec>
"0","203000000000014911","2018-12-04 06:11:37.268000","","5","3","203000000000014911","2018-12-04 06:11:50.086000","","0","500000000000010102","500000000000010004","107000000000062034","1","IBM Parent to child profile Automatic","126","IBM Parent to child profile Automatic","107000000000062034","2018-01-25 00:00:00.000000","30","937549797"<endrec>
"0","203000000000014911","2018-12-06 07:15:28.510000","","5","3","203000000000014911","2018-12-06 11:52:45.656000","","1","500000000000011602","500000000000010004","107000000000062034","0","IBM Child to Parent profile Manual","127","IBM Child to Parent profile Manual","107000000000062034","","50","937551753"<endrec>
"0","203000000000014911","2018-12-06 11:52:37.299000","","5","3","203000000000031306","2019-01-01 11:15:11.027000","","1","500000000000011602","500000000000010004","107000000000062034","0","IBM Child to Parent profile Manual","127","IBM Child to Parent profile Manual","107000000000062034","","50","937551780"<endrec>
"0","203000000000014911","2018-12-06 11:57:00.348000","","","","203000000000014911","2018-12-06 12:45:35.744000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Manual","125","IBM Parent to child profile Manual","107000000000062034","","50","937551781"<endrec>
"0","203000000000014911","2018-12-06 12:45:23.388000","","","","203000000000014912","2019-10-01 08:25:56.612000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Manual","125","IBM Parent to child profile Manual","107000000000062034","","50","937551786"<endrec>
"1","203000000000012704","2018-12-26 14:17:43.221000","","1","1","203000000000016349","2018-12-27 12:59:30.927000","","1","500000000000010102","500000000000010004","107000000000031032","1","M-Shwari Settlement","119","M-Shwari Settlement","107000000000031032","2018-12-26 18:48:50.000000","50","937565735"<endrec>
"1","203000000000016349","2018-12-27 12:59:21.661000","","1","1","203000000000016349","2018-12-27 12:59:30.943000","","1","500000000000010102","500000000000010004","107000000000031032","1","M-Shwari Settlement","119","M-Shwari Settlement","107000000000031032","2018-12-26 18:48:50.000000","30","937566752"<endrec>
"0","203000000000031306","2019-01-01 11:14:55.452000","","5","3","203000000000031306","2019-01-01 11:15:11.035000","","1","500000000000011602","500000000000010004","107000000000062034","0","IBM Child to Parent profile Manual","127","IBM Child to Parent profile Manual","107000000000062034","","30","937566782"<endrec>
"0","203000000000014912","2019-10-01 08:24:40.989000","","","","203000000000014912","2019-10-01 08:25:56.620000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Manual","125","IBM Parent to child profile Manual","107000000000062034","","30","937664869"<endrec>
