ALIAS,BUSINESS_SCOPE,CREATE_OPER_ID,CREATE_OPER_TIME,DESCRIPTION,LAST_OPER_ID,LAST_OPER_TIME,LOAD_DATA_TS,REASON_SELECTION_MODE,RECEIVER_TYPES,SERVICE_INDEX,SERVICE_NAME,STATUS,TXN_INDEX,UNIQUE_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    <endrec>
"Organization Redeem Business Deposit Voucher","2","203000000000013818","2017-01-30 11:33:38.175000","Organization Redeem Business Deposit Voucher","203000000000020211","2018-03-15 07:20:29.228000","","0","","10797","Organization Redeem Business Deposit Voucher","50","21806","937261717"<endrec>
"MerchantServicesMMFAccountTransfer","2","203000000000014909","2017-02-01 12:09:31.015000","Merchant Services - MMF Account Transfer","203000000000014909","2017-02-01 12:09:31.015000","","0","","10085","Merchant Services - MMF Account Transfer","10","20003","937262731"<endrec>
"MerchantTransferFromMerchantToWorking","2","203000000000014909","2017-02-01 12:12:17.176000","Merchant Services – Move Funds from Merchant Account to Working Account","203000000000014909","2017-02-01 12:12:50.261000","","0","","10148","Merchant Services – Move Funds from Merchant Account to Working Account","30","20001","937262732"<endrec>
"CustomerBuyForeignCurrency","2","203000000000018317","2017-02-09 02:24:23.952000","Customer Buy Foreign Currency","203000000000018317","2017-02-09 02:24:59.402000","","0","","10787","Customer Buy Foreign Currency","50","23398","937262902"<endrec>
"SP redeem Loyalty Points","2","203000000000013818","2017-02-09 17:24:33.033000","SP redeem Loyalty Points","203000000000013818","2017-02-10 18:23:14.769000","","0","","10806","SP redeem Loyalty Points","30","23499","937263729"<endrec>
"Organisation redeem Loyalty Points","2","203000000000013818","2017-02-09 17:25:38.408000","Organisation redeem Loyalty Points","203000000000013818","2017-02-10 18:23:14.925000","","0","","10807","Organisation redeem Loyalty Points","30","23499","937263730"<endrec>
"Org Issue Loyalty to customer","2","203000000000013818","2017-02-09 17:27:39.573000","Org Issue Loyalty to customer","203000000000013818","2017-02-13 19:31:26.408000","","0","","10808","Org Issue Loyalty to customer","50","23498","937263731"<endrec>
"Organisation Query Loyalty account for other","3","203000000000013818","2017-02-10 18:11:38.650000","Organisation Query Loyalty account for other","203000000000013818","2017-02-13 18:52:23.514000","","0","","10816","Organisation Query Loyalty account for other","30","7184","937264685"<endrec>
"Organisation Query Loyalty account for Self","3","203000000000013818","2017-02-10 18:12:55.771000","Organisation Query Loyalty account for Self","203000000000019918","2017-04-01 21:11:31.071000","","0","","10817","Organisation Query Loyalty account for Self","50","7184","937264686"<endrec>
"Organisation Query Loyalty Statement for other","3","203000000000013818","2017-02-10 18:15:05.066000","Organisation Query Loyalty Statement for other","203000000000016349","2017-04-06 19:45:04.237000","","0","","10818","Organisation Query Loyalty Statement for other","50","7186","937264687"<endrec>
"Customer Query Loyalty Statement","3","203000000000013818","2017-02-10 18:26:35.492000","Customer Query Loyalty Statement","203000000000013818","2017-02-13 18:52:22.506000","","0","","10819","Customer Query Loyalty Statement","30","7186","937264693"<endrec>
"Customer Query Group Loyalty Statement","3","203000000000013818","2017-02-10 18:27:40.682000","Customer Query Group Loyalty Statement","203000000000013818","2017-02-13 18:52:22.820000","","0","","10820","Customer Query Group Loyalty Statement","30","7186","937264694"<endrec>
"Customer Query Group Loyalty Account","3","203000000000013818","2017-02-10 18:28:41.634000","Customer Query Group Loyalty Account","203000000000013818","2017-02-13 18:52:22.965000","","0","","10821","Customer Query Group Loyalty Account","30","7184","937264695"<endrec>
"Customer Query Loyalty Account","3","203000000000013818","2017-02-10 18:29:29.810000","Customer Query Loyalty Account","203000000000013818","2017-02-13 18:52:22.660000","","0","","10822","Customer Query Loyalty Account","30","7184","937264696"<endrec>
"Org Issue Loyalty to customer","2","203000000000013818","2017-02-13 19:24:00.542000","Org Issue Loyalty to customer","203000000000013818","2017-02-13 19:31:26.411000","","0","","10808","Org Issue Loyalty to customer","30","23498","937264711"<endrec>
"Customer Buy Goods recieve loyalty","2","203000000000013818","2017-02-13 19:25:57.629000","Customer Buy Goods recieve loyalty","203000000000010806","2017-02-28 07:58:59.873000","","0","","10823","Customer Buy Goods recieve loyalty","50","20008","937264712"<endrec>
"Group Buy Goods receive loyalty","2","203000000000013818","2017-02-13 19:27:30.640000","Group Buy Goods receive loyalty","203000000000010806","2017-08-14 15:44:29.061000","","0","","10824","Group Buy Goods receive loyalty","50","20008","937264713"<endrec>
"Customer Intra-Account Transfer","2","203000000000017402","2017-02-15 11:58:30.574000","Customer Intra-Account Transfer","203000000000017402","2017-02-15 12:14:28.861000","","1","","10248","Customer Intra-Account Transfer","50","20999","937265748"<endrec>
"Customer Intra-Account Transfer","2","203000000000017402","2017-02-15 12:13:43.605000","Customer Intra-Account Transfer","203000000000017402","2017-02-15 12:33:44.471000","","1","","10248","Customer Intra-Account Transfer","50","20999","937265752"<endrec>
"Customer Intra-Account Transfer","2","203000000000017402","2017-02-15 12:33:10.633000","Customer Intra-Account Transfer","203000000000036505","2019-01-11 11:18:06.273000","","1","","10248","Customer Intra-Account Transfer","50","20999","937265755"<endrec>
"PayBillOTC","2","203000000000014910","2017-02-15 14:24:38.977000","Pay Bill OTC","203000000000018317","2017-02-22 02:19:35.638000","","1","","10204","Pay Bill OTC","50","20698","937265763"<endrec>
"Customer Create Account","3","203000000000017402","2017-02-16 10:31:26.849000","Customer Create Account","203000000000017402","2017-02-16 10:53:45.010000","","0","","10247","Customer Create Account","50","27","937267802"<endrec>
"Customer Create Account","3","203000000000017402","2017-02-16 10:53:03.217000","Customer Create Account","203000000000017402","2017-02-16 10:53:45.014000","","0","","10247","Customer Create Account","30","27","937267803"<endrec>
"Organisation Maintain Account","3","203000000000017402","2017-02-16 10:55:27.634000","Organisation Maintain Account","203000000000017402","2017-02-16 11:06:43.544000","","0","","10249","Organisation Maintain Account","50","27","937267804"<endrec>
"Organisation Maintain Account","3","203000000000017402","2017-02-16 11:05:58.367000","Organisation Maintain Account","203000000000017402","2017-02-16 11:57:37.622000","","0","","10249","Organisation Maintain Account","50","27","937267805"<endrec>
"Organisation Maintain Account","3","203000000000017402","2017-02-16 11:56:59.566000","Organisation Maintain Account","203000000000019602","2017-08-31 11:21:27.630000","","0","","10249","Organisation Maintain Account","50","27","937267811"<endrec>
"BusinessPayBill","2","203000000000018317","2017-02-20 02:48:18.343000","Business Pay Bill","203000000000018317","2017-02-20 02:52:39.837000","","0","","10136","Business Pay Bill","50","20003","937270833"<endrec>
"BusinessPayBill","2","203000000000018317","2017-02-20 02:52:04.538000","Business Pay Bill","203000000000010806","2017-02-23 06:17:47.356000","","0","","10136","Business Pay Bill","50","20003","937270834"<endrec>
"SEEE","2","203000000000016004","2017-02-20 08:16:09.127000","","203000000000016004","2017-02-20 08:16:09.127000","","0","","10826","DUMMY","10","21998","937270836"<endrec>
"SAAUTO alias","2","203000000000016004","2017-02-20 08:27:14.539000","","203000000000016004","2017-02-20 08:46:20.408000","","0","","10827","AUTOService","30","23298","937270837"<endrec>
"PayBillOTC","2","203000000000018317","2017-02-22 02:18:36.080000","Pay Bill OTC","203000000000032902","2018-03-23 08:30:09.400000","","1","","10204","Pay Bill OTC","50","20698","937272818"<endrec>
"BusinessPayBill","2","203000000000014911","2017-02-22 13:12:26.389000","Business Pay Bill","203000000000021013","2017-06-19 10:46:30.497000","","0","","10136","Business Pay Bill","50","20003","937273838"<endrec>
"Customer Buy Goods recieve loyalty","2","203000000000010806","2017-02-28 07:58:33.155000","Customer Buy Goods recieve loyalty","203000000000010806","2017-08-28 15:41:05.088000","","0","","10823","Customer Buy Goods recieve loyalty","50","20008","937279872"<endrec>
"FSI_Loan_Disburse_Mshwari","2","203000000000018317","2017-03-01 03:58:11.239000","FSI Loan Disburse For M-Shwari","203000000000018317","2017-03-01 03:59:46.751000","","0","","10099","FSI Loan Disburse For M-Shwari","30","20048","937279922"<endrec>
"FSI_Loan_Req_Mshwari","2","203000000000018317","2017-03-01 03:59:10.446000","FSI Loan Request For M-Shwari","203000000000036803","2018-09-07 12:19:47.670000","","0","","10098","FSI Loan Request For M-Shwari","50","20048","937279923"<endrec>
"OTC Buy AirTime_VDF_Demo","2","203000000000014909","2017-03-01 11:56:33.393000","OTC Buy AirTime_VDF_Demo","203000000000020211","2018-01-18 08:03:13.332000","","0","","10214","OTC Buy AirTime_VDF_Demo","50","20798","937279951"<endrec>
"Customer Buy Goods with Loyalty exchange","2","203000000000010806","2017-03-02 06:58:22.076000","Customer Buy Goods with Loyalty exchange","203000000000010806","2017-03-02 06:59:01.818000","","0","","10836","Customer Buy Goods with Loyalty exchange","30","20008","937279977"<endrec>
"CustomerPaymentWithForeignExchange","2","203000000000013818","2017-03-02 19:07:47.541000","Customer Payment With Foreign Exchange","203000000000024612","2017-10-25 05:29:05.979000","","0","","10837","Customer Payment With Foreign Exchange","50","23398","937280003"<endrec>
"GroupBuyForeignCurrency","2","203000000000013818","2017-03-03 11:04:10.717000","Group Buy Foreign Currency","203000000000013818","2017-03-03 11:14:42.743000","","0","","10846","Group Buy Foreign Currency","30","23398","937280827"<endrec>
"GroupBuyForeignCurrencyIndirect","2","203000000000013818","2017-03-03 11:07:23.916000","Group Buy Foreign Currency Indirect","203000000000013818","2017-03-03 11:14:42.475000","","0","","10847","Group Buy Foreign Currency Indirect","30","23398","937280828"<endrec>
"GroupSellForeignCurrency","2","203000000000013818","2017-03-03 11:09:09.034000","Group Sell Foreign Currency","203000000000013818","2017-03-03 11:14:42.332000","","0","","10848","Group Sell Foreign Currency","30","23398","937280829"<endrec>
"GroupSellForeignCurrencyIndirect","2","203000000000013818","2017-03-03 11:10:27.337000","Group Sell Foreign Currency Indirect","203000000000013818","2017-03-03 11:14:42.191000","","0","","10849","Group Sell Foreign Currency Indirect","30","23398","937280830"<endrec>
"GroupPaymentWithForeignExchange","2","203000000000013818","2017-03-03 11:13:58.074000","Group Payment With Foreign Exchange","203000000000013818","2017-03-03 11:14:41.828000","","0","","10850","Group Payment With Foreign Exchange","30","23398","937280831"<endrec>
"Airtime alias","2","203000000000016004","2017-03-07 07:15:57.256000","","203000000000016004","2017-03-07 07:57:35.423000","","0","","10857","Buy Airtime Reminder","30","22199","937281834"<endrec>
"CustomerBuyForeignCurrency","2","203000000000018317","2017-03-08 03:04:56.572000","Customer Buy Foreign Currency","203000000000018317","2017-03-08 03:05:32.204000","","0","","10787","Customer Buy Foreign Currency","30","23398","937281847"<endrec>
"Pay Utility with loyalty receive","2","203000000000013818","2017-03-08 16:36:35.398000","Pay Utility with loyalty receive","203000000000010811","2017-03-09 08:20:02.193000","","0","","10858","Pay Utility with loyalty receive","50","20009","937281902"<endrec>
"Buy Airtime with loyalty receive","2","203000000000013818","2017-03-08 16:37:30.253000","Buy Airtime with loyalty receive","203000000000013818","2017-03-08 16:38:17.145000","","0","","10859","Buy Airtime with loyalty receive","30","20018","937281903"<endrec>
"Two Part Buy Goods","2","203000000000014910","2017-03-09 07:06:01.252000","Two Part Buy Goods","203000000000014910","2017-03-09 07:06:35.369000","","0","","10664","Two Part Buy Goods","30","22698","937281931"<endrec>
"Pay Utility with loyalty receive","2","203000000000010811","2017-03-09 08:19:01.832000","Pay Utility with loyalty receive","203000000000010811","2017-03-09 08:20:02.195000","","0","","10858","Pay Utility with loyalty receive","30","20009","937281944"<endrec>
"Transfer to Float Instance","2","203000000000014910","2017-03-10 09:07:44.001000","Transfer to Float Instance","203000000000014910","2017-03-10 09:12:14.528000","","0","","10245","Transfer to Float Instance","50","20001","937284837"<endrec>
"Transfer to Float Instance","2","203000000000014910","2017-03-10 09:11:35.263000","Transfer to Float Instance","203000000000014910","2017-03-10 09:12:14.530000","","0","","10245","Transfer to Float Instance","30","20001","937284838"<endrec>
"Customer Withdrawal","2","203000000000014909","2017-03-13 10:17:25.636000","Customer Withdrawal","203000000000013022","2017-06-28 09:12:51.459000","","0","","10011","Customer Withdrawal","50","20008","937285834"<endrec>
"Send Money","2","203000000000013818","2017-03-14 12:47:04.215000","Send Money","203000000000019918","2017-03-24 07:39:31.933000","","0","","10010","Send Money","50","20020","937286823"<endrec>
"Send to Savings","2","203000000000015728","2017-03-20 13:31:58.516000","Send to Savings","203000000000015728","2017-03-20 13:33:08.852000","","0","","10265","Send to Savings","30","20020","937290830"<endrec>
"Organization Intra - Account Transfer For Org Working to Float Account","2","203000000000014911","2017-03-23 05:18:32.322000","Organization Intra - Account Transfer For Org Working to Float Account","203000000000015702","2017-08-10 09:28:12.444000","","0","","10866","Organization Intra - Account Transfer For Org Working to Float Account","50","20001","937296818"<endrec>
"Send Money","2","203000000000019918","2017-03-24 07:38:46.561000","Send Money","203000000000020211","2017-03-29 08:41:37.450000","","0","","10010","Send Money","50","20020","937298832"<endrec>
"Customer Buy Airtime","2","203000000000018317","2017-03-24 09:19:50.295000","Customer Buy Airtime","203000000000010811","2018-06-29 10:41:58.549000","","0","","10012","Customer Buy Airtime","50","20018","937298838"<endrec>
"2107","2","203000000000016349","2017-03-27 11:50:55.026000","Test","203000000000016349","2017-03-27 14:26:46.319000","","0","","10876","E-Top Up_vdf_Demo","50","21499","937300830"<endrec>
"2017","2","203000000000016349","2017-03-27 13:33:47.530000","Test","203000000000016349","2017-03-27 13:51:03.085000","","0","","10877","E-Top Up","60","23898","937300838"<endrec>
"2107","2","203000000000016349","2017-03-27 13:51:18.760000","Test","203000000000016349","2017-03-27 14:26:46.322000","","0","","10876","E-Top Up_vdf_Demo","30","21499","937300839"<endrec>
"Send Money","2","203000000000020211","2017-03-29 08:40:37.033000","Send Money","203000000000013818","2017-04-05 05:46:51.757000","","0","","10010","Send Money","50","20020","937302855"<endrec>
"Group Request Deposit Voucher","3","203000000000021013","2017-03-31 08:34:52.621000","Group Request Deposit Voucher","203000000000021013","2017-03-31 08:35:28.290000","","0","","10416","Group Request Deposit Voucher","30","8","937305836"<endrec>
"Create Org Reminder Schedule by SP Operator","3","203000000000020211","2017-04-01 15:03:46.746000","Create Org Reminder Schedule by SP Operator","203000000000022402","2017-05-12 05:25:06.531000","","0","","10886","Create Org Reminder Schedule by SP Operator","50","27","937307854"<endrec>
"Create Org Bundle","3","203000000000020211","2017-04-01 18:52:57.608000","Create Org Bundle","203000000000020211","2017-04-01 18:54:22.984000","","0","","10896","Create Org Bundle","30","27","937308854"<endrec>
"Organisation Query Loyalty account for Self","3","203000000000019918","2017-04-01 21:10:54.850000","Organisation Query Loyalty account for Self","203000000000016349","2017-04-06 19:46:43.021000","","0","","10817","Organisation Query Loyalty account for Self","50","7184","937308861"<endrec>
"Group Withdrawal With Voucher","2","203000000000014911","2017-04-03 16:58:13.390000","Group Withdrawal With Voucher","203000000000014911","2017-11-08 05:29:18.332000","","0","","10435","Group Withdrawal With Voucher","50","20008","937308864"<endrec>
"Activate Customer","3","203000000000010806","2017-04-03 23:05:11.135000","Activate Customer","203000000000020211","2017-05-22 11:44:04.322000","","0","","10008","Activate Customer","50","27","937308883"<endrec>
"GroupDepositWithVoucher","2","203000000000015728","2017-04-04 16:47:21.544000","Group Deposit With Voucher","203000000000015728","2017-04-04 16:48:21.628000","","0","","10436","Group Deposit With Voucher","30","20006","937308894"<endrec>
"aaa","2","203000000000019116","2017-04-04 19:07:51.253000","","203000000000019116","2017-04-04 19:14:13.758000","","1","","10897","aaa","30","20801","937308900"<endrec>
"ServiceAlias719","2","203000000000019116","2017-04-04 19:21:50.355000","","203000000000019116","2017-04-04 19:21:50.355000","","0","","10898","OTCService247","10","20801","937308903"<endrec>
"ServiceAlias427","2","203000000000019116","2017-04-04 19:27:43.830000","","203000000000019116","2017-04-04 19:27:43.830000","","0","","10899","OTCService476","10","20801","937308904"<endrec>
"ServiceAlias759","2","203000000000019116","2017-04-04 19:31:34.008000","","203000000000019116","2017-04-04 19:32:47.624000","","0","","10900","OTCService708","30","20801","937308906"<endrec>
"Send Money","2","203000000000013818","2017-04-05 05:46:15.003000","Send Money","203000000000020211","2017-04-10 12:34:07.307000","","0","","10010","Send Money","50","20020","937308934"<endrec>
"Bulk Two Part Buy Goods","2","203000000000019918","2017-04-05 18:44:49.480000","","203000000000020211","2017-06-15 04:52:58.378000","","0","","10906","Bulk Two Part Buy Goods","50","24198","937309866"<endrec>
"Agent Store Register Customer","3","203000000000020211","2017-04-05 21:42:54.196000","Agent Store Register Customer","203000000000020211","2017-04-05 21:43:57.814000","","0","","10023","Agent Store Register Customer","30","27","937309880"<endrec>
"Bank internal transfer from working to settlement","2","203000000000013818","2017-04-06 05:44:56.117000","Bank internal transfer from working to settlement","203000000000013818","2017-04-06 05:49:47.879000","","0","","10907","Bank internal transfer from working to settlement","30","20001","937309892"<endrec>
"Bank internal transfer from working to transfer account","2","203000000000013818","2017-04-06 05:46:08.619000","Bank internal transfer from working to transfer account","203000000000013818","2017-04-06 05:49:47.562000","","0","","10908","Bank internal transfer from working to transfer account","30","20001","937309893"<endrec>
"Bank internal transfer from transfer account to working","2","203000000000013818","2017-04-06 05:47:11.581000","Bank internal transfer from transfer account to working","203000000000013818","2017-04-06 05:49:48.873000","","0","","10909","Bank internal transfer from transfer account to working","30","20001","937309894"<endrec>
"Bank internal transfer from settlement to working","2","203000000000013818","2017-04-06 05:48:20.012000","Bank internal transfer from settlement to working","203000000000013818","2017-04-06 05:49:49.233000","","0","","10910","Bank internal transfer from settlement to working","30","20001","937309895"<endrec>
"Change Organization Advertisement","3","203000000000020211","2017-04-06 16:25:45.020000","Change Organization Advertisement","203000000000020211","2017-04-06 16:26:36.878000","","0","","10916","Change Organization Advertisement","30","27","937311854"<endrec>
"Customer Deposit Reversal via web","2","203000000000019918","2017-04-06 16:55:53.201000","Customer Deposit Reversal via web","203000000000019918","2017-04-06 16:56:40.695000","","0","","10917","Customer Deposit Reversal via web","30","20027","937311857"<endrec>
"Organisation Query Loyalty Statement for other","3","203000000000016349","2017-04-06 19:43:50.120000","Organisation Query Loyalty Statement for other","203000000000016349","2017-04-06 19:45:04.239000","","0","","10818","Organisation Query Loyalty Statement for other","30","7186","937311872"<endrec>
"Organisation Query Loyalty account for Self","3","203000000000016349","2017-04-06 19:45:51.657000","Organisation Query Loyalty account for Self","203000000000019918","2017-04-28 08:56:29.439000","","0","","10817","Organisation Query Loyalty account for Self","50","7184","937311873"<endrec>
"abc","2","203000000000019602","2017-04-06 20:05:12.412000","","203000000000019602","2017-04-06 20:05:12.412000","","0","","10918","abc","10","20070","937311874"<endrec>
"Transfer from M-Pesa to Bank","2","203000000000013818","2017-04-07 20:49:06.854000","Transfer from M-Pesa to Bank","203000000000013818","2017-04-07 21:16:13.409000","","0","","10666","Transfer from M-Pesa to Bank","50","22799","937313854"<endrec>
"Transfer from M-Pesa to Bank","2","203000000000013818","2017-04-07 21:12:35.830000","Transfer from M-Pesa to Bank","203000000000019918","2017-05-04 16:12:19.460000","","0","","10666","Transfer from M-Pesa to Bank","50","22799","937313856"<endrec>
"Send Money","2","203000000000020211","2017-04-10 12:33:11.023000","Send Money","203000000000018317","2017-04-20 16:54:31.247000","","0","","10010","Send Money","50","20020","937313859"<endrec>
"Customer Pay Bill","2","203000000000020211","2017-04-11 14:30:16.404000","Customer Pay Bill","203000000000022402","2017-05-16 08:28:03.030000","","0","","10013","Customer Pay Bill","50","20009","937315865"<endrec>
"Cancel Org Reminder Schedule","3","203000000000021013","2017-04-18 18:53:02.347000","Cancel Org Reminder Schedule","203000000000021013","2017-04-18 18:54:12.954000","","0","","10715","Cancel Org Reminder Schedule","30","27","937323878"<endrec>
"Send Money Off-Net","2","203000000000021013","2017-04-19 19:01:58.794000","Send Money Off-Net","203000000000014911","2019-03-19 05:20:15.222000","","1","","10246","Send Money Off-Net","50","20020","937325878"<endrec>
"Service Purchase Adv txn model","2","203000000000013818","2017-04-20 01:07:53.658000","Service Purchase Adv txn model","203000000000016350","2017-08-10 08:20:37.275000","","0","","10926","Service Purchase Adv txn model","50","20898","937325880"<endrec>
"send money offnet","2","203000000000018317","2017-04-20 13:10:46.774000","","203000000000027802","2017-10-16 08:39:01.094000","","0","","10927","send money offnet","50","23199","937325883"<endrec>
"Send Money","2","203000000000018317","2017-04-20 16:53:55.377000","Send Money","203000000000018317","2017-04-20 18:12:27.107000","","0","","10010","Send Money","50","20020","937325892"<endrec>
"Send Money","2","203000000000018317","2017-04-20 18:11:30.409000","Send Money","203000000000018317","2017-04-24 10:48:46.858000","","0","","10010","Send Money","50","20020","937325898"<endrec>
"3210","2","203000000000018317","2017-04-24 09:02:40.670000","FSI Deposit For M-Kesho","203000000000018317","2017-04-24 09:46:49.115000","","0","","10116","FSI Deposit For M-Kesho","50","20046","937327886"<endrec>
"3210","2","203000000000018317","2017-04-24 09:46:23.968000","FSI Deposit For M-Kesho","203000000000018317","2017-04-24 10:09:30.938000","","0","","10116","FSI Deposit For M-Kesho","50","20046","937327888"<endrec>
"3210","2","203000000000018317","2017-04-24 10:08:56.580000","FSI Deposit For M-Kesho","203000000000018317","2017-04-24 10:09:30.940000","","0","","10116","FSI Deposit For M-Kesho","30","20046","937327893"<endrec>
"Send Money","2","203000000000018317","2017-04-24 10:47:50.587000","Send Money","203000000000020211","2017-04-25 12:51:49.584000","","0","","10010","Send Money","50","20020","937327894"<endrec>
"Pay Dividend to Registered User_new","2","203000000000020211","2017-04-25 10:53:21.904000","Pay Dividend to Registered User_new","203000000000015423","2017-10-17 08:52:24.554000","","0","","10936","Pay Dividend to Registered User_new","50","24298","937327960"<endrec>
"Send Money","2","203000000000020211","2017-04-25 12:51:22.213000","Send Money","203000000000016349","2017-04-27 08:29:51.155000","","0","","10010","Send Money","50","20020","937328873"<endrec>
"Send Money","2","203000000000016349","2017-04-27 08:28:08.726000","Send Money","203000000000018317","2017-04-27 08:41:27.612000","","0","","10010","Send Money","50","20020","937329895"<endrec>
"Send Money","2","203000000000018317","2017-04-27 08:40:56.703000","Send Money","203000000000018317","2017-04-27 10:05:12.743000","","0","","10010","Send Money","50","20020","937329896"<endrec>
"Send Money","2","203000000000018317","2017-04-27 10:04:45.488000","Send Money","203000000000018317","2017-04-27 10:08:34.133000","","0","","10010","Send Money","50","20020","937329909"<endrec>
"Send Money","2","203000000000018317","2017-04-27 10:08:09.444000","Send Money","203000000000018317","2017-04-27 10:40:09.254000","","0","","10010","Send Money","50","20020","937329911"<endrec>
"Send Money","2","203000000000018317","2017-04-27 10:39:35.173000","Send Money","203000000000018317","2017-05-03 04:11:53.738000","","0","","10010","Send Money","50","20020","937329912"<endrec>
"send money_ussd","2","203000000000018317","2017-04-27 11:01:26.681000","send money_ussd","203000000000014909","2017-08-28 08:22:47.239000","","0","","10946","send money_ussd","50","20020","937329915"<endrec>
"ServiceAlias512","2","203000000000019116","2017-04-27 12:09:37.214000","","203000000000019116","2017-04-27 12:10:51.244000","","0","","10947","OTCService344","30","22199","937329926"<endrec>
"Organisation Query Loyalty account for Self","3","203000000000019918","2017-04-28 08:55:58.249000","Organisation Query Loyalty account for Self","203000000000020211","2017-04-28 09:06:42.119000","","0","","10817","Organisation Query Loyalty account for Self","50","7184","937329961"<endrec>
"Organisation Query Loyalty account for Self","3","203000000000020211","2017-04-28 09:06:13.898000","Organisation Query Loyalty account for Self","203000000000021013","2017-06-14 10:09:02.030000","","0","","10817","Organisation Query Loyalty account for Self","50","7184","937329963"<endrec>
"Send Money","2","203000000000018317","2017-05-03 04:11:29.186000","Send Money","203000000000018317","2017-05-03 04:15:04.228000","","0","","10010","Send Money","50","20020","937330926"<endrec>
"Send Money","2","203000000000018317","2017-05-03 04:14:41.090000","Send Money","203000000000020211","2017-05-03 04:40:12.123000","","0","","10010","Send Money","50","20020","937330927"<endrec>
"Send Money","2","203000000000020211","2017-05-03 04:39:44.328000","Send Money","203000000000020211","2017-05-04 05:31:53.697000","","0","","10010","Send Money","50","20020","937330928"<endrec>
"Customer Buy Airtime For Other","2","203000000000014911","2017-05-03 06:00:12.264000","Customer Buy Airtime For Other","203000000000014911","2017-05-03 06:45:38.088000","","0","","10094","Customer Buy Airtime For Other","50","20018","937330931"<endrec>
"Customer Buy Airtime For Other","2","203000000000014911","2017-05-03 06:45:02.721000","Customer Buy Airtime For Other","203000000000014911","2017-05-03 06:45:38.092000","","0","","10094","Customer Buy Airtime For Other","30","20018","937330951"<endrec>
"Organization Intra-Account Transfer For Org float to Working Account","2","203000000000016349","2017-05-03 08:50:47.317000","Organization Intra-Account Transfer For Org float to Working Account","203000000000032902","2018-04-23 09:40:48.984000","","0","","10254","Organization Intra-Account Transfer For Org float to Working Account","50","20001","937330967"<endrec>
"Send Money","2","203000000000020211","2017-05-04 05:31:09.599000","Send Money","203000000000020211","2017-05-05 06:01:56.556000","","0","","10010","Send Money","50","20020","937331892"<endrec>
"Transfer from M-Pesa to Bank","2","203000000000019918","2017-05-04 16:11:49.871000","Transfer from M-Pesa to Bank","203000000000019918","2017-05-04 16:15:47.256000","","0","","10666","Transfer from M-Pesa to Bank","50","22799","937332880"<endrec>
"Transfer from M-Pesa to Bank","2","203000000000019918","2017-05-04 16:14:15.868000","Transfer from M-Pesa to Bank","203000000000015728","2017-10-20 11:37:33.039000","","0","","10666","Transfer from M-Pesa to Bank","50","22799","937332882"<endrec>
"Org Operator Apply Withdrawal Voucher","3","203000000000020211","2017-05-05 03:02:51.251000","","203000000000020211","2017-05-05 03:08:37.383000","","0","","10956","Org Operator Apply Withdrawal Voucher","30","8","937332883"<endrec>
"Send Money","2","203000000000020211","2017-05-05 05:59:59.315000","Send Money","203000000000020211","2017-05-11 05:53:04.562000","","0","","10010","Send Money","50","20020","937332891"<endrec>
"QueryCustomerBalanceApp","3","203000000000021013","2017-05-05 08:50:39.077000","Customer Account Management - Query Balance App","203000000000021013","2017-05-25 14:34:19.746000","","0","","10957","Customer Account Management - Query Balance App","50","21","937332895"<endrec>
"Customer Order Saving Plan for Customer","3","203000000000019918","2017-05-08 09:32:47.495000","","203000000000010806","2017-05-19 13:26:43.934000","","0","","10958","Customer Order Saving Plan for Customer","50","27","937332910"<endrec>
"Customer Order Saving Plan for Group","3","203000000000019918","2017-05-08 09:34:01.158000","Customer Order Saving Plan for Group","203000000000022402","2017-08-25 16:19:22.191000","","0","","10959","Customer Order Saving Plan for Group","50","27","937332911"<endrec>
"Customer UnSubscribe Saving Plan for Customer","3","203000000000019918","2017-05-08 09:34:56.795000","Customer UnSubscribe Saving Plan for Customer","203000000000022402","2017-08-25 16:19:49.185000","","0","","10960","Customer UnSubscribe Saving Plan for Customer","50","27","937332912"<endrec>
"Customer UnSubscribe Saving Plan for Group","3","203000000000019918","2017-05-08 09:35:49.196000","","203000000000022402","2017-08-25 16:20:19.672000","","0","","10961","Customer UnSubscribe Saving Plan for Group","50","27","937332913"<endrec>
"OrgOperator Order Saving Plan for Customer","3","203000000000019918","2017-05-09 04:30:56.152000","OrgOperator Order Saving Plan for Customer","203000000000022402","2017-08-25 16:20:49.439000","","0","","10966","OrgOperator Order Saving Plan for Customer","50","27","937333897"<endrec>
"OrgOperator Order Saving Plan for Group","3","203000000000019918","2017-05-09 04:31:48.638000","OrgOperator Order Saving Plan for Group","203000000000022402","2017-08-25 16:21:10.001000","","0","","10967","OrgOperator Order Saving Plan for Group","50","27","937333898"<endrec>
"OrgOperator Order Saving Plan for Org","3","203000000000019918","2017-05-09 04:32:52.795000","OrgOperator Order Saving Plan for Org","203000000000022402","2017-08-25 16:21:35.526000","","0","","10968","OrgOperator Order Saving Plan for Org","50","27","937333899"<endrec>
"OrgOperator UnSubscribe Saving Plan for Customer","3","203000000000019918","2017-05-09 04:33:47.858000","OrgOperator UnSubscribe Saving Plan for Customer","203000000000022402","2017-08-25 16:22:29.520000","","0","","10969","OrgOperator UnSubscribe Saving Plan for Customer","50","27","937333900"<endrec>
