ALIAS,BUSINESS_SCOPE,CREATE_OPER_ID,CREATE_OPER_TIME,DESCRIPTION,LAST_OPER_ID,LAST_OPER_TIME,LOAD_DATA_TS,REASON_SELECTION_MODE,RECEIVER_TYPES,SERVICE_INDEX,SERVICE_NAME,STATUS,TXN_INDEX,UNIQUE_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    <endrec>
"FSI_Req_Insurance_Mkesho","2","203000000000010133","2014-10-06 12:22:15.311000","FSI Request Insurance For M-Kesho","203000000000010811","2016-08-11 13:24:34.023000","","0","","10104","FSI Request Insurance For M-Kesho","50","20050","30100649"<endrec>
"FSI_Payout_Mkesho","2","203000000000010133","2014-10-06 12:25:05.844000","FSI Payout For M-Kesho","203000000000015423","2017-01-06 09:20:27.144000","","0","","10114","FSI Payout For M-Kesho","50","20049","30100650"<endrec>
"FSI_Close_Mkesho","3","203000000000010133","2014-10-06 12:25:38.269000","FSI Close For M-Kesho","203000000000010133","2014-10-06 12:25:45.617000","","0","","10121","FSI Close For M-Kesho","30","27","30100651"<endrec>
"FSI_Activate_Mkesho","3","203000000000010133","2014-10-06 12:26:04.519000","FSI Activate For M-Kesho","203000000000010133","2014-10-06 12:26:22.515000","","0","","10120","FSI Activate For M-Kesho","30","27","30100652"<endrec>
"DisbursementofFundsReversal","2","203000000000010063","2014-10-06 19:24:49.496000","Disbursement of Funds Reversal","203000000000010164","2014-11-01 11:57:36.479000","","0","","10129","Disbursement of Funds Reversal","30","20027","30100707"<endrec>
"BusinessBuyGoodsReversalviaAPI","2","203000000000010063","2014-10-06 19:26:08.911000","Business Buy Goods Reversal","203000000000010164","2014-11-17 10:56:06.319000","","0","","10130","Business Buy Goods Reversal","50","20027","30100708"<endrec>
"BusinessPayBillReversal","2","203000000000010063","2014-10-06 19:27:59.924000","Business Pay Bill Reversal","203000000000010164","2014-11-01 11:25:17.657000","","0","","10131","Business Pay Bill Reversal","30","20027","30100710"<endrec>
"DepositatAgentTillReversal","2","203000000000010063","2014-10-06 19:52:01.753000","Deposit at Agent Till Reversal via API","203000000000010063","2014-10-06 19:59:12.559000","","0","","10132","Deposit at Agent Till Reversal via API","30","20027","30100714"<endrec>
"FSI_Loan_Disburse_Mshwari","2","203000000000010133","2014-10-07 16:03:04.269000","FSI Loan Disburse For M-Shwari","203000000000011204","2015-09-21 11:47:15.699000","","0","","10099","FSI Loan Disburse For M-Shwari","50","20048","30100728"<endrec>
"DisburseFundstoBusiness","2","203000000000010063","2014-10-07 17:54:16.054000","Disburse Funds to Business","203000000000013109","2014-10-30 15:08:39.399000","","0","","10134","Disburse Funds to Business","30","20003","30100731"<endrec>
"BusinessBuyGoods","2","203000000000010133","2014-10-07 17:54:26.657000","Business Buy Goods","203000000000010164","2014-11-21 09:57:48.893000","","1","","10135","Business Buy Goods","50","20003","30100732"<endrec>
"BusinessPayBill","2","203000000000010133","2014-10-07 17:55:52.535000","Business Pay Bill","203000000000010164","2014-11-21 09:50:39.834000","","1","","10136","Business Pay Bill","50","20003","30100733"<endrec>
"FSI_Req_Mini_Statement_M-Kesho","3","203000000000010133","2014-10-08 09:47:42.368000","FSI Request Mini Statement For M-Kesho","203000000000013022","2016-09-13 04:21:27.706000","","0","","10112","FSI Request Mini Statement For M-Kesho","50","29","30100746"<endrec>
"Customer Pay Bill","2","203000000000010063","2014-10-08 16:29:30.792000","Customer Pay Bill","203000000000010133","2014-10-09 11:45:33.277000","","0","","10013","Customer Pay Bill","50","20009","30100751"<endrec>
"OrganizationWithdrawalFromM-PESA","2","203000000000010063","2014-10-08 16:49:21.378000","Organization Withdrawal From M-PESA","203000000000010133","2014-10-09 11:43:44.609000","","1","","10043","Organization Withdrawal From M-PESA","50","20013","30100752"<endrec>
"CustomerPayMerchant","2","203000000000010133","2014-10-09 11:40:24.006000","Customer Pay Merchant","203000000000014912","2018-06-22 07:00:36.674000","","0","","10014","Customer Pay Merchant","50","20010","30100755"<endrec>
"OrganizationWithdrawalFromM-PESA","2","203000000000010133","2014-10-09 11:43:37.626000","Organization Withdrawal From M-PESA","203000000000010133","2014-10-10 15:46:15.096000","","1","","10043","Organization Withdrawal From M-PESA","50","20013","30100757"<endrec>
"Customer Pay Bill","2","203000000000010133","2014-10-09 11:45:27.338000","Customer Pay Bill","203000000000011204","2015-08-12 09:14:42.841000","","0","","10013","Customer Pay Bill","50","20009","30101759"<endrec>
"RevenuePaymentToOwner","2","203000000000010133","2014-10-09 11:52:22.549000","Revenue Payment To Owner","203000000000010063","2014-10-10 15:09:43.372000","","0","","10138","Revenue Payment To Owner","30","20022","30101761"<endrec>
"Merchant Services - MMF Account Transfer","2","203000000000010133","2014-10-09 12:11:20.285000","Merchant Services - MMF Account Transfer","203000000000010164","2014-12-18 20:43:22.268000","","0","","10085","Merchant Services - MMF Account Transfer","50","20003","30102770"<endrec>
"FSI_Loan_Request_M-Kesho","2","203000000000010133","2014-10-10 11:09:38.989000","FSI Loan Request For M-Kesho","203000000000013022","2016-09-07 04:30:34.739000","","0","","10140","FSI Loan Request For M-Kesho","50","20048","30103805"<endrec>
"FSI_Loan_Disburse_M-Kesho","2","203000000000010133","2014-10-10 11:10:21.532000","FSI Loan Disburse For M-Kesho","203000000000013022","2016-09-07 04:29:28.035000","","0","","10141","FSI Loan Disburse For M-Kesho","50","20048","30103806"<endrec>
"OrganizationWithdrawalFromM-PESA","2","203000000000010133","2014-10-10 15:46:07.673000","Organization Withdrawal From M-PESA","203000000000010063","2014-10-10 17:07:19.504000","","0","","10043","Organization Withdrawal From M-PESA","50","20013","30104809"<endrec>
"OrganizationWithdrawalFromM-PESA","2","203000000000010063","2014-10-10 17:06:26.373000","Organization Withdrawal From M-PESA","203000000000024612","2018-04-03 05:04:23.267000","","0","","10043","Organization Withdrawal From M-PESA","50","20013","30104822"<endrec>
"Customer Care Handset - Manage Identity for Free","3","203000000000010063","2014-10-15 17:02:21.194000","Customer Care Handset - Manage Identity for Free","203000000000014908","2016-12-01 09:42:35.592000","","1","","10143","Customer Care Handset - Manage Identity for Free","50","27","30109847"<endrec>
"AccountBalance","3","203000000000013109","2014-10-20 17:55:02.227000","Organization Account Balance","203000000000011204","2015-10-21 09:05:57.148000","","0","","10144","Organization Account Balance","50","21","30110861"<endrec>
"Customer Withdrawal","2","203000000000013109","2014-10-23 18:02:59.329000","Customer Withdrawal","203000000000013608","2015-12-18 10:43:58.191000","","0","","10011","Customer Withdrawal","50","20008","30112887"<endrec>
"Agent Store Register Customer","3","203000000000010063","2014-10-25 18:03:41.749000","Agent Store Register Customer","203000000000020211","2017-04-05 21:43:57.810000","","0","","10023","Agent Store Register Customer","50","27","30114895"<endrec>
"MerchantTransferFromMerchantToWorking","2","203000000000013109","2014-10-29 17:20:32.052000","Merchant Services – Move Funds from Merchant Account to Working Account","203000000000010164","2014-11-13 11:07:36.549000","","0","","10148","Merchant Services – Move Funds from Merchant Account to Working Account","50","20001","30116922"<endrec>
"BusinessTransferFromUtilityToMMF","2","203000000000013109","2014-10-29 17:23:04.133000","Business Services – Move Funds from Utility Account to MMF Account","203000000000013109","2014-10-29 17:23:12.566000","","0","","10149","Business Services – Move Funds from Utility Account to MMF Account","30","20001","30116923"<endrec>
"BusinessTransferFromMMFToUtility","2","203000000000013109","2014-10-29 17:25:36.716000","Business Services – Move Funds from MMF Account to Utility Account","203000000000013109","2014-10-29 17:25:47.501000","","0","","10150","Business Services – Move Funds from MMF Account to Utility Account","30","20001","30116924"<endrec>
"MerchantTransferFromWorkingToMerchant","2","203000000000013109","2014-10-29 17:42:58.763000","Merchant Services – Move Funds from Working Account to Merchant Account","203000000000010164","2014-11-13 11:08:25.595000","","0","","10151","Merchant Services – Move Funds from Working Account to Merchant Account","50","20001","30116926"<endrec>
"WithATMRevFull","2","203000000000010114","2014-10-29 20:14:32.859000","Withdrawal at ATM Reversal - Full","203000000000015728","2018-05-02 10:51:43.679000","","0","","10076","Withdrawal at ATM Reversal - Full","50","20027","30116931"<endrec>
"WithATMRevPart","2","203000000000010114","2014-10-29 20:14:47.881000","Withdrawal at ATM Reversal - Partial","203000000000010114","2014-10-29 20:14:54.637000","","0","","10075","Withdrawal at ATM Reversal - Partial","30","20027","30116932"<endrec>
"Organization Funds Management - Move Funds","2","203000000000013109","2014-10-30 16:56:19.640000","Organization Funds Management - Move Funds","203000000000013109","2014-10-30 19:40:59.829000","","1","","10024","Organization Funds Management - Move Funds","50","20001","30116949"<endrec>
"AgencyOrganizationMoveFunds","2","203000000000013109","2014-10-30 19:40:52.481000","Organization Funds Management - Move Funds","203000000000011204","2015-10-21 08:22:25.967000","","1","","10024","Organization Funds Management - Move Funds","50","20001","30116953"<endrec>
"BusinessToBusinessTransfer","2","203000000000010114","2014-10-31 12:13:38.481000","Business To Business Transfer","203000000000014911","2018-02-28 12:28:21.351000","","0","","10152","Business To Business Transfer","50","20003","30116968"<endrec>
"MerchantToMerchantTransfer","2","203000000000010114","2014-10-31 12:14:39.420000","Merchant To Merchant Transfer","203000000000010114","2014-10-31 12:14:52.808000","","0","","10153","Merchant To Merchant Transfer","30","20003","30116969"<endrec>
"B2C Reversal Service","2","203000000000010114","2014-10-31 14:31:00.412000","B2C Reversal Service","203000000000010114","2014-10-31 14:31:26.748000","","0","","10154","B2C Reversal Service","30","20027","30116987"<endrec>
"B2C Reversal with Withdraw Charge Reversal","2","203000000000010114","2014-10-31 14:32:07.555000","B2C Reversal with Withdraw Charge Reversal","203000000000032902","2018-03-12 14:05:27.349000","","0","","10155","B2C Reversal with Withdraw Charge Reversal","50","20027","30116988"<endrec>
"G1RevB2C","2","203000000000010164","2014-11-05 10:22:58.150000","G1 Reverse B2C","203000000000010164","2014-11-05 10:26:21.896000","","0","","10158","G1 Reverse B2C","30","20042","30118010"<endrec>
"G1RevBusDeposit","2","203000000000010164","2014-11-05 10:23:24.934000","G1 Reverse Business Deposit","203000000000010164","2014-11-05 10:26:26.254000","","0","","10159","G1 Reverse Business Deposit","30","20042","30118011"<endrec>
"G1RevBusWithdraw","2","203000000000010164","2014-11-05 10:23:50.320000","G1 Reverse Business Withdraw","203000000000010164","2014-11-05 10:26:30.351000","","0","","10160","G1 Reverse Business Withdraw","30","20042","30118012"<endrec>
"G1RevCustDeposit","2","203000000000010164","2014-11-05 10:24:18.018000","G1 Reverse Customer Deposit","203000000000010164","2014-11-05 10:26:34.436000","","0","","10161","G1 Reverse Customer Deposit","30","20042","30118013"<endrec>
"G1RevCustTransfer","2","203000000000010164","2014-11-05 10:24:41.072000","G1 Reverse Customer Transfer","203000000000010164","2014-11-05 10:26:38.238000","","0","","10162","G1 Reverse Customer Transfer","30","20042","30118014"<endrec>
"G1RevCustWithdrawal","2","203000000000010164","2014-11-05 10:25:02.615000","G1 Reverse Customer Withdrawal","203000000000010164","2014-11-05 10:26:41.822000","","0","","10163","G1 Reverse Customer Withdrawal","30","20042","30118015"<endrec>
"G1RevIMT","2","203000000000010164","2014-11-05 10:25:21.617000","G1 Reverse IMT","203000000000010164","2014-11-05 10:26:45.425000","","0","","10164","G1 Reverse IMT","30","20042","30118016"<endrec>
"G1RevPayBill","2","203000000000010164","2014-11-05 10:25:42.765000","G1 Reverse Pay Bill","203000000000010164","2014-11-05 10:26:49.023000","","0","","10165","G1 Reverse Pay Bill","30","20042","30118017"<endrec>
"G1RevPayMerchant","2","203000000000010164","2014-11-05 10:26:02.012000","G1 Reverse Pay Merchant","203000000000010164","2014-11-05 10:26:52.453000","","0","","10166","G1 Reverse Pay Merchant","30","20042","30118018"<endrec>
"MerchantTransferFromMerchantToWorking","2","203000000000010164","2014-11-13 11:06:50.458000","Merchant Services – Move Funds from Merchant Account to Working Account","203000000000014909","2017-02-01 12:12:50.258000","","0","","10148","Merchant Services – Move Funds from Merchant Account to Working Account","50","20001","30120086"<endrec>
"MerchantTransferFromWorkingToMerchant","2","203000000000010164","2014-11-13 11:08:14.622000","Merchant Services – Move Funds from Working Account to Merchant Account","203000000000010164","2014-11-13 11:08:25.599000","","0","","10151","Merchant Services – Move Funds from Working Account to Merchant Account","30","20001","30120087"<endrec>
"Pay Bill Settlement","2","203000000000010164","2014-11-13 13:21:54.786000","Pay Bill Settlement","203000000000018317","2017-01-05 08:00:31.349000","","0","","10086","Pay Bill Settlement","50","20039","30120105"<endrec>
"Merchant Settlement","2","203000000000010164","2014-11-13 13:22:26.132000","Merchant Settlement","203000000000010164","2014-11-13 13:22:33.707000","","0","","10087","Merchant Settlement","30","20039","30120106"<endrec>
"M-Shwari Settlement","2","203000000000010164","2014-11-13 18:13:50.935000","M-Shwari Settlement","203000000000010164","2014-11-13 18:16:24.430000","","0","","10168","M-Shwari Settlement","30","20039","30120109"<endrec>
"M-Kesho Settlement","2","203000000000010164","2014-11-13 18:14:47.844000","M-Kesho Settlement","203000000000010164","2014-11-13 18:16:02.349000","","0","","10169","M-Kesho Settlement","30","20039","30120110"<endrec>
"MNO Settlement","2","203000000000010164","2014-11-13 18:15:57.611000","MNO Settlement","203000000000010164","2014-11-13 18:31:24.772000","","0","","10170","MNO Settlement","50","20039","30120111"<endrec>
"MNO Settlement","2","203000000000010164","2014-11-13 18:31:05.720000","MNO Settlement","203000000000010164","2014-11-13 19:04:57.091000","","0","","10170","MNO Settlement","50","20039","30120117"<endrec>
"MNO Settlement","2","203000000000010164","2014-11-13 19:04:39.237000","MNO Settlement","203000000000010164","2014-11-21 15:18:25.241000","","0","","10170","MNO Settlement","50","20039","30120119"<endrec>
"BusinessBuyGoodsReversal","2","203000000000010164","2014-11-17 10:55:54.884000","Business Buy Goods Reversal","203000000000020211","2017-08-30 14:02:08.062000","","0","","10130","Business Buy Goods Reversal","50","20027","30121058"<endrec>
"MerchantToMerchantTransferReversal","2","203000000000010164","2014-11-18 12:46:12.350000","Merchant to Merchant Reversal","203000000000010164","2014-11-18 12:46:17.538000","","0","","10172","Merchant to Merchant Reversal","30","20027","30122085"<endrec>
"BusinessToBusinessTransferReversal","2","203000000000010164","2014-11-18 12:47:31.339000","Business to Business Reversal","203000000000010164","2014-11-18 12:47:50.641000","","0","","10173","Business to Business Reversal","30","20027","30122086"<endrec>
"BusinessPayBill","2","203000000000010164","2014-11-21 09:50:27.894000","Business Pay Bill","203000000000010811","2015-12-18 07:57:37.812000","","0","","10136","Business Pay Bill","50","20003","30127076"<endrec>
"BusinessBuyGoods","2","203000000000010164","2014-11-21 09:57:38.640000","Business Buy Goods","203000000000014908","2016-10-19 08:41:38.937000","","0","","10135","Business Buy Goods","50","20003","30127077"<endrec>
