CREATE_OPER_ID,CREATE_OPER_TIME,DESCRIPTION,LAST_OPER_ID,LAST_OPER_TIME,LIMIT_ACCU_CONDITION_FLAG,LIMIT_EXPRESSION_ID,LIMIT_PATTERN,LIMIT_TYPE_ID,LIMIT_TYPE_NAME,STATUS,THRESHOLD_TYPE,TRANSACTION_ROLE_TYPE,UNIQUE_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 <endrec>
"203000000000016350","2017-01-02 10:30:17.068000","","203000000000016350","2017-01-02 11:06:32.718000","","","0","41015000","Maximum Retry Limit - Airtime Purchase","60","3","D","937254719"<endrec>
"203000000000010806","2017-01-04 15:38:49.946000","Test","203000000000010806","2017-01-04 15:38:58.379000","","","0","24017000","IBM IMT Maximum Daily Transfer","30","2","D","937254804"<endrec>
"203000000000016421","2017-01-05 05:17:53.116000","","203000000000016421","2017-01-05 05:17:53.116000","","","0","35036000","Max Monthly Money Debit","10","2","D","937254807"<endrec>
"203000000000013818","2017-01-20 20:05:08.172000","Maximum Daily Customer Debit Value Cross Currency","203000000000013818","2017-01-20 20:09:46.110000","","","0","42015000","Maximum Daily Customer Debit Value Cross Currency","30","2","D","937258802"<endrec>
"203000000000013818","2017-01-20 20:06:56.178000","Maximum cumulative Monthly MMF Account limit Cross Currency","203000000000013818","2017-01-20 20:09:34.076000","","","0","42016000","Maximum cumulative Monthly MMF Account limit Cross Currency","30","2","D","937258803"<endrec>
"203000000000013818","2017-01-20 20:09:05.469000","Maximum cumulative daily cash in MMF Account limit Cross Currency","203000000000013818","2017-01-20 20:09:18.638000","","","0","42017000","Maximum cumulative daily cash in MMF Account limit Cross Currency","30","2","C","937258804"<endrec>
"203000000000014911","2017-01-24 08:24:09.092000","Maximum Customer Transfer_WU","203000000000014911","2017-01-24 08:25:35.003000","","","0","43015000","Maximum Customer Transfer_WU","30","0","C","937260684"<endrec>
"203000000000014911","2017-01-24 10:41:37.509000","Maximum WU Organization Transfer","203000000000014911","2017-01-24 10:41:52.980000","","","0","43016000","Maximum WU Organization Transfer","30","0","D","937260701"<endrec>
"203000000000014911","2017-02-06 13:10:37.510000","Minimum Withdrawal Account Value","203000000000014911","2017-02-06 13:11:42.091000","","","1","44015000","Minimum Withdrawal Value","30","0","D","937262796"<endrec>
"203000000000014909","2017-02-06 14:09:32.815000","Customer Min Mpesa Balance check","203000000000014909","2017-02-06 14:20:30.015000","","","1","35019000","Customer Min Mpesa Balance check","60","0","D","937262809"<endrec>
"203000000000014909","2017-02-06 14:20:52.801000","Customer Min Mpesa Balance check1","203000000000014909","2017-02-06 14:21:04.882000","","","1","44016000","Customer Min Mpesa Balance check1","30","1","D","937262813"<endrec>
"203000000000014911","2017-02-07 05:53:26.963000","Maximum Agent Business Withdraw Value","203000000000014911","2017-02-07 05:53:54.562000","","","0","44017000","Maximum Agent Business Withdraw Value","30","0","D","937262830"<endrec>
"203000000000010811","2017-02-07 10:29:24.501000","","203000000000010811","2017-02-07 10:29:37.403000","","","1","44018000","Minimum MMF Account For Customer Balance","30","1","D","937262849"<endrec>
"203000000000010806","2017-02-07 14:50:07.804000","Finance Limit","203000000000010806","2017-02-07 14:50:18.185000","","","0","44019000","Finance Limit","30","3","D","937262861"<endrec>
"203000000000010806","2017-02-15 07:50:31.199000","Minimum Business Pay Bill","203000000000010806","2017-02-15 07:50:51.049000","","","1","45015000","Minimum Business Pay Bill","30","0","D","937265732"<endrec>
"203000000000010811","2017-02-16 07:59:03.722000","","203000000000010811","2017-02-16 07:59:10.923000","","","0","45016000","Maximum Buy Goods Limit","30","0","D","937265781"<endrec>
"203000000000014911","2017-02-24 10:11:34.027000","Customer Cumulative Balance Check","203000000000014911","2017-02-24 10:11:48.121000","","","0","46015000","Customer Cumulative Balance Check","30","1","C","937277830"<endrec>
"203000000000010811","2017-02-24 10:22:26.277000","","203000000000010811","2017-02-24 10:22:35.813000","","","0","46016000","Cumulative Balance","30","1","C","937277833"<endrec>
"203000000000020211","2017-03-17 03:46:40.641000","Point amount max","203000000000020211","2017-03-17 03:46:50.729000","","","0","47015000","Point amount max","30","8","NA","937289818"<endrec>
"203000000000020211","2017-03-17 03:53:05.507000","Point Balance Max","203000000000020211","2017-03-17 03:53:12.342000","","","0","47016000","Point Balance Max","30","7","NA","937289820"<endrec>
"203000000000015719","2017-03-29 09:10:50.522000","","203000000000015719","2017-03-29 09:10:50.522000","","","0","48015000","testet","10","4","NA","937302863"<endrec>
"203000000000015719","2017-03-29 09:42:51.814000","","203000000000015719","2017-03-29 09:42:51.814000","","","0","48016000","LimitType654","10","4","NA","937302870"<endrec>
"203000000000015719","2017-03-29 10:16:09.629000","","203000000000015719","2017-03-29 10:18:57.655000","","","0","48017000","LimitType304","30","4","NA","937302877"<endrec>
"203000000000016350","2017-04-05 20:37:05.829000","Maximum Accumulated yearly balance","203000000000016350","2017-04-05 20:37:16.366000","","","0","49015000","Maximum Accumulated yearly balance","30","1","C","937309875"<endrec>
"203000000000015719","2017-04-24 12:25:30.508000","","203000000000015719","2017-04-24 12:26:56.261000","","","0","50015000","LimitType751","30","4","NA","937327910"<endrec>
"203000000000019602","2017-05-17 11:36:26.222000","","203000000000019602","2017-05-17 11:37:48.900000","","","0","51015000","LimitType115","30","4","NA","937340959"<endrec>
"203000000000015718","2017-05-24 12:33:06.307000","","203000000000015718","2017-05-24 12:35:44.869000","","","0","52015000","Limit Type 11","30","0","C","937345897"<endrec>
"203000000000019602","2017-06-20 08:50:53.742000","","203000000000019602","2017-06-20 08:51:18.891000","","","0","53015000","LimitType234","30","4","NA","937360044"<endrec>
"203000000000019602","2017-06-20 09:30:01.713000","","203000000000019602","2017-06-20 09:30:24.222000","","","0","54015000","LimitType253","30","4","NA","937360996"<endrec>
"203000000000025007","2017-07-04 07:29:40.220000","","203000000000025007","2017-07-04 07:30:10.094000","","","0","55015000","LimitType988","30","4","NA","937371558"<endrec>
"203000000000025007","2017-07-18 12:53:24.918000","","203000000000025007","2017-07-18 12:53:53.810000","","","0","56015000","LimitType143","30","4","NA","937376495"<endrec>
"203000000000014911","2017-07-21 13:35:36.853000","Maximum Group Loan Account Balance","203000000000014911","2017-07-21 13:35:49.594000","","","0","56016000","Maximum Group Loan Account Balance","30","1","C","937376662"<endrec>
"203000000000025006","2017-07-26 13:48:35.042000","","203000000000025006","2017-07-26 13:48:57.730000","","","0","57015000","LimitType376","30","4","NA","937377519"<endrec>
"203000000000015728","2017-08-21 11:26:02.431000","Maximum Customer Send Money reversal Limit","203000000000015728","2017-08-21 11:27:48.829000","","","0","58015000","Maximum Customer Send Money reversal Limit","50","3","D","937392652"<endrec>
"203000000000015728","2017-08-21 11:27:40.568000","Maximum Customer Send Money reversal Limit","203000000000022402","2017-09-05 05:42:54.342000","","","0","58015000","Maximum Customer Send Money reversal Limit","50","3","I","937392653"<endrec>
"203000000000024610","2017-08-22 10:32:48.078000","LimitType098","203000000000024610","2017-08-22 10:35:15.995000","","","0","58016000","LimitType098","30","3","C","937392684"<endrec>
"203000000000010811","2017-09-04 11:30:32.056000","Max limit for send money","203000000000010811","2017-09-14 12:24:35.641000","","","0","59015000","Max limit for send money","50","0","D","937396994"<endrec>
"203000000000010806","2017-09-04 11:34:28.561000","","203000000000010806","2017-11-06 08:30:40.868000","","","0","59016000","Test Send Money Init","50","2","I","937396996"<endrec>
"203000000000022402","2017-09-04 12:00:42.783000","zhou test cus send money revesal count","203000000000022402","2017-09-04 12:00:59.823000","","","0","59017000","zhou test cus send money revesal count","30","3","R","937396999"<endrec>
"203000000000024612","2017-09-05 04:42:06.842000","","203000000000024612","2017-09-15 09:17:05.674000","","","0","60015000","aabb","50","0","C","937397930"<endrec>
"203000000000022402","2017-09-05 05:42:46.979000","Maximum Customer Send Money reversal Limit","203000000000010811","2017-09-14 12:27:45.093000","","","0","58015000","Maximum Customer Send Money reversal Limit","50","3","C","937398931"<endrec>
"203000000000019602","2017-09-12 11:11:50.769000","","203000000000019602","2017-09-12 11:13:05.170000","","","0","61015000","LimitType416","30","4","NA","937404952"<endrec>
"203000000000010811","2017-09-14 12:24:28.426000","Max limit for send money","203000000000010811","2017-09-14 12:24:35.653000","","","0","59015000","Max limit for send money","30","0","I","937408049"<endrec>
"203000000000010811","2017-09-14 12:27:37.120000","Maximum Customer Send Money reversal Limit","203000000000024612","2017-09-15 09:41:51.447000","","","0","58015000","Maximum Customer Send Money reversal Limit","50","3","I","937408050"<endrec>
"203000000000024612","2017-09-15 09:16:56.191000","","203000000000024612","2017-09-15 09:21:44.528000","","","0","60015000","aabb","50","0","I","937409011"<endrec>
"203000000000024612","2017-09-15 09:21:35.150000","","203000000000014912","2018-04-26 10:05:44.041000","","0","0","60015000","aabb","50","3","I","937409013"<endrec>
"203000000000024612","2017-09-15 09:41:43.386000","Maximum Customer Send Money reversal Limit","203000000000024612","2017-09-15 09:47:40.925000","","","0","58015000","Maximum Customer Send Money reversal Limit","50","3","C","937409014"<endrec>
"203000000000024612","2017-09-15 09:47:31.085000","Maximum Customer Send Money reversal Limit","203000000000024612","2017-09-15 09:47:40.928000","","","0","58015000","Maximum Customer Send Money reversal Limit","30","3","I","937409015"<endrec>
"203000000000015728","2017-09-19 13:06:10.443000","Maximum ORG_Opr deposit reversal Limit","203000000000015728","2017-09-19 13:06:19.098000","","","0","62015000","Maximum ORG_Opr deposit reversal Limit","30","3","I","937411124"<endrec>
"203000000000015702","2017-10-30 09:09:23.588000","","203000000000015702","2017-10-30 09:09:23.588000","","","0","63015000","Limit Type test","10","4","NA","937421146"<endrec>
"203000000000010806","2017-11-06 08:30:15.947000","","203000000000016350","2017-11-15 09:48:02.975000","","","0","59016000","Test Send Money Init","50","2","I","937423146"<endrec>
"203000000000010806","2017-11-06 08:33:35.570000","","203000000000010806","2017-11-06 08:33:49.564000","","","0","64015000","Cross Currency","30","2","D","937423147"<endrec>
"203000000000025007","2017-11-10 22:38:36.719000","","203000000000025007","2017-11-10 22:39:02.768000","","","0","65015000","LimitType212","30","4","NA","937426153"<endrec>
"203000000000016350","2017-11-15 09:47:52.817000","","203000000000016350","2017-11-15 09:48:02.983000","","","0","59016000","Test Send Money Init","30","2","D","937428197"<endrec>
"203000000000014912","2017-11-15 11:10:36.746000","Minimum Business Payment To Unregistered Customer","203000000000014912","2017-11-15 11:11:45.768000","","","1","66015000","Minimum Business Payment To Unregistered Customer","30","0","D","937428205"<endrec>
"203000000000025007","2017-12-27 14:59:33.531000","","203000000000025007","2017-12-27 14:59:59.419000","0","0","0","67015000","LimitType518","30","4","NA","937443252"<endrec>
"203000000000026608","2018-01-11 07:03:28.679000","","203000000000026608","2018-01-11 07:04:05.033000","0","0","0","68015000","test","30","10","NA","937451329"<endrec>
"203000000000010806","2018-01-24 08:44:19.583000","","203000000000010806","2018-01-24 08:44:19.583000","0","0","0","69015000","Group Balance check","10","4","NA","937459352"<endrec>
"203000000000014911","2018-01-29 06:45:22.250000","ATM Deposit Transaction value","203000000000014911","2018-01-29 06:45:30.656000","0","0","0","32015000","ATM Deposit Transaction value","30","2","D","937460319"<endrec>
"203000000000014911","2018-01-30 06:47:27.449000","Maximum Withdrawal Account Transfer Value","203000000000014911","2018-01-30 06:47:34.932000","0","0","0","18019000","Maximum Withdrawal Account Transfer Value","30","0","D","937460364"<endrec>
"203000000000014911","2018-02-01 06:18:29.600000","Min Debit Per ATM Deposit Transaction value","203000000000014911","2018-02-01 06:18:49.496000","0","0","1","70015000","Min Debit Per ATM Deposit Transaction value","30","0","D","937461323"<endrec>
"203000000000014911","2018-02-06 06:10:47.297000","Maximum Daily Credit Limit For Group","203000000000014911","2018-02-06 06:10:54.952000","0","0","0","70016000","Maximum Daily Credit Limit For Group","30","2","C","937461423"<endrec>
"203000000000010806","2018-02-28 15:01:21.190000","","203000000000010806","2018-02-28 15:01:31.527000","0","0","0","71015000","Duplicate B2C","30","5","D","937464419"<endrec>
"203000000000019121","2018-03-08 11:26:38.705000","Maximum Accumulated monthly balance","203000000000019121","2018-03-08 11:27:13.991000","0","0","0","72015000","Maximum Accumulated monthly balance","30","1","C","937467627"<endrec>
"203000000000014912","2018-03-19 05:07:32.781000","","203000000000014912","2018-03-19 05:13:09.013000","0","0","1","73015000","Authorization Limit","30","10","NA","937469624"<endrec>
"203000000000015728","2018-03-20 08:21:50.561000","org_max_account_count","203000000000015728","2018-03-20 08:22:10.085000","0","0","0","74015000","org_max_account_count","30","4","NA","937470562"<endrec>
"203000000000010811","2018-03-21 08:54:22.705000","Max ATM Debit transaction","203000000000010811","2018-03-21 08:54:51.369000","0","0","0","74016000","Max ATM Debit transaction","30","0","D","937470623"<endrec>
"203000000000014912","2018-04-26 10:05:36.634000","","203000000000014912","2018-04-26 10:05:44.046000","0","0","0","60015000","aabb","30","3","I","937483538"<endrec>
"203000000000010806","2018-05-10 16:48:51.492000","Query Group Balance Count","203000000000010806","2018-05-10 16:49:05.267000","0","0","0","75015000","Query Group Balance Count","30","3","I","937487672"<endrec>
"203000000000015423","2018-05-11 05:19:15.473000","AuthorizationLimit_R4Q6","203000000000015423","2018-05-11 07:20:06.644000","0","0","0","75016000","AuthorizationLimit_R4Q6","50","10","NA","937487673"<endrec>
"203000000000015423","2018-05-11 07:19:58.390000","AuthorizationLimit_R4Q6","203000000000015423","2018-05-11 10:11:44.396000","0","0","1","75016000","AuthorizationLimit_R4Q6","50","10","NA","937487677"<endrec>
"203000000000010811","2018-05-11 09:59:20.479000","","203000000000016349","2018-05-18 09:59:42.637000","0","0","0","76015000","R4Q6 test","50","10","NA","937488597"<endrec>
"203000000000015423","2018-05-11 10:11:35.940000","AuthorizationLimit_R4Q6","203000000000015423","2018-05-11 10:17:15.843000","0","0","0","75016000","AuthorizationLimit_R4Q6","50","10","NA","937488600"<endrec>
"203000000000015423","2018-05-11 10:17:06.970000","AuthorizationLimit_R4Q6","203000000000015423","2018-05-11 10:17:15.856000","0","0","1","75016000","AuthorizationLimit_R4Q6","30","10","NA","937488601"<endrec>
"203000000000015719","2018-05-11 17:07:00.028000","","203000000000015719","2018-05-11 17:07:35.728000","0","0","0","76016000","LimitType611","30","4","NA","937488636"<endrec>
"203000000000014912","2018-05-14 06:47:46.586000","","203000000000014912","2018-05-14 06:47:59.724000","0","0","0","77015000","NewAuthorizationLimit0514","30","10","NA","937489586"<endrec>
"203000000000014912","2018-05-14 07:04:37.105000","","203000000000014912","2018-05-14 07:04:48.617000","0","0","0","77016000","AuthorizationLimitOrgOp","30","10","NA","937489589"<endrec>
"203000000000026608","2018-05-16 10:43:41.996000","","203000000000026608","2018-05-16 10:45:58.300000","0","0","0","78015000","TransactionLimit","30","10","NA","937491602"<endrec>
"203000000000026608","2018-05-17 10:37:45.800000","","203000000000026608","2018-05-18 12:47:29.219000","0","0","0","79015000","TransactionLimit1470","50","10","NA","937492618"<endrec>
"203000000000010811","2018-05-17 12:18:30.672000","Group max loan request","203000000000010811","2018-05-17 12:18:48.231000","0","0","0","79016000","Group max loan request","30","2","C","937492646"<endrec>
"203000000000034713","2018-05-18 08:30:40.072000","Maximum Customer Transfer Limit in AUD","203000000000034713","2018-05-18 08:32:03.091000","0","0","0","80015000","Maximum Customer Transfer Limit Test","30","0","D","937494606"<endrec>
"203000000000016349","2018-05-18 09:59:33.498000","","203000000000016349","2018-05-18 10:00:51.402000","0","0","1","76015000","R4Q6 test","50","10","NA","937494620"<endrec>
"203000000000016349","2018-05-18 10:00:42.546000","","203000000000016349","2018-05-18 10:00:51.409000","0","0","0","76015000","R4Q6 test","30","10","NA","937494621"<endrec>
"203000000000026608","2018-05-18 12:11:40.200000","","203000000000026608","2018-05-18 12:46:54.777000","0","0","0","80016000","TransactionLimit1470one","50","10","NA","937494633"<endrec>
"203000000000026608","2018-05-18 12:27:24.202000","","203000000000026608","2018-05-18 12:47:35.075000","0","0","1","80016000","TransactionLimit1470one","50","10","NA","937494638"<endrec>
"203000000000026608","2018-05-18 12:47:05.607000","","203000000000026608","2018-05-18 12:47:35.088000","0","0","0","80016000","TransactionLimit1470one","30","10","NA","937495585"<endrec>
"203000000000026608","2018-05-18 12:47:22.579000","","203000000000026608","2018-05-18 12:47:29.228000","0","0","1","79015000","TransactionLimit1470","30","10","NA","937495586"<endrec>
"203000000000019121","2018-05-18 14:27:20.046000","Maximum B2B transfer","203000000000014911","2018-06-12 07:07:47.228000","0","0","0","12013000","Maximum B2B transfer","50","0","I","937495597"<endrec>
"203000000000015719","2018-06-07 07:29:42.046000","","203000000000015719","2018-06-07 07:30:09.563000","0","0","0","81015000","LimitType719","30","4","NA","937502757"<endrec>
"203000000000015719","2018-06-07 14:35:37.084000","","203000000000015719","2018-06-07 14:36:08.714000","0","0","0","82015000","LimitType141","30","4","NA","937507739"<endrec>
"203000000000014911","2018-06-12 07:07:40.492000","Maximum B2B transfer","203000000000014911","2018-06-12 07:07:47.251000","0","0","0","12013000","Maximum B2B transfer","30","0","D","937509739"<endrec>
"203000000000019602","2018-06-12 09:11:06.200000","","203000000000019602","2018-06-12 09:11:36.424000","0","0","0","83015000","LimitType462","30","4","NA","937509750"<endrec>
"203000000000019602","2018-06-13 13:38:30.545000","","203000000000019602","2018-06-13 13:39:00.655000","0","0","0","83016000","LimitType247","30","4","NA","937509809"<endrec>
"203000000000019602","2018-06-14 06:32:23.506000","","203000000000019602","2018-06-14 06:32:52.067000","0","0","0","83017000","LimitType488","30","4","NA","937509837"<endrec>
"203000000000019602","2018-06-15 13:11:05.809000","","203000000000019602","2018-06-15 13:11:34.996000","0","0","0","83018000","LimitType656","30","4","NA","937509933"<endrec>
"203000000000019602","2018-06-18 11:09:24.537000","","203000000000019602","2018-06-18 11:09:54.823000","0","0","0","83019000","LimitType791","30","4","NA","937509978"<endrec>
"203000000000031306","2018-06-20 09:46:09.508000","","203000000000031306","2018-06-20 09:58:47.055000","0","0","0","83020000","TransactionLimit194","30","10","NA","937510129"<endrec>
"203000000000014909","2018-06-26 08:05:06.076000","AuthorizationLimit_Automation_DonotEdit","203000000000014909","2018-06-26 08:05:16.845000","0","0","1","83021000","AuthorizationLimit_Automation_DonotEdit","30","10","NA","937510403"<endrec>
"203000000000019116","2018-07-20 16:08:50.079000","","203000000000019116","2018-07-20 16:09:23.974000","0","0","0","84015000","LimitType372","30","4","NA","937514884"<endrec>
"203000000000035860","2018-07-30 09:20:59.619000","","203000000000035860","2018-07-30 09:21:34.227000","0","0","0","85015000","LimitType674","30","4","NA","937515812"<endrec>
"203000000000034103","2018-08-15 08:56:48.915000","test group voucher count for initiator","203000000000034103","2018-08-15 08:57:02.668000","0","0","0","86015000","test group voucher count for initiator","30","3","I","937516731"<endrec>
"203000000000035847","2018-09-19 22:55:33.077000","","203000000000035847","2018-09-19 22:56:02.683000","0","0","0","87015000","LimitType922","30","4","NA","937532752"<endrec>
"203000000000035847","2018-09-20 15:25:57.967000","","203000000000035847","2018-09-20 15:26:27.251000","0","0","0","87016000","LimitType729","30","4","NA","937532792"<endrec>
"203000000000035847","2018-09-21 17:06:27.629000","","203000000000035847","2018-09-21 17:06:59.796000","0","0","0","87017000","LimitType997","30","4","NA","937532881"<endrec>
"203000000000014912","2018-09-27 12:48:23.727000","Minimum Payment To Unregistered Customer","203000000000014912","2018-09-27 12:48:42.606000","0","0","1","88015000","Minimum Payment To Unregistered Customer","30","0","C","937533793"<endrec>
"203000000000036413","2018-10-05 10:48:48.393000","Maximum Daily Transfer","203000000000036413","2018-10-05 10:48:59.612000","0","0","0","29016000","Maximum Daily Transfer","30","2","C","937535895"<endrec>
"203000000000015423","2018-11-21 07:30:27.444000","","203000000000015423","2018-11-21 07:31:55.171000","0","0","0","89015000","Max Monthly Money Debit for Group ATM Withdrawal","30","2","D","937547751"<endrec>
"203000000000019602","2019-03-04 07:13:46.344000","","203000000000019602","2019-03-04 07:14:19.413000","0","0","0","90015000","LimitType951","30","4","NA","937583820"<endrec>
"203000000000035847","2019-03-04 14:45:19.570000","","203000000000035847","2019-03-04 14:45:48.636000","0","0","0","90016000","LimitType238","30","4","NA","937583856"<endrec>
"203000000000010811","2019-04-15 10:08:58.032000","","203000000000010811","2019-04-15 10:09:09.734000","0","0","0","91015000","OpenAPI Max B2C","30","0","D","937595770"<endrec>
"203000000000010811","2019-04-15 10:22:45.832000","","203000000000010811","2019-04-15 10:22:55.077000","0","0","1","91016000","OpenAPIMin","30","0","D","937595775"<endrec>
"203000000000010811","2019-04-15 10:34:35.840000","OpenAPICustBalance","203000000000010811","2019-04-15 10:34:53.675000","0","0","0","91017000","OpenAPICustBalance","30","1","C","937595778"<endrec>
"203000000000010811","2019-04-15 12:10:27.447000","OpenAPIC2BMax","203000000000010811","2019-04-15 12:10:43.339000","0","0","0","91018000","OpenAPIC2BMax","30","0","D","937595784"<endrec>
"203000000000010811","2019-04-15 14:09:03.194000","OpenAPIC2BMin","203000000000010811","2019-04-15 14:09:18.971000","0","0","1","91019000","OpenAPIC2BMin","30","0","D","937595787"<endrec>
"203000000000019116","2019-04-24 12:59:44.902000","","203000000000019116","2019-04-24 13:00:11.260000","0","0","0","92015000","LimitType112","30","4","NA","937597759"<endrec>
"203000000000019116","2019-04-24 15:28:43.049000","","203000000000019116","2019-04-24 15:29:09.578000","0","0","0","92016000","LimitType442","30","4","NA","937597781"<endrec>
"203000000000019116","2019-04-26 12:50:12.368000","","203000000000019116","2019-04-26 12:50:38.085000","0","0","0","93015000","LimitType363","30","4","NA","937599762"<endrec>
"203000000000039809","2019-05-20 05:41:17.447000","","203000000000039809","2019-05-20 05:41:43.120000","0","0","1","94015000","min transfer limit test01","30","0","D","937607768"<endrec>
"203000000000042502","2019-08-15 17:20:57.847000","","203000000000042502","2019-08-15 17:21:27.527000","0","0","0","106015000","LimitType348","30","4","NA","937619847"<endrec>
"203000000000042502","2019-08-19 12:41:55.542000","","203000000000042502","2019-08-19 12:42:56.570000","0","0","0","106016000","LimitType466","30","4","NA","937619885"<endrec>
"203000000000044008","2019-10-03 07:09:54.273000","Maximum Customer Transfer Limit in AUD","203000000000044008","2019-10-03 07:09:54.273000","0","0","0","80015000","Maximum Customer Transfer Limit Test","10","0","D","937664898"<endrec>
"203000000000044008","2019-10-03 11:54:58.353000","Maximum Agent Store Float Account Transfer Value 09","203000000000044008","2019-10-03 11:54:58.353000","0","0","0","26000","Maximum Agent Store Float Account Transfer Value","10","0","D","937664906"<endrec>
"203000000000052203","2020-01-09 09:37:02.867000","testing limit type","203000000000052203","2020-01-09 09:37:02.867000","0","0","1","165015000","Test limit Type","10","0","D","937698764"<endrec>
