ACCOUNT_TYPE,ACCUMULATING_SUBJECT,ACCUMULATING_TYPE,ACCUMULATOR_ID,ADDITIONAL_CONDITION,APPLYDATE,CREATE_OPER_ID,CREATE_OPER_TIME,CURRENCY,CYCLES_OF_VALUE_STORAGE,CYCLE_TYPE,DAYS_OF_VALUE_STORAGE,DESCRIPTION,EXPIREDATE,FAILURE_ACTION,IDENTITY_TYPE,LAST_OPER_ID,LAST_OPER_TIME,LOCK_RETRY_INTERVAL_1,LOCK_RETRY_INTERVAL_2,LOCK_RETRY_TIMES_1,LOCK_RETRY_TIMES_2,LOCK_TYPE,NAME,SATURATION_ACTION,SATURATION_AMOUNT,SATURATION_COUNT,STATUS,SUPPORT_ROLLBACK,UNIQUE_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             <endrec>
"-1","11","2","17301","","2019-02-25 00:00:00.000000","203000000000012704","2019-02-25 16:35:33.000000","TZS","1","0","15","","2031-08-12 00:00:00.000000","","5000","203000000000012704","2019-02-25 16:35:48.714000","","","","","0","OrgVolume3","1","","","30","1","937577762"<endrec>
"-1","11","2","17401","","2019-02-26 00:00:00.000000","203000000000010811","2019-02-26 09:43:37.000000","TZS","1","0","15","","2031-08-12 00:00:00.000000","","5000","203000000000010811","2019-02-26 10:00:10.089000","","","","","0","OrgVolume4","1","","","30","1","937578759"<endrec>
"-1","11","2","17501","","2019-02-26 00:00:00.000000","203000000000014911","2019-02-26 12:08:03.000000","TZS","1","1","-1","Accu_Volume_Bulk_SP_Air","2057-09-30 00:00:00.000000","","5000","203000000000014911","2019-02-26 12:08:14.804000","","","","","0","Accu_Volume_Bulk_SP_Air","1","","","30","0","937580761"<endrec>
"-1","11","2","17502","","2019-02-26 00:00:00.000000","203000000000010811","2019-02-26 12:38:51.000000","TZS","1","0","15","","2031-08-12 00:00:00.000000","","5000","203000000000010811","2019-02-26 12:39:05.349000","","","","","0","OrgVolume5","1","","","30","1","937580765"<endrec>
"-1","11","2","16308","","2019-12-01 00:00:00.000000","203000000000035851","2019-03-08 07:36:55.000000","TZS","1","1","-1","AAccumulator_Count_Roshi","2050-08-09 00:00:00.000000","","1000","203000000000035851","2019-03-08 07:37:10.310000","","","","","0","AAccumulator_Count_kalani","1","","","30","1","937583944"<endrec>
"-1","11","1","17601","","2019-03-11 00:00:00.000000","203000000000014911","2019-03-11 11:08:32.000000","TZS","1","1","-1","","2019-03-11 00:00:00.000000","","1000","203000000000014911","2019-03-11 12:06:37.899000","","","","","0","MaheshiDynamicSendMoneyValue","1","","","50","1","937585759"<endrec>
"-1","11","1","16701","","2019-03-11 00:00:00.000000","203000000000014911","2019-03-11 11:33:03.000000","TZS","1","1","-1","Accu_Value_Dtest","2019-03-11 00:00:00.000000","1","1000","203000000000014911","2019-03-11 11:42:37.299000","","","","","0","Accu_Value_Dtest","1","","","50","0","937585762"<endrec>
"-1","11","1","16701","","2019-03-11 00:00:00.000000","203000000000014911","2019-03-11 11:42:30.000000","TZS","1","1","-1","Accu_Value_Dtest","2019-09-30 00:00:00.000000","1","1000","203000000000014911","2019-03-11 11:42:37.315000","","","","","0","Accu_Value_Dtest","1","","","30","0","937585764"<endrec>
"-1","11","1","17601","","2019-03-11 00:00:00.000000","203000000000014911","2019-03-11 12:06:30.000000","TZS","1","1","-1","","2026-11-30 00:00:00.000000","","1000","203000000000014911","2019-03-11 12:06:37.909000","","","","","0","MaheshiDynamicSendMoneyValue","1","","","30","1","937585769"<endrec>
"-1","11","2","16110","","2019-03-28 00:00:00.000000","203000000000019121","2019-03-11 13:58:15.000000","TZS","1","1","-1","Accu_B2C_Volume28","2027-09-27 00:00:00.000000","","5000","203000000000014911","2019-03-11 14:19:44.625000","","","","","0","Accu_B2C_Volume28","1","","","30","0","937585780"<endrec>
"-1","11","2","16201","","2019-03-20 00:00:00.000000","203000000000010806","2019-03-20 13:40:36.000000","TZS","1","1","-1","Accu_B2C_VolumeDinu","2019-09-24 00:00:00.000000","","5000","203000000000010806","2019-03-20 13:40:51.373000","","","","","0","Accu_B2C_VolumeDinu","1","","","30","0","937588764"<endrec>
"-1","11","2","17701","","2019-03-21 00:00:00.000000","203000000000014911","2019-03-21 11:29:56.000000","TZS","1","1","-1","OrgBuyAirTimeForCustomerVolume","2019-06-21 00:00:00.000000","1","5000","203000000000014911","2019-03-21 11:30:10.915000","","","","","0","OrgBuyAirTimeForCustomerVolume","1","","","30","1","937589763"<endrec>
"-1","11","1","17801","","2019-03-25 00:00:00.000000","203000000000010811","2019-03-25 13:30:34.000000","TZS","1","1","-1","","2019-03-26 00:00:00.000000","1","1000","203000000000012704","2019-03-26 16:12:24.413000","","","","","0","defect5461","1","","","50","1","937590759"<endrec>
"-1","11","1","17801","","2019-03-26 00:00:00.000000","203000000000012704","2019-03-26 16:12:13.000000","TZS","1","1","-1","","2090-03-30 00:00:00.000000","1","1000","203000000000012704","2019-03-26 16:12:24.423000","","","","","0","defect5461","1","","","30","1","937592762"<endrec>
"-1","21","3","17901","","2019-03-29 00:00:00.000000","203000000000010811","2019-03-29 11:59:50.000000","-1","24","1","-1","","2020-03-31 00:00:00.000000","1","1000","203000000000010811","2019-03-29 12:00:14.380000","","","","","0","CNS","1","","2","30","1","937594780"<endrec>
"-1","11","2","17902","","2019-04-08 00:00:00.000000","203000000000010811","2019-04-08 09:30:33.000000","TZS","1","1","-1","","2019-04-30 00:00:00.000000","1","1000","203000000000010811","2019-04-08 09:30:47.269000","","","","","0","AA7260","1","","","30","1","937594822"<endrec>
"-1","11","2","18001","","2019-05-24 00:00:00.000000","203000000000042502","2019-05-24 08:59:38.000000","TZS","1","1","-1","","2019-07-08 00:00:00.000000","1","1000","203000000000042502","2019-05-24 09:00:13.486000","","","","","0","Aacc452","1","","","30","1","937607785"<endrec>
"-1","11","2","18002","","2019-05-24 00:00:00.000000","203000000000042502","2019-05-24 09:09:46.000000","TZS","1","1","-1","","2019-07-08 00:00:00.000000","1","1000","203000000000042502","2019-05-24 09:10:25.361000","","","","","0","Aacc713","1","","","30","1","937607786"<endrec>
"-1","11","2","18003","","2019-05-24 00:00:00.000000","203000000000042502","2019-05-24 09:23:55.000000","TZS","1","1","-1","","2019-07-08 00:00:00.000000","1","1000","203000000000042502","2019-05-24 09:24:31.062000","","","","","0","Aacc847","1","","","30","1","937607787"<endrec>
"-1","11","2","18004","","2019-05-24 00:00:00.000000","203000000000042502","2019-05-24 09:36:22.000000","TZS","1","1","-1","","2019-07-08 00:00:00.000000","1","1000","203000000000042502","2019-05-24 09:36:59.641000","","","","","0","Aacc389","1","","","30","1","937607788"<endrec>
"-1","11","2","18101","","2019-06-26 00:00:00.000000","203000000000042502","2019-06-26 09:55:21.000000","TZS","1","1","-1","","2019-07-28 00:00:00.000000","1","1000","203000000000042502","2019-06-26 09:55:52.806000","","","","","0","Aacc628","1","","","30","1","937612796"<endrec>
"-1","11","2","18102","","2019-06-26 00:00:00.000000","203000000000042502","2019-06-26 12:46:54.000000","TZS","1","1","-1","","2019-07-28 00:00:00.000000","1","1000","203000000000042502","2019-06-26 12:47:23.696000","","","","","0","Aacc564","1","","","30","1","937612799"<endrec>
"-1","11","2","19501","","2019-08-26 00:00:00.000000","203000000000042502","2019-08-16 10:28:06.000000","TZS","1","1","-1","","2019-09-28 00:00:00.000000","1","1000","203000000000042502","2019-08-16 10:32:51.057000","","","","","0","Aacc262","1","","","30","1","937619864"<endrec>
"-1","11","1","15102","","2019-08-20 00:00:00.000000","203000000000019121","2019-08-20 09:17:46.000000","TZS","1","1","-1","AAccumulator_Value_Roshi","2019-10-09 00:00:00.000000","","1000","203000000000035915","2019-10-09 08:57:38.512000","","","","","0","AAccumulator_Value_Roshi","1","","","50","1","937619898"<endrec>
"-1","11","2","21201","","2019-08-27 00:00:00.000000","203000000000010806","2019-08-27 16:51:17.000000","TZS","1","1","-1","OrgBuyAirTimeForCustomerVolume_R6H1","2019-08-28 00:00:00.000000","1","5000","203000000000010806","2019-08-28 07:51:27.233000","","","","","0","OrgBuyAirTimeForCustomerVolume_R6H1","1","","","50","1","937641836"<endrec>
"-1","11","2","21201","","2019-08-28 00:00:00.000000","203000000000010806","2019-08-28 07:51:19.000000","TZS","1","1","-1","OrgBuyAirTimeForCustomerVolume_R6H1","2023-06-21 00:00:00.000000","1","5000","203000000000010806","2019-08-28 07:51:27.260000","","","","","0","OrgBuyAirTimeForCustomerVolume_R6H1","1","","","30","1","937641844"<endrec>
"-1","11","1","23501","","2019-10-04 00:00:00.000000","203000000000014911","2019-10-04 10:44:13.000000","TZS","1","1","-1","","2083-08-02 00:00:00.000000","","5000","203000000000014911","2019-10-04 10:44:25.778000","","","","","0","SPBuyAirTime_R6H1","1","","","30","1","937664919"<endrec>
"-1","11","2","23502","","2019-10-08 00:00:00.000000","203000000000040410","2019-10-08 09:27:24.000000","TZS","1","3","-1","","2019-11-20 00:00:00.000000","1","1000","203000000000040410","2019-10-08 09:27:34.673000","","","","","0","Send_Money_AUX1","1","","","30","1","937664981"<endrec>
"-1","11","2","23503","","2019-10-08 00:00:00.000000","203000000000040410","2019-10-08 11:20:34.000000","TZS","1","3","-1","","2019-11-20 00:00:00.000000","1","1000","203000000000040410","2019-10-08 11:21:14.010000","","","","","0","Send_Money_AUX2","1","","","30","1","937664993"<endrec>
"-1","11","2","23504","","2019-10-08 00:00:00.000000","203000000000040410","2019-10-08 12:39:52.000000","TZS","1","3","-1","","2019-11-08 00:00:00.000000","1","1000","203000000000040410","2019-10-08 12:40:34.868000","","","","","0","Send_Money_Aux3","1","","","30","1","937664995"<endrec>
"-1","11","2","23505","","2019-10-09 00:00:00.000000","203000000000014912","2019-10-09 06:58:55.000000","TZS","1","1","-1","","2019-12-31 00:00:00.000000","1","1000","203000000000014912","2019-10-09 06:59:42.986000","","","","","0","AccuSendMoney","1","","","30","0","937665007"<endrec>
"-1","11","1","15102","","2019-10-09 00:00:00.000000","203000000000035915","2019-10-09 08:57:17.000000","TZS","1","1","-1","AAccumulator_Value_Roshi","2037-08-11 00:00:00.000000","","1000","203000000000035915","2019-10-09 08:57:38.532000","","","","","0","AAccumulator_Value_Roshi","1","","","30","1","937665024"<endrec>
"-1","11","2","14602","","2019-10-09 00:00:00.000000","203000000000019121","2019-10-09 09:46:43.000000","TZS","1","1","-1","AAccumulator_Count_Roshi","2050-08-11 00:00:00.000000","","1000","203000000000019121","2019-10-09 09:47:43.030000","","","","","0","AAccumulator_Count_Roshi","1","","","30","1","937665030"<endrec>
"-1","11","1","25401","","2019-12-13 00:00:00.000000","203000000000035915","2019-12-13 07:44:02.000000","TZS","1","1","-1","","2027-12-22 00:00:00.000000","1","1000","203000000000035915","2019-12-13 07:44:20.223000","","","","","0","Buy_Good","1","","","30","1","937683850"<endrec>
"-1","11","1","27801","","2020-01-21 00:00:00.000000","203000000000010806","2020-01-21 13:38:05.000000","TZS","1","3","-1","Demo_Test","2020-01-29 00:00:00.000000","1","1000","203000000000010806","2020-01-21 13:38:14.755000","","","","","0","Demo_Test","1","","","30","1","937707771"<endrec>
"-1","11","1","27802","","2020-01-22 00:00:00.000000","203000000000049111","2020-01-22 17:35:12.000000","TZS","1","3","-1","test","2020-01-22 00:00:00.000000","1","1000","203000000000049111","2020-01-22 18:14:03.093000","","","","","0","trainingkarthik","1","25000","","50","1","937707796"<endrec>
"-1","11","1","27802","","2020-01-22 00:00:00.000000","203000000000049111","2020-01-22 18:13:53.000000","TZS","1","3","-1","test","2020-01-25 00:00:00.000000","1","1000","203000000000049111","2020-01-22 18:14:03.100000","","","","","0","trainingkarthik","1","25000","","30","1","937707798"<endrec>
